timepoint,jstime,valence,arousal,video
47800,574950,4.283,4.849,7
47850,575000,4.283,4.881,7
47900,575050,4.283,4.924,7
47950,575100,4.283,4.966,7
48000,575150,4.294,5.03,7
48050,575200,4.319,5.099,7
48100,575250,4.347,5.159,7
48150,575300,4.356,5.203,7
48200,575350,4.357,5.256,7
48250,575400,4.357,5.287,7
48300,575450,4.357,5.303,7
48350,575500,4.311,5.323,7
48400,575550,4.223,5.36,7
48450,575600,4.122,5.395,7
48500,575650,4.045,5.414,7
48550,575700,4.005,5.428,7
48600,575750,3.995,5.436,7
48650,575800,3.992,5.438,7
48700,575850,3.988,5.438,7
48750,575900,3.984,5.441,7
48800,575950,3.975,5.453,7
48850,576000,3.968,5.467,7
48900,576050,3.96,5.477,7
48950,576100,3.928,5.481,7
49000,576150,3.88,5.49,7
49050,576200,3.838,5.508,7
49100,576250,3.807,5.521,7
49150,576300,3.789,5.525,7
49200,576350,3.784,5.526,7
49250,576400,3.784,5.526,7
49300,576450,3.784,5.526,7
49350,576500,3.781,5.526,7
49400,576550,3.777,5.526,7
49450,576600,3.767,5.526,7
49500,576650,3.762,5.526,7
49550,576700,3.758,5.526,7
49600,576750,3.749,5.526,7
49650,576800,3.742,5.526,7
49700,576850,3.734,5.526,7
49750,576900,3.726,5.528,7
49800,576950,3.721,5.535,7
49850,577000,3.713,5.547,7
49900,577050,3.701,5.555,7
49950,577100,3.68,5.557,7
50000,577150,3.645,5.57,7
50050,577200,3.607,5.583,7
50100,577250,3.583,5.588,7
50150,577300,3.578,5.598,7
50200,577350,3.578,5.603,7
50250,577400,3.578,5.604,7
50300,577450,3.578,5.608,7
50350,577500,3.578,5.614,7
50400,577550,3.578,5.625,7
50450,577600,3.578,5.636,7
50500,577650,3.578,5.64,7
50550,577700,3.578,5.64,7
50600,577750,3.578,5.64,7
50650,577800,3.578,5.64,7
50700,577850,3.578,5.64,7
50750,577900,3.578,5.64,7
50800,577950,3.578,5.64,7
50850,578000,3.578,5.64,7
50900,578050,3.578,5.64,7
50950,578100,3.578,5.64,7
51000,578150,3.578,5.64,7
51050,578200,3.578,5.643,7
51100,578250,3.578,5.648,7
51150,578300,3.578,5.658,7
51200,578350,3.578,5.67,7
51250,578400,3.578,5.675,7
51300,578450,3.577,5.675,7
51350,578500,3.574,5.686,7
51400,578550,3.563,5.692,7
51450,578600,3.551,5.692,7
51500,578650,3.54,5.692,7
51550,578700,3.527,5.692,7
51600,578750,3.509,5.692,7
51650,578800,3.496,5.692,7
51700,578850,3.487,5.692,7
51750,578900,3.477,5.694,7
51800,578950,3.465,5.696,7
51850,579000,3.447,5.698,7
51900,579050,3.425,5.705,7
51950,579100,3.401,5.714,7
52000,579150,3.374,5.722,7
52050,579200,3.358,5.728,7
52100,579250,3.35,5.73,7
52150,579300,3.345,5.73,7
52200,579350,3.341,5.733,7
52250,579400,3.338,5.742,7
