timepoint,jstime,valence,arousal,video
50150,1919650,5.065,6.275,7
50200,1919700,5.061,6.275,7
50250,1919750,5.059,6.275,7
50300,1919800,5.059,6.275,7
50350,1919850,5.056,6.275,7
50400,1919900,5.054,6.275,7
50450,1919950,5.051,6.275,7
50500,1920000,5.046,6.275,7
50550,1920050,5.042,6.275,7
50600,1920100,5.039,6.275,7
50650,1920150,5.036,6.275,7
50700,1920200,5.034,6.276,7
50750,1920250,5.03,6.284,7
50800,1920300,5.025,6.284,7
50850,1920350,5.019,6.29,7
50900,1920400,5.019,6.293,7
50950,1920450,5.016,6.297,7
51000,1920500,5.016,6.299,7
51050,1920550,5.015,6.304,7
51100,1920600,5.015,6.305,7
51150,1920650,5.015,6.309,7
51200,1920700,5.011,6.313,7
51250,1920750,5.011,6.315,7
51300,1920800,5.009,6.315,7
51350,1920850,5.004,6.321,7
51400,1920900,5.002,6.325,7
51450,1920950,5.002,6.33,7
51500,1921000,5.0,6.337,7
51550,1921050,4.998,6.339,7
51600,1921100,4.997,6.34,7
51650,1921150,4.997,6.343,7
51700,1921200,4.993,6.346,7
51750,1921250,4.993,6.346,7
51800,1921300,4.993,6.347,7
51850,1921350,4.993,6.347,7
51900,1921400,4.991,6.349,7
51950,1921450,4.991,6.35,7
52000,1921500,4.991,6.35,7
52050,1921550,4.991,6.35,7
52100,1921600,4.991,6.35,7
52150,1921650,4.991,6.35,7
52200,1921700,4.991,6.35,7
52250,1921750,4.991,6.35,7
52300,1921800,4.991,6.35,7
52350,1921850,4.991,6.35,7
52400,1921900,4.991,6.35,7
52450,1921950,4.991,6.35,7
52500,1922000,4.991,6.35,7
52550,1922050,4.991,6.35,7
52600,1922100,4.991,6.35,7
52650,1922150,4.991,6.35,7
52700,1922200,4.991,6.35,7
52750,1922250,4.991,6.35,7
52800,1922300,4.991,6.35,7
52850,1922350,4.991,6.35,7
52900,1922400,4.991,6.35,7
52950,1922450,4.991,6.35,7
53000,1922500,4.991,6.35,7
53050,1922550,4.991,6.35,7
53100,1922600,4.991,6.35,7
53150,1922650,4.991,6.356,7
53200,1922700,4.991,6.361,7
53250,1922750,4.991,6.365,7
53300,1922800,4.991,6.369,7
53350,1922850,4.991,6.371,7
53400,1922900,4.988,6.385,7
53450,1922950,4.988,6.397,7
53500,1923000,4.985,6.401,7
53550,1923050,4.982,6.406,7
53600,1923100,4.982,6.406,7
53650,1923150,4.982,6.406,7
53700,1923200,4.982,6.406,7
53750,1923250,4.982,6.406,7
53800,1923300,4.982,6.406,7
53850,1923350,4.982,6.406,7
53900,1923400,4.981,6.406,7
53950,1923450,4.981,6.406,7
54000,1923500,4.981,6.406,7
54050,1923550,4.981,6.406,7
54100,1923600,4.981,6.406,7
54150,1923650,4.981,6.406,7
54200,1923700,4.981,6.406,7
54250,1923750,4.981,6.406,7
54300,1923800,4.981,6.406,7
54350,1923850,4.981,6.406,7
54400,1923900,4.981,6.406,7
54450,1923950,4.981,6.406,7
54500,1924000,4.981,6.406,7
54550,1924050,4.981,6.406,7
54600,1924100,4.981,6.406,7
54650,1924150,4.981,6.406,7
54700,1924200,4.981,6.406,7
54750,1924250,4.981,6.406,7
54800,1924300,4.981,6.406,7
54850,1924350,4.981,6.406,7
54900,1924400,4.981,6.406,7
54950,1924450,4.981,6.406,7
55000,1924500,4.981,6.406,7
55050,1924550,4.981,6.406,7
55100,1924600,4.981,6.406,7
55150,1924650,4.981,6.406,7
55200,1924700,4.981,6.406,7
55250,1924750,4.981,6.406,7
55300,1924800,4.981,6.406,7
55350,1924850,4.981,6.406,7
55400,1924900,4.981,6.406,7
55450,1924950,4.981,6.406,7
55500,1925000,4.981,6.406,7
55550,1925050,4.981,6.406,7
55600,1925100,4.98,6.406,7
55650,1925150,4.98,6.406,7
55700,1925200,4.979,6.406,7
55750,1925250,4.975,6.406,7
55800,1925300,4.975,6.406,7
55850,1925350,4.975,6.406,7
55900,1925400,4.975,6.406,7
55950,1925450,4.973,6.406,7
56000,1925500,4.973,6.406,7
56050,1925550,4.969,6.406,7
56100,1925600,4.966,6.406,7
56150,1925650,4.962,6.406,7
56200,1925700,4.959,6.406,7
56250,1925750,4.959,6.406,7
56300,1925800,4.958,6.406,7
56350,1925850,4.956,6.406,7
56400,1925900,4.956,6.406,7
56450,1925950,4.956,6.406,7
56500,1926000,4.955,6.406,7
56550,1926050,4.955,6.406,7
56600,1926100,4.955,6.406,7
56650,1926150,4.955,6.406,7
56700,1926200,4.955,6.406,7
56750,1926250,4.955,6.406,7
56800,1926300,4.955,6.406,7
56850,1926350,4.955,6.406,7
56900,1926400,4.955,6.406,7
56950,1926450,4.955,6.406,7
57000,1926500,4.947,6.406,7
57050,1926550,4.946,6.406,7
57100,1926600,4.943,6.406,7
57150,1926650,4.935,6.406,7
57200,1926700,4.932,6.406,7
57250,1926750,4.927,6.406,7
57300,1926800,4.922,6.406,7
57350,1926850,4.917,6.406,7
57400,1926900,4.911,6.406,7
57450,1926950,4.904,6.406,7
57500,1927000,4.898,6.406,7
57550,1927050,4.891,6.406,7
57600,1927100,4.885,6.406,7
57650,1927150,4.878,6.406,7
57700,1927200,4.87,6.406,7
57750,1927250,4.863,6.408,7
57800,1927300,4.852,6.41,7
57850,1927350,4.841,6.413,7
57900,1927400,4.833,6.417,7
57950,1927450,4.817,6.419,7
58000,1927500,4.805,6.419,7
58050,1927550,4.792,6.42,7
58100,1927600,4.764,6.429,7
58150,1927650,4.649,6.445,7
58200,1927700,4.512,6.468,7
58250,1927750,4.465,6.479,7
58300,1927800,4.465,6.481,7
58350,1927850,4.465,6.481,7
58400,1927900,4.465,6.483,7
58450,1927950,4.446,6.484,7
58500,1928000,4.435,6.486,7
58550,1928050,4.411,6.496,7
58600,1928100,4.38,6.514,7
58650,1928150,4.357,6.533,7
58700,1928200,4.315,6.549,7
58750,1928250,4.231,6.58,7
58800,1928300,4.139,6.606,7
58850,1928350,4.052,6.653,7
58900,1928400,3.938,6.688,7
58950,1928450,3.825,6.719,7
59000,1928500,3.728,6.758,7
59050,1928550,3.557,6.807,7
59100,1928600,3.347,6.868,7
59150,1928650,3.191,6.952,7
59200,1928700,3.138,7.003,7
59250,1928750,3.03,7.06,7
59300,1928800,2.83,7.125,7
59350,1928850,2.604,7.243,7
59400,1928900,2.464,7.34,7
59450,1928950,2.374,7.423,7
59500,1929000,2.31,7.508,7
59550,1929050,2.172,7.636,7
59600,1929100,1.994,7.788,7
59650,1929150,1.832,7.917,7
59700,1929200,1.744,7.999,7
59750,1929250,1.698,8.037,7
59800,1929300,1.635,8.096,7
59850,1929350,1.519,8.182,7
59900,1929400,1.421,8.245,7
59950,1929450,1.386,8.267,7
60000,1929500,1.386,8.267,7
60050,1929550,1.386,8.269,7
60100,1929600,1.385,8.276,7
60150,1929650,1.367,8.288,7
60200,1929700,1.304,8.321,7
60250,1929750,1.164,8.384,7
60300,1929800,1.044,8.444,7
60350,1929850,1.02,8.46,7
60400,1929900,1.02,8.46,7
60450,1929950,1.02,8.46,7
60500,1930000,1.02,8.46,7
60550,1930050,1.02,8.46,7
60600,1930100,1.02,8.46,7
60650,1930150,1.02,8.46,7
60700,1930200,1.02,8.46,7
60750,1930250,1.02,8.461,7
60800,1930300,1.02,8.461,7
60850,1930350,1.02,8.461,7
60900,1930400,1.019,8.468,7
60950,1930450,1.019,8.468,7
61000,1930500,1.019,8.47,7
61050,1930550,1.009,8.47,7
61100,1930600,1.003,8.486,7
61150,1930650,0.986,8.505,7
61200,1930700,0.964,8.524,7
61250,1930750,0.964,8.527,7
61300,1930800,0.964,8.527,7
61350,1930850,0.964,8.527,7
61400,1930900,0.964,8.527,7
61450,1930950,0.964,8.527,7
61500,1931000,0.964,8.527,7
61550,1931050,0.964,8.527,7
61600,1931100,0.964,8.527,7
61650,1931150,0.964,8.527,7
61700,1931200,0.964,8.527,7
61750,1931250,0.964,8.527,7
61800,1931300,0.964,8.527,7
61850,1931350,0.964,8.527,7
61900,1931400,0.964,8.527,7
61950,1931450,0.964,8.527,7
62000,1931500,0.964,8.527,7
62050,1931550,0.964,8.527,7
62100,1931600,0.964,8.527,7
62150,1931650,0.969,8.527,7
62200,1931700,0.987,8.526,7
62250,1931750,1.027,8.523,7
62300,1931800,1.124,8.517,7
62350,1931850,1.298,8.507,7
62400,1931900,1.468,8.497,7
62450,1931950,1.612,8.464,7
62500,1932000,1.663,8.434,7
62550,1932050,1.663,8.43,7
62600,1932100,1.673,8.416,7
62650,1932150,1.683,8.405,7
62700,1932200,1.685,8.388,7
62750,1932250,1.694,8.383,7
62800,1932300,1.694,8.376,7
62850,1932350,1.694,8.376,7
62900,1932400,1.694,8.376,7
62950,1932450,1.694,8.376,7
63000,1932500,1.694,8.376,7
63050,1932550,1.694,8.376,7
63100,1932600,1.694,8.376,7
63150,1932650,1.694,8.376,7
63200,1932700,1.694,8.376,7
63250,1932750,1.694,8.376,7
63300,1932800,1.694,8.376,7
63350,1932850,1.694,8.376,7
63400,1932900,1.694,8.376,7
63450,1932950,1.694,8.376,7
