timepoint,jstime,valence,arousal,video
0,765800,5.0,5.0,7
50,765850,5.0,5.0,7
100,765900,5.0,5.0,7
150,765950,5.0,5.0,7
200,766000,5.0,5.0,7
250,766050,5.0,5.0,7
300,766100,5.0,5.0,7
350,766150,5.0,5.0,7
400,766200,5.0,5.0,7
450,766250,5.0,5.0,7
500,766300,5.0,5.0,7
550,766350,5.0,5.0,7
600,766400,5.0,5.0,7
650,766450,5.0,5.0,7
700,766500,5.0,5.0,7
750,766550,5.0,5.0,7
800,766600,5.0,5.0,7
850,766650,5.0,5.0,7
900,766700,5.0,5.0,7
950,766750,5.0,5.0,7
1000,766800,5.0,5.0,7
1050,766850,5.0,5.0,7
1100,766900,5.0,5.0,7
1150,766950,5.0,5.0,7
1200,767000,5.0,5.0,7
1250,767050,5.0,5.0,7
1300,767100,5.0,5.0,7
1350,767150,5.0,5.0,7
1400,767200,5.0,5.0,7
1450,767250,5.0,5.0,7
1500,767300,5.0,5.0,7
1550,767350,5.0,5.0,7
1600,767400,5.0,5.0,7
1650,767450,5.0,5.0,7
1700,767500,5.0,5.0,7
1750,767550,5.0,5.0,7
1800,767600,5.0,5.0,7
1850,767650,5.0,5.0,7
1900,767700,5.0,5.0,7
1950,767750,5.0,5.0,7
2000,767800,5.0,5.0,7
2050,767850,5.0,5.0,7
2100,767900,5.0,5.0,7
2150,767950,5.0,5.0,7
2200,768000,5.0,5.0,7
2250,768050,5.0,5.0,7
2300,768100,5.0,5.0,7
2350,768150,5.0,5.0,7
2400,768200,5.0,5.0,7
2450,768250,5.0,5.0,7
2500,768300,5.0,5.0,7
2550,768350,5.0,5.0,7
2600,768400,5.0,5.0,7
2650,768450,5.0,5.0,7
2700,768500,5.0,5.0,7
2750,768550,5.0,5.0,7
2800,768600,5.0,5.0,7
2850,768650,5.0,5.0,7
2900,768700,5.0,5.0,7
2950,768750,5.0,5.0,7
3000,768800,5.0,5.0,7
3050,768850,5.0,5.0,7
3100,768900,5.0,5.0,7
3150,768950,5.0,5.0,7
3200,769000,5.0,5.0,7
