timepoint,jstime,valence,arousal,video
50150,1879150,3.834,6.538,7
50200,1879200,3.834,6.538,7
50250,1879250,3.834,6.538,7
50300,1879300,3.834,6.538,7
50350,1879350,3.834,6.538,7
50400,1879400,3.832,6.538,7
50450,1879450,3.83,6.538,7
50500,1879500,3.83,6.538,7
50550,1879550,3.83,6.538,7
50600,1879600,3.83,6.538,7
50650,1879650,3.83,6.538,7
50700,1879700,3.83,6.538,7
50750,1879750,3.83,6.538,7
50800,1879800,3.83,6.538,7
50850,1879850,3.83,6.538,7
50900,1879900,3.83,6.538,7
50950,1879950,3.83,6.538,7
51000,1880000,3.83,6.54,7
51050,1880050,3.83,6.543,7
51100,1880100,3.83,6.547,7
51150,1880150,3.829,6.553,7
51200,1880200,3.825,6.556,7
51250,1880250,3.82,6.558,7
51300,1880300,3.813,6.564,7
51350,1880350,3.804,6.57,7
51400,1880400,3.794,6.577,7
51450,1880450,3.788,6.579,7
51500,1880500,3.787,6.584,7
51550,1880550,3.786,6.588,7
51600,1880600,3.786,6.593,7
51650,1880650,3.786,6.594,7
51700,1880700,3.786,6.597,7
51750,1880750,3.785,6.599,7
51800,1880800,3.784,6.599,7
51850,1880850,3.783,6.599,7
51900,1880900,3.781,6.599,7
51950,1880950,3.781,6.599,7
52000,1881000,3.781,6.601,7
52050,1881050,3.781,6.604,7
52100,1881100,3.78,6.604,7
52150,1881150,3.778,6.604,7
52200,1881200,3.777,6.605,7
52250,1881250,3.777,6.607,7
52300,1881300,3.776,6.607,7
52350,1881350,3.776,6.607,7
52400,1881400,3.776,6.607,7
52450,1881450,3.776,6.607,7
52500,1881500,3.774,6.607,7
52550,1881550,3.77,6.607,7
52600,1881600,3.77,6.608,7
52650,1881650,3.77,6.61,7
52700,1881700,3.77,6.61,7
52750,1881750,3.77,6.61,7
52800,1881800,3.77,6.61,7
52850,1881850,3.77,6.61,7
52900,1881900,3.77,6.61,7
52950,1881950,3.77,6.61,7
53000,1882000,3.77,6.61,7
53050,1882050,3.77,6.61,7
53100,1882100,3.769,6.61,7
53150,1882150,3.767,6.61,7
53200,1882200,3.767,6.61,7
53250,1882250,3.767,6.61,7
53300,1882300,3.767,6.611,7
53350,1882350,3.767,6.611,7
53400,1882400,3.767,6.611,7
53450,1882450,3.767,6.611,7
53500,1882500,3.767,6.611,7
53550,1882550,3.767,6.611,7
53600,1882600,3.767,6.611,7
53650,1882650,3.767,6.611,7
53700,1882700,3.767,6.611,7
53750,1882750,3.767,6.611,7
53800,1882800,3.767,6.611,7
53850,1882850,3.767,6.611,7
53900,1882900,3.767,6.611,7
53950,1882950,3.767,6.611,7
54000,1883000,3.767,6.611,7
54050,1883050,3.767,6.611,7
54100,1883100,3.767,6.611,7
54150,1883150,3.767,6.611,7
54200,1883200,3.767,6.611,7
54250,1883250,3.767,6.611,7
54300,1883300,3.767,6.611,7
54350,1883350,3.767,6.611,7
54400,1883400,3.767,6.611,7
54450,1883450,3.767,6.612,7
54500,1883500,3.767,6.612,7
54550,1883550,3.767,6.612,7
54600,1883600,3.767,6.612,7
54650,1883650,3.767,6.612,7
54700,1883700,3.766,6.613,7
54750,1883750,3.766,6.615,7
54800,1883800,3.766,6.616,7
54850,1883850,3.766,6.616,7
54900,1883900,3.765,6.618,7
54950,1883950,3.765,6.622,7
55000,1884000,3.765,6.624,7
55050,1884050,3.763,6.624,7
55100,1884100,3.76,6.624,7
55150,1884150,3.76,6.624,7
55200,1884200,3.76,6.624,7
55250,1884250,3.76,6.625,7
55300,1884300,3.759,6.625,7
55350,1884350,3.758,6.625,7
55400,1884400,3.758,6.626,7
55450,1884450,3.758,6.626,7
55500,1884500,3.758,6.626,7
55550,1884550,3.756,6.627,7
55600,1884600,3.751,6.628,7
55650,1884650,3.751,6.628,7
55700,1884700,3.748,6.629,7
55750,1884750,3.745,6.63,7
55800,1884800,3.744,6.63,7
55850,1884850,3.744,6.63,7
55900,1884900,3.743,6.631,7
55950,1884950,3.739,6.631,7
56000,1885000,3.738,6.632,7
56050,1885050,3.738,6.635,7
56100,1885100,3.737,6.636,7
56150,1885150,3.736,6.636,7
56200,1885200,3.736,6.636,7
56250,1885250,3.735,6.636,7
56300,1885300,3.734,6.637,7
56350,1885350,3.733,6.637,7
56400,1885400,3.733,6.637,7
56450,1885450,3.733,6.637,7
56500,1885500,3.733,6.637,7
56550,1885550,3.733,6.637,7
56600,1885600,3.733,6.637,7
56650,1885650,3.733,6.637,7
56700,1885700,3.733,6.637,7
56750,1885750,3.733,6.637,7
56800,1885800,3.733,6.637,7
56850,1885850,3.733,6.637,7
56900,1885900,3.732,6.637,7
56950,1885950,3.73,6.637,7
57000,1886000,3.73,6.637,7
57050,1886050,3.73,6.637,7
57100,1886100,3.73,6.637,7
57150,1886150,3.73,6.637,7
57200,1886200,3.73,6.637,7
57250,1886250,3.73,6.637,7
57300,1886300,3.73,6.637,7
57350,1886350,3.73,6.637,7
57400,1886400,3.73,6.637,7
57450,1886450,3.73,6.637,7
57500,1886500,3.73,6.637,7
