Unnamed: 0,jstime,valence,arousal,video
39700,1985000,1.934,8.175,7
39701,1985050,1.652,8.385,7
39702,1985100,1.322,8.609,7
39703,1985150,1.096,8.772,7
39704,1985200,1.027,8.834,7
39705,1985250,1.021,8.844,7
39706,1985300,1.02,8.844,7
39707,1985350,1.02,8.844,7
39708,1985400,1.017,8.844,7
39709,1985450,1.017,8.844,7
39710,1985500,1.017,8.844,7
39711,1985550,1.012,8.844,7
39712,1985600,1.012,8.844,7
39713,1985650,1.012,8.844,7
39714,1985700,1.012,8.844,7
39715,1985750,1.012,8.844,7
39716,1985800,0.998,8.846,7
39717,1985850,0.997,8.846,7
39718,1985900,0.992,8.846,7
39719,1985950,0.992,8.846,7
39720,1986000,0.992,8.846,7
39721,1986050,0.992,8.846,7
39722,1986100,0.99,8.846,7
39723,1986150,0.984,8.846,7
39724,1986200,0.974,8.86,7
39725,1986250,0.957,8.883,7
39726,1986300,0.923,8.905,7
39727,1986350,0.895,8.915,7
39728,1986400,0.879,8.925,7
39729,1986450,0.857,8.937,7
39730,1986500,0.852,8.947,7
39731,1986550,0.847,8.947,7
39732,1986600,0.847,8.947,7
39733,1986650,0.847,8.947,7
39734,1986700,0.847,8.947,7
39735,1986750,0.847,8.947,7
39736,1986800,0.847,8.947,7
39737,1986850,0.847,8.947,7
39738,1986900,0.847,8.947,7
39739,1986950,0.847,8.947,7
39740,1987000,0.847,8.947,7
39741,1987050,0.847,8.947,7
39742,1987100,0.847,8.947,7
39743,1987150,0.847,8.947,7
39744,1987200,0.847,8.947,7
39745,1987250,0.847,8.947,7
39746,1987300,0.847,8.947,7
39747,1987350,0.847,8.947,7
39748,1987400,0.847,8.947,7
39749,1987450,0.847,8.947,7
39750,1987500,0.847,8.947,7
39751,1987550,0.847,8.947,7
39752,1987600,0.847,8.947,7
39753,1987650,0.847,8.947,7
39754,1987700,0.847,8.947,7
39755,1987750,0.847,8.947,7
39756,1987800,0.847,8.947,7
39757,1987850,0.847,8.947,7
39758,1987900,0.847,8.947,7
39759,1987950,0.847,8.947,7
39760,1988000,0.847,8.947,7
39761,1988050,0.847,8.947,7
39762,1988100,0.847,8.947,7
39763,1988150,0.847,8.947,7
39764,1988200,0.847,8.947,7
39765,1988250,0.847,8.947,7
39766,1988300,0.847,8.947,7
39767,1988350,0.847,8.947,7
39768,1988400,0.847,8.947,7
39769,1988450,0.847,8.947,7
39770,1988500,0.847,8.947,7
39771,1988550,0.847,8.947,7
39772,1988600,0.847,8.947,7
39773,1988650,0.847,8.947,7
39774,1988700,0.847,8.947,7
39775,1988750,0.847,8.947,7
39776,1988800,0.847,8.947,7
39777,1988850,0.847,8.947,7
39778,1988900,0.847,8.947,7
39779,1988950,0.847,8.947,7
39780,1989000,0.847,8.947,7
39781,1989050,0.847,8.947,7
39782,1989100,0.847,8.947,7
39783,1989150,0.847,8.947,7
39784,1989200,0.847,8.947,7
39785,1989250,0.847,8.947,7
39786,1989300,0.847,8.946,7
