Unnamed: 0,jstime,valence,arousal,video
10906,545300,5.046,6.675,8
10907,545350,5.05,6.687,8
10908,545400,5.056,6.702,8
10909,545450,5.062,6.707,8
10910,545500,5.065,6.713,8
10911,545550,5.066,6.72,8
10912,545600,5.069,6.736,8
10913,545650,5.07,6.754,8
10914,545700,5.071,6.771,8
10915,545750,5.073,6.779,8
10916,545800,5.074,6.787,8
10917,545850,5.075,6.794,8
10918,545900,5.076,6.801,8
10919,545950,5.078,6.807,8
10920,546000,5.081,6.815,8
10921,546050,5.083,6.83,8
10922,546100,5.086,6.844,8
10923,546150,5.088,6.859,8
10924,546200,5.091,6.874,8
10925,546250,5.094,6.882,8
10926,546300,5.096,6.887,8
10927,546350,5.098,6.889,8
10928,546400,5.098,6.896,8
10929,546450,5.098,6.903,8
10930,546500,5.098,6.911,8
10931,546550,5.098,6.919,8
10932,546600,5.098,6.929,8
10933,546650,5.098,6.938,8
10934,546700,5.098,6.942,8
10935,546750,5.098,6.946,8
10936,546800,5.098,6.949,8
10937,546850,5.098,6.949,8
10938,546900,5.098,6.949,8
10939,546950,5.098,6.952,8
10940,547000,5.098,6.957,8
10941,547050,5.098,6.963,8
10942,547100,5.098,6.966,8
10943,547150,5.098,6.969,8
10944,547200,5.098,6.988,8
10945,547250,5.098,7.009,8
10946,547300,5.098,7.027,8
10947,547350,5.098,7.029,8
10948,547400,5.098,7.03,8
10949,547450,5.098,7.03,8
10950,547500,5.098,7.03,8
10951,547550,5.098,7.03,8
10952,547600,5.098,7.03,8
10953,547650,5.098,7.03,8
10954,547700,5.098,7.03,8
10955,547750,5.098,7.03,8
10956,547800,5.098,7.03,8
10957,547850,5.098,7.03,8
10958,547900,5.098,7.03,8
10959,547950,5.098,7.03,8
10960,548000,5.098,7.03,8
10961,548050,5.098,7.03,8
10962,548100,5.098,7.03,8
10963,548150,5.098,7.03,8
10964,548200,5.098,7.032,8
10965,548250,5.098,7.036,8
10966,548300,5.098,7.042,8
10967,548350,5.098,7.049,8
10968,548400,5.098,7.052,8
10969,548450,5.098,7.053,8
10970,548500,5.098,7.053,8
10971,548550,5.098,7.053,8
10972,548600,5.098,7.053,8
10973,548650,5.098,7.053,8
10974,548700,5.098,7.053,8
10975,548750,5.098,7.053,8
10976,548800,5.098,7.053,8
10977,548850,5.098,7.053,8
10978,548900,5.098,7.053,8
10979,548950,5.098,7.053,8
10980,549000,5.098,7.053,8
10981,549050,5.098,7.053,8
10982,549100,5.098,7.053,8
10983,549150,5.098,7.053,8
