Unnamed: 0,jstime,valence,arousal,video
45042,2252100,4.919,5.46,8
45043,2252150,4.919,5.461,8
45044,2252200,4.919,5.463,8
45045,2252250,4.919,5.467,8
45046,2252300,4.919,5.474,8
45047,2252350,4.919,5.48,8
45048,2252400,4.919,5.48,8
45049,2252450,4.919,5.481,8
45050,2252500,4.919,5.483,8
45051,2252550,4.919,5.483,8
45052,2252600,4.919,5.485,8
45053,2252650,4.919,5.485,8
45054,2252700,4.919,5.485,8
45055,2252750,4.919,5.485,8
45056,2252800,4.919,5.485,8
45057,2252850,4.919,5.485,8
45058,2252900,4.919,5.485,8
45059,2252950,4.919,5.485,8
45060,2253000,4.919,5.485,8
45061,2253050,4.919,5.485,8
45062,2253100,4.919,5.485,8
45063,2253150,4.919,5.485,8
45064,2253200,4.919,5.485,8
45065,2253250,4.919,5.485,8
45066,2253300,4.919,5.485,8
45067,2253350,4.919,5.485,8
45068,2253400,4.919,5.485,8
45069,2253450,4.919,5.485,8
45070,2253500,4.919,5.485,8
45071,2253550,4.919,5.485,8
45072,2253600,4.919,5.485,8
45073,2253650,4.919,5.485,8
45074,2253700,4.919,5.485,8
45075,2253750,4.919,5.485,8
45076,2253800,4.919,5.485,8
45077,2253850,4.919,5.485,8
45078,2253900,4.919,5.485,8
45079,2253950,4.919,5.485,8
45080,2254000,4.919,5.485,8
45081,2254050,4.919,5.485,8
45082,2254100,4.919,5.485,8
45083,2254150,4.919,5.485,8
45084,2254200,4.919,5.485,8
45085,2254250,4.919,5.485,8
45086,2254300,4.919,5.485,8
45087,2254350,4.919,5.485,8
45088,2254400,4.919,5.485,8
45089,2254450,4.919,5.485,8
45090,2254500,4.919,5.485,8
45091,2254550,4.919,5.485,8
45092,2254600,4.919,5.485,8
45093,2254650,4.919,5.485,8
45094,2254700,4.919,5.485,8
45095,2254750,4.919,5.485,8
45096,2254800,4.919,5.485,8
45097,2254850,4.919,5.485,8
45098,2254900,4.919,5.485,8
45099,2254950,4.919,5.485,8
45100,2255000,4.919,5.485,8
45101,2255050,4.919,5.485,8
45102,2255100,4.919,5.485,8
45103,2255150,4.919,5.485,8
45104,2255200,4.919,5.485,8
45105,2255250,4.919,5.485,8
45106,2255300,4.919,5.485,8
45107,2255350,4.919,5.485,8
45108,2255400,4.919,5.485,8
45109,2255450,4.919,5.485,8
45110,2255500,4.919,5.485,8
45111,2255550,4.919,5.485,8
45112,2255600,4.919,5.485,8
45113,2255650,4.919,5.485,8
45114,2255700,4.919,5.485,8
45115,2255750,4.919,5.485,8
45116,2255800,4.919,5.485,8
45117,2255850,4.919,5.485,8
45118,2255900,4.919,5.485,8
45119,2255950,4.919,5.485,8
45120,2256000,4.919,5.485,8
45121,2256050,4.919,5.485,8
45122,2256100,4.919,5.485,8
45123,2256150,4.919,5.485,8
45124,2256200,4.919,5.485,8
45125,2256250,4.919,5.485,8
45126,2256300,4.919,5.485,8
45127,2256350,4.919,5.485,8
45128,2256400,4.919,5.485,8
45129,2256450,4.919,5.485,8
45130,2256500,4.919,5.485,8
45131,2256550,4.919,5.485,8
45132,2256600,4.919,5.485,8
45133,2256650,4.919,5.485,8
45134,2256700,4.919,5.485,8
45135,2256750,4.919,5.485,8
45136,2256800,4.919,5.485,8
45137,2256850,4.919,5.485,8
45138,2256900,4.919,5.485,8
45139,2256950,4.919,5.485,8
45140,2257000,4.919,5.485,8
45141,2257050,4.919,5.485,8
45142,2257100,4.919,5.485,8
45143,2257150,4.919,5.485,8
45144,2257200,4.919,5.485,8
45145,2257250,4.919,5.485,8
45146,2257300,4.919,5.485,8
45147,2257350,4.919,5.485,8
45148,2257400,4.919,5.485,8
45149,2257450,4.919,5.485,8
45150,2257500,4.919,5.485,8
45151,2257550,4.919,5.485,8
45152,2257600,4.919,5.485,8
45153,2257650,4.919,5.485,8
45154,2257700,4.919,5.485,8
45155,2257750,4.919,5.485,8
45156,2257800,4.919,5.485,8
45157,2257850,4.919,5.485,8
45158,2257900,4.919,5.485,8
45159,2257950,4.919,5.485,8
45160,2258000,4.919,5.485,8
45161,2258050,4.919,5.485,8
45162,2258100,4.919,5.485,8
45163,2258150,4.919,5.485,8
45164,2258200,4.919,5.485,8
45165,2258250,4.918,5.485,8
45166,2258300,4.918,5.485,8
45167,2258350,4.918,5.485,8
45168,2258400,4.918,5.485,8
45169,2258450,4.918,5.485,8
45170,2258500,4.918,5.485,8
45171,2258550,4.918,5.485,8
45172,2258600,4.918,5.485,8
45173,2258650,4.918,5.485,8
45174,2258700,4.918,5.485,8
45175,2258750,4.918,5.485,8
45176,2258800,4.918,5.485,8
45177,2258850,4.918,5.485,8
45178,2258900,4.918,5.485,8
45179,2258950,4.918,5.485,8
45180,2259000,4.918,5.485,8
45181,2259050,4.918,5.485,8
45182,2259100,4.918,5.485,8
45183,2259150,4.918,5.485,8
45184,2259200,4.918,5.485,8
45185,2259250,4.918,5.485,8
45186,2259300,4.918,5.485,8
45187,2259350,4.918,5.485,8
45188,2259400,4.918,5.485,8
45189,2259450,4.918,5.485,8
45190,2259500,4.918,5.485,8
45191,2259550,4.918,5.485,8
45192,2259600,4.918,5.485,8
45193,2259650,4.918,5.485,8
45194,2259700,4.918,5.485,8
45195,2259750,4.918,5.485,8
45196,2259800,4.918,5.485,8
45197,2259850,4.918,5.485,8
45198,2259900,4.918,5.485,8
45199,2259950,4.918,5.485,8
45200,2260000,4.918,5.485,8
45201,2260050,4.918,5.485,8
45202,2260100,4.918,5.485,8
45203,2260150,4.918,5.485,8
45204,2260200,4.918,5.485,8
45205,2260250,4.918,5.485,8
45206,2260300,4.918,5.485,8
45207,2260350,4.918,5.485,8
45208,2260400,4.918,5.485,8
45209,2260450,4.918,5.485,8
45210,2260500,4.918,5.485,8
45211,2260550,4.918,5.485,8
45212,2260600,4.918,5.485,8
45213,2260650,4.918,5.485,8
45214,2260700,4.918,5.485,8
45215,2260750,4.918,5.486,8
45216,2260800,4.918,5.487,8
45217,2260850,4.918,5.487,8
45218,2260900,4.918,5.487,8
45219,2260950,4.918,5.488,8
45220,2261000,4.918,5.488,8
45221,2261050,4.918,5.489,8
45222,2261100,4.918,5.491,8
45223,2261150,4.918,5.491,8
45224,2261200,4.918,5.492,8
45225,2261250,4.918,5.493,8
45226,2261300,4.918,5.494,8
45227,2261350,4.918,5.496,8
45228,2261400,4.918,5.497,8
45229,2261450,4.918,5.497,8
45230,2261500,4.918,5.497,8
45231,2261550,4.918,5.498,8
45232,2261600,4.918,5.5,8
45233,2261650,4.918,5.5,8
45234,2261700,4.918,5.5,8
45235,2261750,4.918,5.5,8
45236,2261800,4.918,5.5,8
45237,2261850,4.918,5.5,8
45238,2261900,4.918,5.5,8
45239,2261950,4.918,5.502,8
45240,2262000,4.918,5.505,8
45241,2262050,4.918,5.506,8
45242,2262100,4.918,5.509,8
45243,2262150,4.918,5.513,8
45244,2262200,4.918,5.513,8
45245,2262250,4.918,5.513,8
45246,2262300,4.918,5.513,8
45247,2262350,4.918,5.516,8
45248,2262400,4.918,5.52,8
45249,2262450,4.918,5.521,8
45250,2262500,4.918,5.523,8
45251,2262550,4.918,5.526,8
45252,2262600,4.918,5.528,8
45253,2262650,4.918,5.53,8
45254,2262700,4.918,5.533,8
45255,2262750,4.918,5.535,8
45256,2262800,4.918,5.535,8
45257,2262850,4.918,5.535,8
45258,2262900,4.918,5.535,8
45259,2262950,4.918,5.535,8
45260,2263000,4.918,5.535,8
45261,2263050,4.918,5.535,8
45262,2263100,4.918,5.535,8
45263,2263150,4.918,5.535,8
45264,2263200,4.918,5.535,8
45265,2263250,4.918,5.535,8
45266,2263300,4.918,5.535,8
45267,2263350,4.918,5.537,8
45268,2263400,4.918,5.544,8
45269,2263450,4.918,5.548,8
