Unnamed: 0,jstime,valence,arousal,video
17386,869300,3.138,8.347,7
17387,869350,3.139,8.347,7
17388,869400,3.139,8.347,7
17389,869450,3.139,8.347,7
17390,869500,3.139,8.347,7
17391,869550,3.141,8.347,7
17392,869600,3.141,8.347,7
17393,869650,3.141,8.347,7
17394,869700,3.141,8.347,7
17395,869750,3.141,8.347,7
17396,869800,3.141,8.347,7
17397,869850,3.141,8.346,7
17398,869900,3.141,8.342,7
17399,869950,3.141,8.326,7
17400,870000,3.142,8.32,7
17401,870050,3.15,8.307,7
17402,870100,3.158,8.304,7
17403,870150,3.159,8.303,7
17404,870200,3.164,8.299,7
17405,870250,3.167,8.299,7
17406,870300,3.171,8.298,7
17407,870350,3.177,8.293,7
17408,870400,3.182,8.293,7
17409,870450,3.186,8.293,7
17410,870500,3.191,8.293,7
17411,870550,3.195,8.293,7
17412,870600,3.198,8.293,7
17413,870650,3.209,8.293,7
17414,870700,3.219,8.291,7
17415,870750,3.236,8.29,7
17416,870800,3.258,8.283,7
17417,870850,3.286,8.283,7
17418,870900,3.317,8.283,7
17419,870950,3.349,8.282,7
17420,871000,3.377,8.279,7
17421,871050,3.39,8.278,7
17422,871100,3.39,8.278,7
17423,871150,3.393,8.278,7
17424,871200,3.395,8.278,7
17425,871250,3.396,8.278,7
17426,871300,3.399,8.278,7
17427,871350,3.399,8.278,7
17428,871400,3.399,8.278,7
17429,871450,3.399,8.278,7
17430,871500,3.399,8.277,7
17431,871550,3.399,8.275,7
17432,871600,3.399,8.275,7
17433,871650,3.399,8.274,7
17434,871700,3.4,8.273,7
17435,871750,3.401,8.273,7
17436,871800,3.405,8.273,7
17437,871850,3.405,8.273,7
17438,871900,3.407,8.273,7
17439,871950,3.412,8.273,7
17440,872000,3.412,8.273,7
17441,872050,3.412,8.273,7
17442,872100,3.412,8.273,7
17443,872150,3.412,8.273,7
17444,872200,3.412,8.273,7
17445,872250,3.412,8.273,7
17446,872300,3.412,8.273,7
17447,872350,3.412,8.273,7
17448,872400,3.412,8.273,7
17449,872450,3.412,8.273,7
17450,872500,3.412,8.273,7
17451,872550,3.412,8.273,7
17452,872600,3.412,8.273,7
17453,872650,3.412,8.273,7
17454,872700,3.412,8.273,7
17455,872750,3.412,8.273,7
17456,872800,3.413,8.273,7
17457,872850,3.416,8.273,7
17458,872900,3.416,8.273,7
17459,872950,3.416,8.272,7
17460,873000,3.418,8.271,7
17461,873050,3.422,8.269,7
17462,873100,3.428,8.265,7
17463,873150,3.436,8.263,7
17464,873200,3.456,8.259,7
17465,873250,3.482,8.257,7
17466,873300,3.498,8.253,7
17467,873350,3.504,8.253,7
17468,873400,3.512,8.248,7
17469,873450,3.514,8.246,7
17470,873500,3.521,8.242,7
17471,873550,3.521,8.242,7
17472,873600,3.523,8.242,7
17473,873650,3.526,8.242,7
17474,873700,3.527,8.24,7
17475,873750,3.533,8.24,7
17476,873800,3.539,8.239,7
17477,873850,3.55,8.237,7
17478,873900,3.559,8.235,7
17479,873950,3.57,8.231,7
17480,874000,3.576,8.227,7
17481,874050,3.587,8.224,7
17482,874100,3.596,8.222,7
17483,874150,3.599,8.222,7
17484,874200,3.607,8.222,7
17485,874250,3.613,8.22,7
17486,874300,3.621,8.219,7
17487,874350,3.626,8.216,7
17488,874400,3.634,8.208,7
17489,874450,3.64,8.205,7
17490,874500,3.646,8.202,7
17491,874550,3.649,8.201,7
17492,874600,3.649,8.201,7
17493,874650,3.65,8.201,7
17494,874700,3.652,8.201,7
17495,874750,3.655,8.201,7
17496,874800,3.66,8.201,7
17497,874850,3.662,8.2,7
17498,874900,3.662,8.199,7
17499,874950,3.662,8.197,7
17500,875000,3.662,8.197,7
17501,875050,3.662,8.197,7
17502,875100,3.662,8.197,7
17503,875150,3.663,8.197,7
17504,875200,3.664,8.197,7
17505,875250,3.665,8.197,7
17506,875300,3.667,8.197,7
17507,875350,3.673,8.197,7
17508,875400,3.681,8.197,7
17509,875450,3.702,8.197,7
17510,875500,3.739,8.197,7
17511,875550,3.765,8.195,7
17512,875600,3.778,8.194,7
17513,875650,3.778,8.194,7
17514,875700,3.778,8.194,7
17515,875750,3.778,8.194,7
17516,875800,3.778,8.194,7
17517,875850,3.778,8.194,7
17518,875900,3.778,8.194,7
17519,875950,3.778,8.194,7
17520,876000,3.778,8.194,7
17521,876050,3.778,8.194,7
17522,876100,3.778,8.194,7
17523,876150,3.778,8.194,7
17524,876200,3.778,8.194,7
17525,876250,3.778,8.194,7
17526,876300,3.778,8.194,7
17527,876350,3.778,8.194,7
17528,876400,3.778,8.194,7
17529,876450,3.778,8.194,7
17530,876500,3.778,8.194,7
17531,876550,3.778,8.194,7
17532,876600,3.778,8.194,7
17533,876650,3.778,8.194,7
17534,876700,3.778,8.194,7
17535,876750,3.778,8.194,7
17536,876800,3.778,8.194,7
17537,876850,3.778,8.194,7
17538,876900,3.778,8.194,7
17539,876950,3.778,8.194,7
17540,877000,3.778,8.194,7
17541,877050,3.778,8.194,7
17542,877100,3.778,8.194,7
17543,877150,3.778,8.194,7
17544,877200,3.778,8.194,7
17545,877250,3.778,8.194,7
17546,877300,3.778,8.194,7
17547,877350,3.778,8.194,7
17548,877400,3.778,8.194,7
17549,877450,3.778,8.194,7
17550,877500,3.778,8.194,7
17551,877550,3.778,8.194,7
17552,877600,3.778,8.194,7
17553,877650,3.778,8.194,7
17554,877700,3.778,8.194,7
17555,877750,3.778,8.194,7
17556,877800,3.778,8.194,7
17557,877850,3.778,8.194,7
17558,877900,3.778,8.194,7
17559,877950,3.778,8.194,7
17560,878000,3.778,8.194,7
17561,878050,3.778,8.194,7
17562,878100,3.778,8.194,7
17563,878150,3.778,8.194,7
17564,878200,3.778,8.194,7
17565,878250,3.778,8.194,7
17566,878300,3.778,8.194,7
17567,878350,3.778,8.194,7
17568,878400,3.778,8.194,7
17569,878450,3.778,8.194,7
17570,878500,3.778,8.194,7
17571,878550,3.778,8.194,7
17572,878600,3.778,8.194,7
17573,878650,3.778,8.194,7
17574,878700,3.778,8.194,7
17575,878750,3.778,8.194,7
17576,878800,3.778,8.194,7
17577,878850,3.778,8.194,7
17578,878900,3.778,8.194,7
17579,878950,3.778,8.194,7
17580,879000,3.778,8.194,7
17581,879050,3.778,8.194,7
17582,879100,3.778,8.194,7
17583,879150,3.778,8.194,7
17584,879200,3.778,8.194,7
17585,879250,3.778,8.194,7
17586,879300,3.778,8.194,7
17587,879350,3.778,8.194,7
17588,879400,3.778,8.194,7
17589,879450,3.778,8.194,7
17590,879500,3.778,8.194,7
17591,879550,3.778,8.194,7
17592,879600,3.778,8.194,7
17593,879650,3.778,8.194,7
17594,879700,3.778,8.194,7
17595,879750,3.778,8.194,7
17596,879800,3.778,8.194,7
17597,879850,3.778,8.194,7
17598,879900,3.778,8.194,7
17599,879950,3.778,8.194,7
17600,880000,3.778,8.194,7
17601,880050,3.778,8.194,7
17602,880100,3.778,8.194,7
17603,880150,3.777,8.194,7
17604,880200,3.772,8.194,7
17605,880250,3.772,8.194,7
17606,880300,3.772,8.194,7
17607,880350,3.772,8.194,7
17608,880400,3.772,8.194,7
17609,880450,3.772,8.194,7
17610,880500,3.772,8.194,7
17611,880550,3.772,8.194,7
17612,880600,3.772,8.194,7
17613,880650,3.772,8.194,7
17614,880700,3.772,8.194,7
17615,880750,3.772,8.194,7
17616,880800,3.772,8.194,7
17617,880850,3.772,8.194,7
17618,880900,3.772,8.194,7
17619,880950,3.772,8.194,7
17620,881000,3.772,8.194,7
17621,881050,3.772,8.194,7
17622,881100,3.772,8.194,7
17623,881150,3.772,8.194,7
17624,881200,3.772,8.194,7
17625,881250,3.772,8.194,7
17626,881300,3.772,8.194,7
17627,881350,3.772,8.194,7
17628,881400,3.772,8.194,7
17629,881450,3.772,8.194,7
17630,881500,3.772,8.194,7
17631,881550,3.772,8.194,7
17632,881600,3.772,8.194,7
17633,881650,3.772,8.194,7
17634,881700,3.772,8.194,7
17635,881750,3.772,8.194,7
17636,881800,3.772,8.194,7
17637,881850,3.772,8.194,7
17638,881900,3.772,8.194,7
17639,881950,3.772,8.194,7
17640,882000,3.772,8.194,7
17641,882050,3.772,8.194,7
17642,882100,3.772,8.194,7
17643,882150,3.772,8.194,7
17644,882200,3.772,8.194,7
17645,882250,3.772,8.194,7
17646,882300,3.772,8.194,7
17647,882350,3.772,8.194,7
17648,882400,3.772,8.194,7
17649,882450,3.772,8.194,7
17650,882500,3.772,8.194,7
17651,882550,3.772,8.194,7
17652,882600,3.772,8.194,7
17653,882650,3.772,8.194,7
17654,882700,3.772,8.194,7
17655,882750,3.772,8.194,7
17656,882800,3.772,8.194,7
17657,882850,3.772,8.194,7
17658,882900,3.772,8.194,7
17659,882950,3.772,8.194,7
17660,883000,3.772,8.194,7
17661,883050,3.772,8.194,7
17662,883100,3.772,8.194,7
17663,883150,3.772,8.194,7
17664,883200,3.772,8.194,7
17665,883250,3.772,8.194,7
17666,883300,3.772,8.194,7
17667,883350,3.772,8.194,7
17668,883400,3.772,8.194,7
17669,883450,3.772,8.194,7
17670,883500,3.772,8.194,7
17671,883550,3.771,8.194,7
17672,883600,3.771,8.194,7
17673,883650,3.771,8.194,7
17674,883700,3.771,8.194,7
17675,883750,3.771,8.194,7
17676,883800,3.771,8.194,7
17677,883850,3.771,8.194,7
17678,883900,3.771,8.194,7
17679,883950,3.771,8.194,7
17680,884000,3.771,8.194,7
17681,884050,3.771,8.194,7
17682,884100,3.771,8.194,7
17683,884150,3.771,8.194,7
17684,884200,3.771,8.194,7
17685,884250,3.771,8.194,7
17686,884300,3.771,8.194,7
17687,884350,3.771,8.194,7
17688,884400,3.771,8.194,7
17689,884450,3.771,8.194,7
17690,884500,3.771,8.194,7
17691,884550,3.771,8.194,7
17692,884600,3.771,8.194,7
17693,884650,3.771,8.194,7
17694,884700,3.771,8.194,7
17695,884750,3.771,8.194,7
17696,884800,3.771,8.194,7
17697,884850,3.771,8.194,7
17698,884900,3.771,8.194,7
17699,884950,3.771,8.194,7
17700,885000,3.771,8.194,7
17701,885050,3.771,8.194,7
17702,885100,3.771,8.194,7
17703,885150,3.771,8.194,7
17704,885200,3.771,8.194,7
17705,885250,3.771,8.194,7
17706,885300,3.771,8.194,7
17707,885350,3.771,8.194,7
17708,885400,3.771,8.194,7
17709,885450,3.771,8.194,7
17710,885500,3.771,8.194,7
17711,885550,3.771,8.194,7
17712,885600,3.771,8.194,7
17713,885650,3.771,8.194,7
17714,885700,3.771,8.194,7
17715,885750,3.769,8.194,7
17716,885800,3.769,8.194,7
17717,885850,3.769,8.194,7
17718,885900,3.769,8.194,7
17719,885950,3.769,8.194,7
17720,886000,3.769,8.194,7
17721,886050,3.767,8.194,7
17722,886100,3.767,8.194,7
17723,886150,3.767,8.194,7
17724,886200,3.767,8.194,7
17725,886250,3.767,8.194,7
17726,886300,3.767,8.194,7
17727,886350,3.767,8.194,7
17728,886400,3.767,8.194,7
17729,886450,3.767,8.194,7
17730,886500,3.767,8.194,7
17731,886550,3.767,8.194,7
17732,886600,3.767,8.194,7
17733,886650,3.767,8.194,7
17734,886700,3.767,8.194,7
17735,886750,3.767,8.194,7
17736,886800,3.767,8.194,7
17737,886850,3.767,8.194,7
17738,886900,3.767,8.194,7
17739,886950,3.767,8.194,7
17740,887000,3.767,8.194,7
17741,887050,3.767,8.194,7
17742,887100,3.767,8.194,7
17743,887150,3.767,8.194,7
17744,887200,3.767,8.194,7
17745,887250,3.767,8.194,7
17746,887300,3.767,8.194,7
17747,887350,3.767,8.194,7
17748,887400,3.767,8.194,7
17749,887450,3.767,8.194,7
17750,887500,3.767,8.194,7
17751,887550,3.767,8.194,7
17752,887600,3.767,8.194,7
17753,887650,3.764,8.194,7
17754,887700,3.76,8.194,7
17755,887750,3.76,8.194,7
17756,887800,3.76,8.194,7
17757,887850,3.76,8.194,7
17758,887900,3.759,8.194,7
17759,887950,3.755,8.194,7
17760,888000,3.755,8.194,7
17761,888050,3.755,8.194,7
17762,888100,3.755,8.194,7
17763,888150,3.755,8.194,7
17764,888200,3.755,8.194,7
17765,888250,3.755,8.194,7
17766,888300,3.755,8.194,7
17767,888350,3.755,8.194,7
17768,888400,3.755,8.194,7
17769,888450,3.755,8.194,7
17770,888500,3.755,8.194,7
17771,888550,3.755,8.194,7
17772,888600,3.755,8.194,7
17773,888650,3.755,8.194,7
17774,888700,3.755,8.194,7
17775,888750,3.755,8.194,7
17776,888800,3.755,8.194,7
17777,888850,3.755,8.194,7
17778,888900,3.755,8.194,7
17779,888950,3.755,8.194,7
17780,889000,3.755,8.194,7
17781,889050,3.755,8.194,7
17782,889100,3.755,8.194,7
17783,889150,3.755,8.194,7
17784,889200,3.755,8.194,7
17785,889250,3.755,8.194,7
17786,889300,3.755,8.194,7
17787,889350,3.755,8.194,7
17788,889400,3.755,8.194,7
17789,889450,3.755,8.194,7
17790,889500,3.755,8.194,7
17791,889550,3.755,8.194,7
17792,889600,3.755,8.194,7
17793,889650,3.755,8.194,7
17794,889700,3.755,8.194,7
17795,889750,3.755,8.194,7
17796,889800,3.755,8.194,7
17797,889850,3.755,8.194,7
17798,889900,3.755,8.194,7
17799,889950,3.755,8.194,7
