Unnamed: 0,jstime,valence,arousal,video
12998,649900,1.989,9.402,7
12999,649950,2.014,9.383,7
13000,650000,2.044,9.352,7
13001,650050,2.091,9.317,7
13002,650100,2.176,9.262,7
13003,650150,2.243,9.229,7
13004,650200,2.263,9.22,7
13005,650250,2.263,9.221,7
13006,650300,2.262,9.235,7
13007,650350,2.262,9.237,7
13008,650400,2.262,9.237,7
13009,650450,2.262,9.237,7
13010,650500,2.262,9.237,7
13011,650550,2.262,9.237,7
13012,650600,2.262,9.237,7
13013,650650,2.262,9.241,7
13014,650700,2.261,9.244,7
13015,650750,2.261,9.244,7
13016,650800,2.261,9.244,7
13017,650850,2.261,9.244,7
13018,650900,2.261,9.244,7
13019,650950,2.261,9.244,7
13020,651000,2.261,9.244,7
13021,651050,2.261,9.244,7
13022,651100,2.261,9.244,7
13023,651150,2.261,9.244,7
13024,651200,2.261,9.244,7
13025,651250,2.261,9.244,7
13026,651300,2.261,9.244,7
13027,651350,2.262,9.244,7
13028,651400,2.265,9.244,7
13029,651450,2.266,9.244,7
13030,651500,2.266,9.244,7
13031,651550,2.266,9.244,7
13032,651600,2.266,9.244,7
13033,651650,2.266,9.244,7
13034,651700,2.266,9.244,7
13035,651750,2.266,9.244,7
13036,651800,2.266,9.244,7
13037,651850,2.266,9.244,7
13038,651900,2.267,9.244,7
13039,651950,2.267,9.244,7
13040,652000,2.268,9.244,7
13041,652050,2.268,9.244,7
13042,652100,2.272,9.244,7
13043,652150,2.272,9.244,7
13044,652200,2.273,9.244,7
13045,652250,2.28,9.243,7
13046,652300,2.281,9.235,7
13047,652350,2.281,9.23,7
13048,652400,2.282,9.23,7
13049,652450,2.289,9.222,7
13050,652500,2.311,9.19,7
13051,652550,2.354,9.155,7
13052,652600,2.405,9.138,7
13053,652650,2.431,9.136,7
13054,652700,2.454,9.134,7
13055,652750,2.473,9.126,7
13056,652800,2.494,9.113,7
13057,652850,2.512,9.107,7
13058,652900,2.562,9.092,7
13059,652950,2.909,9.061,7
13060,653000,3.131,8.924,7
13061,653050,3.24,8.649,7
13062,653100,3.351,8.44,7
13063,653150,3.431,8.279,7
13064,653200,3.479,8.173,7
13065,653250,3.508,8.096,7
13066,653300,3.512,8.069,7
13067,653350,3.512,8.069,7
13068,653400,3.512,8.069,7
13069,653450,3.512,8.059,7
13070,653500,3.512,8.014,7
13071,653550,3.512,7.968,7
13072,653600,3.512,7.937,7
13073,653650,3.512,7.905,7
13074,653700,3.511,7.894,7
13075,653750,3.495,7.87,7
13076,653800,3.443,7.84,7
13077,653850,3.398,7.824,7
13078,653900,3.35,7.804,7
13079,653950,3.304,7.793,7
13080,654000,3.275,7.784,7
13081,654050,3.252,7.778,7
13082,654100,3.222,7.773,7
13083,654150,3.186,7.769,7
13084,654200,3.155,7.769,7
13085,654250,3.128,7.769,7
13086,654300,3.073,7.772,7
13087,654350,2.91,7.808,7
13088,654400,2.637,7.949,7
13089,654450,2.359,8.151,7
13090,654500,2.247,8.259,7
13091,654550,2.246,8.278,7
13092,654600,2.246,8.279,7
13093,654650,2.246,8.285,7
13094,654700,2.245,8.294,7
13095,654750,2.245,8.294,7
13096,654800,2.245,8.294,7
13097,654850,2.245,8.294,7
13098,654900,2.245,8.294,7
13099,654950,2.245,8.294,7
13100,655000,2.245,8.294,7
13101,655050,2.245,8.294,7
13102,655100,2.245,8.294,7
13103,655150,2.245,8.294,7
13104,655200,2.245,8.296,7
13105,655250,2.245,8.296,7
13106,655300,2.245,8.296,7
13107,655350,2.245,8.296,7
13108,655400,2.245,8.296,7
13109,655450,2.244,8.302,7
13110,655500,2.244,8.314,7
13111,655550,2.244,8.319,7
13112,655600,2.244,8.319,7
13113,655650,2.244,8.319,7
13114,655700,2.244,8.319,7
13115,655750,2.244,8.319,7
13116,655800,2.244,8.319,7
13117,655850,2.244,8.319,7
13118,655900,2.244,8.32,7
13119,655950,2.243,8.32,7
13120,656000,2.243,8.326,7
13121,656050,2.243,8.326,7
13122,656100,2.243,8.326,7
13123,656150,2.243,8.326,7
13124,656200,2.243,8.326,7
13125,656250,2.243,8.326,7
13126,656300,2.243,8.326,7
13127,656350,2.243,8.326,7
13128,656400,2.243,8.326,7
13129,656450,2.243,8.326,7
13130,656500,2.243,8.326,7
13131,656550,2.243,8.326,7
13132,656600,2.243,8.326,7
13133,656650,2.243,8.326,7
13134,656700,2.243,8.328,7
13135,656750,2.242,8.345,7
13136,656800,2.241,8.346,7
13137,656850,2.242,8.333,7
13138,656900,2.251,8.19,7
13139,656950,2.255,8.13,7
13140,657000,2.256,8.135,7
13141,657050,2.271,8.194,7
13142,657100,2.291,8.229,7
13143,657150,2.295,8.271,7
13144,657200,2.298,8.282,7
13145,657250,2.301,8.282,7
13146,657300,2.301,8.282,7
13147,657350,2.301,8.282,7
13148,657400,2.301,8.282,7
13149,657450,2.301,8.282,7
13150,657500,2.301,8.282,7
13151,657550,2.301,8.282,7
13152,657600,2.301,8.282,7
13153,657650,2.301,8.282,7
13154,657700,2.301,8.282,7
13155,657750,2.301,8.282,7
13156,657800,2.301,8.282,7
13157,657850,2.301,8.282,7
13158,657900,2.301,8.282,7
13159,657950,2.301,8.282,7
13160,658000,2.301,8.282,7
13161,658050,2.301,8.282,7
13162,658100,2.301,8.282,7
13163,658150,2.301,8.282,7
13164,658200,2.301,8.282,7
13165,658250,2.301,8.282,7
13166,658300,2.301,8.282,7
13167,658350,2.301,8.282,7
13168,658400,2.304,8.282,7
13169,658450,2.304,8.282,7
13170,658500,2.304,8.282,7
13171,658550,2.307,8.282,7
13172,658600,2.311,8.282,7
13173,658650,2.313,8.283,7
13174,658700,2.326,8.295,7
13175,658750,2.331,8.305,7
13176,658800,2.331,8.305,7
13177,658850,2.331,8.306,7
13178,658900,2.33,8.317,7
13179,658950,2.33,8.317,7
13180,659000,2.33,8.317,7
13181,659050,2.33,8.317,7
13182,659100,2.33,8.317,7
13183,659150,2.33,8.317,7
13184,659200,2.33,8.317,7
13185,659250,2.33,8.317,7
13186,659300,2.33,8.317,7
13187,659350,2.33,8.317,7
13188,659400,2.33,8.317,7
13189,659450,2.33,8.317,7
13190,659500,2.33,8.317,7
13191,659550,2.33,8.317,7
13192,659600,2.33,8.317,7
13193,659650,2.33,8.317,7
13194,659700,2.33,8.317,7
13195,659750,2.33,8.317,7
13196,659800,2.33,8.317,7
13197,659850,2.33,8.317,7
13198,659900,2.33,8.317,7
13199,659950,2.33,8.317,7
13200,660000,2.33,8.317,7
13201,660050,2.329,8.33,7
13202,660100,2.318,8.503,7
13203,660150,2.273,8.761,7
13204,660200,2.07,9.002,7
13205,660250,1.885,9.234,7
13206,660300,1.797,9.321,7
13207,660350,1.792,9.324,7
13208,660400,1.788,9.324,7
13209,660450,1.785,9.324,7
13210,660500,1.755,9.326,7
13211,660550,1.602,9.331,7
13212,660600,1.34,9.304,7
13213,660650,1.217,9.3,7
13214,660700,1.217,9.293,7
13215,660750,1.218,9.268,7
13216,660800,1.219,9.258,7
13217,660850,1.22,9.247,7
13218,660900,1.221,9.23,7
13219,660950,1.222,9.219,7
13220,661000,1.226,9.206,7
13221,661050,1.243,9.185,7
13222,661100,1.296,9.151,7
13223,661150,1.39,9.07,7
13224,661200,1.419,9.019,7
13225,661250,1.453,8.976,7
13226,661300,1.479,8.955,7
13227,661350,1.503,8.928,7
13228,661400,1.524,8.917,7
13229,661450,1.564,8.877,7
13230,661500,1.657,8.835,7
13231,661550,1.755,8.793,7
13232,661600,1.779,8.773,7
13233,661650,1.789,8.763,7
13234,661700,1.797,8.747,7
13235,661750,1.84,8.688,7
13236,661800,1.978,8.572,7
13237,661850,2.072,8.497,7
13238,661900,2.076,8.491,7
13239,661950,2.076,8.491,7
13240,662000,2.076,8.491,7
13241,662050,2.076,8.491,7
13242,662100,2.076,8.491,7
13243,662150,2.076,8.491,7
13244,662200,2.076,8.491,7
13245,662250,2.076,8.491,7
13246,662300,2.076,8.491,7
13247,662350,2.076,8.491,7
13248,662400,2.076,8.491,7
13249,662450,2.076,8.491,7
13250,662500,2.076,8.491,7
13251,662550,2.076,8.491,7
13252,662600,2.076,8.491,7
13253,662650,2.076,8.491,7
13254,662700,2.076,8.491,7
13255,662750,2.076,8.491,7
13256,662800,2.076,8.486,7
13257,662850,2.077,8.481,7
13258,662900,2.077,8.481,7
13259,662950,2.077,8.481,7
13260,663000,2.077,8.481,7
13261,663050,2.077,8.481,7
13262,663100,2.077,8.481,7
13263,663150,2.077,8.481,7
13264,663200,2.077,8.481,7
13265,663250,2.077,8.48,7
13266,663300,2.077,8.478,7
13267,663350,2.077,8.478,7
13268,663400,2.081,8.478,7
13269,663450,2.088,8.477,7
13270,663500,2.095,8.477,7
13271,663550,2.095,8.477,7
13272,663600,2.095,8.477,7
13273,663650,2.095,8.477,7
13274,663700,2.095,8.477,7
13275,663750,2.095,8.477,7
13276,663800,2.095,8.477,7
13277,663850,2.095,8.477,7
13278,663900,2.095,8.477,7
13279,663950,2.095,8.476,7
13280,664000,2.096,8.456,7
13281,664050,2.096,8.447,7
13282,664100,2.096,8.447,7
13283,664150,2.096,8.447,7
13284,664200,2.096,8.447,7
13285,664250,2.096,8.447,7
13286,664300,2.096,8.447,7
13287,664350,2.096,8.447,7
13288,664400,2.097,8.446,7
13289,664450,2.097,8.446,7
13290,664500,2.097,8.446,7
13291,664550,2.097,8.439,7
13292,664600,2.097,8.439,7
13293,664650,2.097,8.437,7
13294,664700,2.097,8.437,7
13295,664750,2.097,8.437,7
13296,664800,2.097,8.437,7
13297,664850,2.097,8.436,7
13298,664900,2.097,8.433,7
13299,664950,2.099,8.411,7
13300,665000,2.1,8.401,7
13301,665050,2.112,8.395,7
13302,665100,2.112,8.395,7
13303,665150,2.112,8.395,7
13304,665200,2.112,8.395,7
13305,665250,2.112,8.395,7
13306,665300,2.112,8.395,7
13307,665350,2.112,8.395,7
13308,665400,2.113,8.395,7
13309,665450,2.115,8.395,7
13310,665500,2.119,8.393,7
13311,665550,2.122,8.364,7
13312,665600,2.128,8.35,7
13313,665650,2.142,8.336,7
13314,665700,2.145,8.336,7
13315,665750,2.145,8.336,7
13316,665800,2.145,8.335,7
13317,665850,2.149,8.311,7
13318,665900,2.158,8.292,7
13319,665950,2.167,8.29,7
13320,666000,2.167,8.29,7
13321,666050,2.17,8.289,7
13322,666100,2.18,8.276,7
13323,666150,2.212,8.259,7
13324,666200,2.253,8.242,7
13325,666250,2.255,8.242,7
13326,666300,2.255,8.242,7
13327,666350,2.255,8.242,7
13328,666400,2.255,8.242,7
13329,666450,2.255,8.242,7
13330,666500,2.255,8.242,7
13331,666550,2.255,8.242,7
13332,666600,2.255,8.246,7
13333,666650,2.251,8.311,7
13334,666700,2.244,8.436,7
13335,666750,2.239,8.525,7
13336,666800,2.235,8.589,7
13337,666850,2.233,8.592,7
13338,666900,2.207,8.573,7
13339,666950,2.199,8.553,7
13340,667000,2.199,8.553,7
13341,667050,2.199,8.55,7
13342,667100,2.201,8.518,7
13343,667150,2.202,8.5,7
13344,667200,2.202,8.5,7
13345,667250,2.202,8.488,7
13346,667300,2.203,8.476,7
13347,667350,2.205,8.452,7
13348,667400,2.207,8.42,7
13349,667450,2.208,8.391,7
13350,667500,2.211,8.382,7
13351,667550,2.216,8.382,7
