Unnamed: 0,jstime,valence,arousal,video
39327,1966350,6.186,5.388,8
39328,1966400,6.19,5.388,8
39329,1966450,6.205,5.388,8
39330,1966500,6.215,5.388,8
39331,1966550,6.226,5.388,8
39332,1966600,6.227,5.4,8
39333,1966650,6.228,5.408,8
39334,1966700,6.228,5.413,8
39335,1966750,6.228,5.413,8
39336,1966800,6.228,5.413,8
39337,1966850,6.228,5.413,8
39338,1966900,6.228,5.411,8
39339,1966950,6.228,5.379,8
39340,1967000,6.227,5.362,8
39341,1967050,6.224,5.334,8
39342,1967100,6.207,5.328,8
39343,1967150,6.196,5.317,8
39344,1967200,6.188,5.314,8
39345,1967250,6.186,5.314,8
39346,1967300,6.186,5.314,8
39347,1967350,6.186,5.314,8
39348,1967400,6.186,5.314,8
39349,1967450,6.186,5.315,8
39350,1967500,6.186,5.328,8
39351,1967550,6.186,5.389,8
39352,1967600,6.186,5.433,8
39353,1967650,6.186,5.468,8
39354,1967700,6.186,5.497,8
39355,1967750,6.186,5.52,8
39356,1967800,6.186,5.537,8
39357,1967850,6.186,5.548,8
39358,1967900,6.186,5.548,8
39359,1967950,6.186,5.548,8
39360,1968000,6.187,5.549,8
39361,1968050,6.193,5.555,8
39362,1968100,6.206,5.566,8
39363,1968150,6.221,5.585,8
39364,1968200,6.246,5.595,8
39365,1968250,6.277,5.617,8
39366,1968300,6.302,5.623,8
39367,1968350,6.324,5.625,8
39368,1968400,6.342,5.627,8
39369,1968450,6.356,5.627,8
39370,1968500,6.363,5.627,8
39371,1968550,6.371,5.628,8
39372,1968600,6.381,5.635,8
39373,1968650,6.391,5.643,8
39374,1968700,6.391,5.645,8
39375,1968750,6.391,5.651,8
39376,1968800,6.391,5.66,8
39377,1968850,6.391,5.673,8
39378,1968900,6.391,5.679,8
39379,1968950,6.391,5.681,8
39380,1969000,6.391,5.693,8
39381,1969050,6.391,5.709,8
39382,1969100,6.391,5.717,8
39383,1969150,6.386,5.726,8
39384,1969200,6.38,5.727,8
39385,1969250,6.362,5.738,8
39386,1969300,6.347,5.743,8
39387,1969350,6.342,5.747,8
39388,1969400,6.331,5.757,8
39389,1969450,6.32,5.763,8
39390,1969500,6.306,5.769,8
39391,1969550,6.302,5.783,8
39392,1969600,6.291,5.786,8
39393,1969650,6.277,5.793,8
39394,1969700,6.272,5.797,8
39395,1969750,6.27,5.807,8
39396,1969800,6.27,5.812,8
39397,1969850,6.268,5.818,8
39398,1969900,6.267,5.818,8
39399,1969950,6.267,5.823,8
39400,1970000,6.267,5.834,8
39401,1970050,6.267,5.834,8
39402,1970100,6.267,5.834,8
39403,1970150,6.267,5.838,8
39404,1970200,6.267,5.838,8
39405,1970250,6.267,5.838,8
39406,1970300,6.267,5.838,8
39407,1970350,6.267,5.838,8
39408,1970400,6.267,5.838,8
