Unnamed: 0,jstime,valence,arousal,video
10398,519900,4.546,6.762,8
10399,519950,4.546,6.762,8
10400,520000,4.546,6.762,8
10401,520050,4.546,6.762,8
10402,520100,4.546,6.762,8
10403,520150,4.546,6.762,8
10404,520200,4.546,6.762,8
10405,520250,4.546,6.778,8
10406,520300,4.546,6.82,8
10407,520350,4.553,6.866,8
10408,520400,4.564,6.903,8
10409,520450,4.582,6.938,8
10410,520500,4.598,6.971,8
10411,520550,4.603,6.989,8
10412,520600,4.607,6.996,8
10413,520650,4.616,7.008,8
10414,520700,4.626,7.019,8
10415,520750,4.631,7.022,8
10416,520800,4.631,7.022,8
10417,520850,4.631,7.022,8
10418,520900,4.631,7.022,8
10419,520950,4.631,7.022,8
10420,521000,4.631,7.027,8
10421,521050,4.631,7.04,8
10422,521100,4.631,7.055,8
10423,521150,4.616,7.068,8
10424,521200,4.59,7.078,8
10425,521250,4.567,7.09,8
10426,521300,4.538,7.115,8
10427,521350,4.505,7.147,8
10428,521400,4.478,7.183,8
10429,521450,4.457,7.203,8
10430,521500,4.445,7.212,8
10431,521550,4.436,7.214,8
10432,521600,4.427,7.214,8
10433,521650,4.417,7.215,8
10434,521700,4.406,7.215,8
10435,521750,4.399,7.215,8
10436,521800,4.397,7.215,8
10437,521850,4.397,7.215,8
10438,521900,4.394,7.215,8
10439,521950,4.377,7.215,8
10440,522000,4.352,7.211,8
10441,522050,4.336,7.203,8
10442,522100,4.329,7.194,8
10443,522150,4.327,7.187,8
10444,522200,4.326,7.184,8
10445,522250,4.323,7.178,8
10446,522300,4.315,7.167,8
10447,522350,4.303,7.148,8
10448,522400,4.286,7.125,8
10449,522450,4.271,7.105,8
10450,522500,4.265,7.088,8
10451,522550,4.252,7.073,8
10452,522600,4.241,7.057,8
10453,522650,4.236,7.048,8
10454,522700,4.234,7.043,8
10455,522750,4.231,7.037,8
10456,522800,4.226,7.032,8
10457,522850,4.226,7.027,8
10458,522900,4.226,7.024,8
10459,522950,4.226,7.021,8
10460,523000,4.225,7.017,8
10461,523050,4.222,7.014,8
10462,523100,4.22,7.007,8
10463,523150,4.212,6.999,8
10464,523200,4.201,6.99,8
10465,523250,4.196,6.983,8
10466,523300,4.192,6.975,8
10467,523350,4.188,6.967,8
10468,523400,4.181,6.964,8
10469,523450,4.177,6.963,8
10470,523500,4.177,6.962,8
10471,523550,4.176,6.962,8
10472,523600,4.174,6.962,8
10473,523650,4.174,6.962,8
10474,523700,4.174,6.962,8
10475,523750,4.174,6.962,8
10476,523800,4.174,6.962,8
10477,523850,4.174,6.962,8
10478,523900,4.174,6.962,8
10479,523950,4.174,6.962,8
10480,524000,4.174,6.962,8
10481,524050,4.174,6.962,8
10482,524100,4.174,6.962,8
10483,524150,4.174,6.962,8
10484,524200,4.174,6.962,8
10485,524250,4.174,6.962,8
10486,524300,4.174,6.962,8
10487,524350,4.174,6.962,8
10488,524400,4.174,6.962,8
10489,524450,4.174,6.962,8
10490,524500,4.174,6.962,8
10491,524550,4.174,6.962,8
10492,524600,4.174,6.962,8
10493,524650,4.174,6.962,8
10494,524700,4.174,6.962,8
10495,524750,4.174,6.962,8
10496,524800,4.174,6.962,8
10497,524850,4.174,6.962,8
10498,524900,4.174,6.962,8
10499,524950,4.174,6.962,8
10500,525000,4.174,6.962,8
10501,525050,4.174,6.962,8
10502,525100,4.174,6.962,8
10503,525150,4.174,6.962,8
10504,525200,4.174,6.962,8
10505,525250,4.174,6.962,8
10506,525300,4.174,6.962,8
10507,525350,4.174,6.962,8
10508,525400,4.174,6.962,8
10509,525450,4.174,6.962,8
10510,525500,4.174,6.962,8
10511,525550,4.174,6.962,8
10512,525600,4.174,6.962,8
10513,525650,4.174,6.962,8
10514,525700,4.174,6.962,8
10515,525750,4.174,6.962,8
10516,525800,4.174,6.962,8
10517,525850,4.174,6.962,8
10518,525900,4.174,6.962,8
10519,525950,4.174,6.962,8
10520,526000,4.174,6.962,8
10521,526050,4.174,6.962,8
10522,526100,4.174,6.962,8
10523,526150,4.174,6.962,8
10524,526200,4.174,6.962,8
10525,526250,4.174,6.962,8
10526,526300,4.174,6.962,8
10527,526350,4.174,6.962,8
10528,526400,4.174,6.962,8
10529,526450,4.174,6.962,8
10530,526500,4.174,6.962,8
10531,526550,4.174,6.962,8
10532,526600,4.174,6.962,8
10533,526650,4.174,6.962,8
10534,526700,4.174,6.962,8
10535,526750,4.174,6.962,8
10536,526800,4.174,6.962,8
10537,526850,4.174,6.962,8
10538,526900,4.174,6.962,8
10539,526950,4.174,6.962,8
10540,527000,4.174,6.962,8
10541,527050,4.174,6.962,8
10542,527100,4.174,6.962,8
10543,527150,4.174,6.962,8
10544,527200,4.174,6.962,8
10545,527250,4.174,6.962,8
10546,527300,4.174,6.962,8
10547,527350,4.174,6.962,8
10548,527400,4.174,6.962,8
10549,527450,4.174,6.962,8
10550,527500,4.174,6.962,8
10551,527550,4.174,6.962,8
10552,527600,4.174,6.962,8
10553,527650,4.174,6.962,8
10554,527700,4.174,6.962,8
10555,527750,4.174,6.962,8
10556,527800,4.174,6.962,8
10557,527850,4.174,6.962,8
10558,527900,4.174,6.962,8
10559,527950,4.174,6.962,8
10560,528000,4.174,6.962,8
10561,528050,4.174,6.962,8
10562,528100,4.174,6.962,8
10563,528150,4.174,6.962,8
10564,528200,4.174,6.962,8
10565,528250,4.174,6.962,8
10566,528300,4.174,6.962,8
10567,528350,4.174,6.962,8
10568,528400,4.174,6.962,8
10569,528450,4.174,6.962,8
10570,528500,4.174,6.962,8
10571,528550,4.174,6.962,8
10572,528600,4.174,6.962,8
10573,528650,4.174,6.962,8
10574,528700,4.174,6.962,8
10575,528750,4.174,6.962,8
10576,528800,4.174,6.962,8
10577,528850,4.174,6.962,8
10578,528900,4.174,6.962,8
10579,528950,4.174,6.962,8
10580,529000,4.174,6.962,8
10581,529050,4.174,6.962,8
10582,529100,4.174,6.962,8
10583,529150,4.174,6.962,8
10584,529200,4.174,6.962,8
10585,529250,4.174,6.962,8
10586,529300,4.174,6.962,8
10587,529350,4.174,6.962,8
10588,529400,4.174,6.962,8
10589,529450,4.174,6.962,8
10590,529500,4.174,6.962,8
10591,529550,4.174,6.962,8
10592,529600,4.174,6.962,8
10593,529650,4.174,6.962,8
10594,529700,4.174,6.962,8
10595,529750,4.174,6.962,8
10596,529800,4.174,6.962,8
10597,529850,4.174,6.962,8
10598,529900,4.174,6.962,8
10599,529950,4.174,6.962,8
10600,530000,4.174,6.962,8
