Unnamed: 0,jstime,valence,arousal,video
10958,547900,2.876,9.5,7
10959,547950,2.865,9.5,7
10960,548000,2.853,9.5,7
10961,548050,2.835,9.5,7
10962,548100,2.815,9.5,7
10963,548150,2.805,9.5,7
10964,548200,2.79,9.5,7
10965,548250,2.767,9.5,7
10966,548300,2.719,9.5,7
10967,548350,2.649,9.5,7
10968,548400,2.543,9.5,7
10969,548450,2.393,9.5,7
10970,548500,2.228,9.5,7
10971,548550,2.088,9.5,7
10972,548600,2.032,9.5,7
10973,548650,2.023,9.5,7
10974,548700,2.023,9.5,7
10975,548750,2.023,9.5,7
10976,548800,2.023,9.5,7
10977,548850,2.023,9.5,7
10978,548900,2.023,9.5,7
10979,548950,2.023,9.5,7
10980,549000,2.023,9.5,7
10981,549050,2.023,9.5,7
10982,549100,2.023,9.5,7
10983,549150,2.023,9.5,7
10984,549200,2.023,9.5,7
10985,549250,2.023,9.5,7
10986,549300,2.023,9.5,7
10987,549350,2.025,9.5,7
10988,549400,2.03,9.5,7
10989,549450,2.037,9.5,7
10990,549500,2.044,9.5,7
10991,549550,2.05,9.5,7
10992,549600,2.053,9.5,7
10993,549650,2.056,9.5,7
10994,549700,2.06,9.5,7
10995,549750,2.064,9.5,7
10996,549800,2.068,9.5,7
10997,549850,2.073,9.5,7
10998,549900,2.074,9.5,7
10999,549950,2.075,9.5,7
11000,550000,2.077,9.5,7
11001,550050,2.08,9.5,7
11002,550100,2.08,9.5,7
11003,550150,2.08,9.5,7
11004,550200,2.08,9.5,7
11005,550250,2.08,9.5,7
11006,550300,2.08,9.5,7
11007,550350,2.08,9.5,7
11008,550400,2.08,9.5,7
11009,550450,2.08,9.5,7
11010,550500,2.08,9.5,7
11011,550550,2.08,9.5,7
11012,550600,2.08,9.5,7
11013,550650,2.08,9.5,7
11014,550700,2.08,9.5,7
11015,550750,2.08,9.5,7
11016,550800,2.08,9.5,7
11017,550850,2.08,9.5,7
11018,550900,2.08,9.5,7
11019,550950,2.08,9.5,7
11020,551000,2.08,9.5,7
11021,551050,2.08,9.5,7
11022,551100,2.08,9.5,7
11023,551150,2.08,9.5,7
11024,551200,2.08,9.5,7
11025,551250,2.08,9.5,7
11026,551300,2.08,9.5,7
11027,551350,2.08,9.5,7
11028,551400,2.08,9.5,7
11029,551450,2.08,9.5,7
11030,551500,2.081,9.5,7
11031,551550,2.082,9.5,7
11032,551600,2.084,9.5,7
11033,551650,2.087,9.5,7
11034,551700,2.087,9.5,7
11035,551750,2.088,9.5,7
11036,551800,2.088,9.5,7
11037,551850,2.088,9.5,7
11038,551900,2.088,9.5,7
11039,551950,2.088,9.5,7
11040,552000,2.088,9.5,7
11041,552050,2.088,9.5,7
11042,552100,2.088,9.5,7
11043,552150,2.088,9.5,7
11044,552200,2.088,9.5,7
11045,552250,2.088,9.5,7
11046,552300,2.088,9.5,7
11047,552350,2.089,9.5,7
11048,552400,2.09,9.5,7
11049,552450,2.09,9.5,7
11050,552500,2.09,9.5,7
11051,552550,2.09,9.5,7
11052,552600,2.09,9.5,7
11053,552650,2.09,9.5,7
11054,552700,2.09,9.5,7
11055,552750,2.09,9.5,7
11056,552800,2.084,9.5,7
11057,552850,2.066,9.5,7
11058,552900,2.04,9.5,7
11059,552950,2.013,9.5,7
11060,553000,1.985,9.5,7
11061,553050,1.968,9.5,7
11062,553100,1.959,9.5,7
11063,553150,1.947,9.5,7
11064,553200,1.941,9.5,7
