Unnamed: 0,jstime,valence,arousal,video
17631,881550,0.5,9.5,7
17632,881600,0.5,9.5,7
17633,881650,0.5,9.5,7
17634,881700,0.5,9.5,7
17635,881750,0.5,9.5,7
17636,881800,0.5,9.5,7
17637,881850,0.5,9.5,7
17638,881900,0.5,9.5,7
17639,881950,0.5,9.5,7
17640,882000,0.5,9.5,7
17641,882050,0.5,9.5,7
17642,882100,0.57,9.5,7
17643,882150,0.607,9.5,7
17644,882200,0.537,9.5,7
17645,882250,0.5,9.5,7
17646,882300,0.5,9.5,7
17647,882350,0.5,9.5,7
17648,882400,0.5,9.5,7
17649,882450,0.5,9.5,7
17650,882500,0.5,9.5,7
17651,882550,0.5,9.5,7
17652,882600,0.5,9.5,7
17653,882650,0.5,9.5,7
17654,882700,0.5,9.5,7
17655,882750,0.5,9.5,7
17656,882800,0.5,9.5,7
17657,882850,0.5,9.5,7
17658,882900,0.5,9.5,7
17659,882950,0.5,9.5,7
17660,883000,0.5,9.5,7
17661,883050,0.5,9.5,7
17662,883100,0.5,9.5,7
17663,883150,0.5,9.5,7
17664,883200,0.5,9.5,7
17665,883250,0.5,9.5,7
17666,883300,0.5,9.5,7
17667,883350,0.5,9.5,7
17668,883400,0.5,9.5,7
17669,883450,0.5,9.5,7
17670,883500,0.5,9.5,7
17671,883550,0.5,9.5,7
17672,883600,0.5,9.5,7
17673,883650,0.5,9.5,7
17674,883700,0.5,9.5,7
17675,883750,0.5,9.5,7
17676,883800,0.5,9.5,7
17677,883850,0.5,9.5,7
17678,883900,0.5,9.5,7
17679,883950,0.5,9.5,7
17680,884000,0.5,9.5,7
17681,884050,0.5,9.5,7
17682,884100,0.5,9.5,7
17683,884150,0.5,9.5,7
17684,884200,0.5,9.5,7
17685,884250,0.5,9.5,7
17686,884300,0.5,9.5,7
17687,884350,0.5,9.5,7
17688,884400,0.5,9.5,7
17689,884450,0.5,9.5,7
17690,884500,0.5,9.5,7
17691,884550,0.5,9.5,7
17692,884600,0.5,9.5,7
17693,884650,0.5,9.5,7
17694,884700,0.5,9.5,7
17695,884750,0.5,9.5,7
17696,884800,0.5,9.5,7
17697,884850,0.5,9.5,7
17698,884900,0.5,9.5,7
17699,884950,0.5,9.5,7
17700,885000,0.5,9.5,7
17701,885050,0.5,9.5,7
17702,885100,0.5,9.5,7
17703,885150,0.5,9.5,7
17704,885200,0.5,9.5,7
17705,885250,0.5,9.5,7
17706,885300,0.5,9.5,7
17707,885350,0.5,9.5,7
17708,885400,0.5,9.5,7
17709,885450,0.5,9.5,7
17710,885500,0.5,9.5,7
17711,885550,0.5,9.5,7
17712,885600,0.5,9.5,7
17713,885650,0.5,9.5,7
17714,885700,0.5,9.497,7
17715,885750,0.508,9.465,7
17716,885800,0.534,9.415,7
17717,885850,0.561,9.374,7
17718,885900,0.582,9.328,7
17719,885950,0.593,9.29,7
17720,886000,0.601,9.255,7
17721,886050,0.606,9.23,7
17722,886100,0.607,9.211,7
17723,886150,0.608,9.2,7
17724,886200,0.608,9.19,7
17725,886250,0.609,9.179,7
17726,886300,0.61,9.163,7
17727,886350,0.611,9.151,7
17728,886400,0.612,9.138,7
17729,886450,0.613,9.118,7
17730,886500,0.618,9.086,7
17731,886550,0.622,9.054,7
17732,886600,0.623,9.033,7
17733,886650,0.624,9.028,7
17734,886700,0.624,9.028,7
17735,886750,0.624,9.028,7
17736,886800,0.624,9.028,7
17737,886850,0.624,9.028,7
17738,886900,0.624,9.028,7
17739,886950,0.624,9.028,7
17740,887000,0.624,9.028,7
17741,887050,0.624,9.028,7
17742,887100,0.624,9.028,7
17743,887150,0.624,9.028,7
17744,887200,0.624,9.028,7
17745,887250,0.624,9.028,7
17746,887300,0.624,9.028,7
17747,887350,0.633,9.027,7
17748,887400,0.641,9.026,7
17749,887450,0.643,9.026,7
17750,887500,0.643,9.026,7
17751,887550,0.645,9.026,7
17752,887600,0.647,9.026,7
17753,887650,0.648,9.026,7
17754,887700,0.648,9.026,7
17755,887750,0.648,9.026,7
17756,887800,0.626,9.029,7
17757,887850,0.57,9.046,7
17758,887900,0.516,9.09,7
17759,887950,0.5,9.152,7
17760,888000,0.5,9.188,7
17761,888050,0.5,9.195,7
17762,888100,0.5,9.195,7
17763,888150,0.5,9.195,7
17764,888200,0.5,9.201,7
17765,888250,0.5,9.218,7
17766,888300,0.5,9.267,7
17767,888350,0.5,9.383,7
17768,888400,0.5,9.476,7
17769,888450,0.5,9.5,7
17770,888500,0.5,9.5,7
17771,888550,0.5,9.5,7
17772,888600,0.5,9.5,7
17773,888650,0.5,9.5,7
17774,888700,0.5,9.5,7
17775,888750,0.5,9.5,7
17776,888800,0.5,9.5,7
17777,888850,0.5,9.5,7
17778,888900,0.5,9.5,7
17779,888950,0.5,9.5,7
17780,889000,0.5,9.5,7
17781,889050,0.5,9.5,7
17782,889100,0.5,9.5,7
17783,889150,0.5,9.5,7
17784,889200,0.5,9.5,7
17785,889250,0.5,9.5,7
17786,889300,0.5,9.5,7
17787,889350,0.5,9.5,7
17788,889400,0.5,9.5,7
17789,889450,0.5,9.5,7
17790,889500,0.5,9.5,7
17791,889550,0.5,9.5,7
17792,889600,0.5,9.5,7
17793,889650,0.5,9.5,7
17794,889700,0.5,9.5,7
17795,889750,0.5,9.5,7
17796,889800,0.5,9.5,7
17797,889850,0.5,9.5,7
17798,889900,0.5,9.5,7
17799,889950,0.5,9.5,7
17800,890000,0.5,9.5,7
17801,890050,0.5,9.5,7
17802,890100,0.5,9.5,7
17803,890150,0.5,9.5,7
17804,890200,0.5,9.5,7
17805,890250,0.5,9.5,7
17806,890300,0.5,9.5,7
17807,890350,0.5,9.5,7
17808,890400,0.5,9.5,7
17809,890450,0.5,9.5,7
17810,890500,0.5,9.5,7
17811,890550,0.5,9.5,7
17812,890600,0.5,9.5,7
17813,890650,0.5,9.5,7
