Unnamed: 0,jstime,valence,arousal,video
4636,231800,4.972,4.091,8
4637,231850,4.971,3.984,8
4638,231900,4.962,3.897,8
4639,231950,4.96,3.819,8
4640,232000,4.937,3.793,8
4641,232050,4.936,3.773,8
4642,232100,4.929,3.756,8
4643,232150,4.929,3.749,8
4644,232200,4.927,3.727,8
4645,232250,4.927,3.721,8
4646,232300,4.927,3.721,8
4647,232350,4.927,3.721,8
4648,232400,4.927,3.716,8
4649,232450,4.926,3.697,8
4650,232500,4.923,3.69,8
4651,232550,4.923,3.623,8
4652,232600,4.923,3.607,8
4653,232650,4.923,3.607,8
4654,232700,4.923,3.606,8
4655,232750,4.923,3.591,8
4656,232800,4.923,3.569,8
4657,232850,4.923,3.551,8
4658,232900,4.923,3.543,8
4659,232950,4.923,3.54,8
4660,233000,4.923,3.54,8
4661,233050,4.923,3.54,8
4662,233100,4.923,3.54,8
4663,233150,4.923,3.54,8
4664,233200,4.922,3.54,8
4665,233250,4.915,3.54,8
4666,233300,4.915,3.54,8
4667,233350,4.915,3.54,8
4668,233400,4.915,3.54,8
4669,233450,4.913,3.54,8
4670,233500,4.908,3.54,8
4671,233550,4.897,3.54,8
4672,233600,4.892,3.54,8
4673,233650,4.882,3.54,8
4674,233700,4.878,3.54,8
4675,233750,4.875,3.54,8
4676,233800,4.87,3.54,8
4677,233850,4.858,3.54,8
4678,233900,4.857,3.54,8
4679,233950,4.855,3.54,8
4680,234000,4.85,3.54,8
4681,234050,4.847,3.54,8
4682,234100,4.838,3.54,8
4683,234150,4.835,3.54,8
4684,234200,4.834,3.54,8
4685,234250,4.834,3.54,8
4686,234300,4.831,3.54,8
4687,234350,4.822,3.54,8
4688,234400,4.821,3.54,8
4689,234450,4.816,3.54,8
4690,234500,4.815,3.54,8
4691,234550,4.815,3.54,8
4692,234600,4.815,3.54,8
4693,234650,4.815,3.54,8
4694,234700,4.815,3.54,8
4695,234750,4.815,3.54,8
4696,234800,4.811,3.54,8
4697,234850,4.809,3.54,8
4698,234900,4.8,3.54,8
4699,234950,4.799,3.539,8
4700,235000,4.797,3.531,8
4701,235050,4.787,3.519,8
4702,235100,4.774,3.502,8
4703,235150,4.761,3.493,8
4704,235200,4.734,3.464,8
4705,235250,4.71,3.431,8
4706,235300,4.699,3.393,8
4707,235350,4.686,3.364,8
4708,235400,4.677,3.339,8
4709,235450,4.677,3.327,8
4710,235500,4.677,3.312,8
4711,235550,4.677,3.303,8
4712,235600,4.677,3.278,8
4713,235650,4.677,3.247,8
4714,235700,4.677,3.21,8
4715,235750,4.677,3.189,8
4716,235800,4.677,3.162,8
4717,235850,4.677,3.138,8
4718,235900,4.679,3.116,8
4719,235950,4.691,3.097,8
4720,236000,4.704,3.076,8
4721,236050,4.716,3.059,8
4722,236100,4.727,3.047,8
4723,236150,4.737,3.039,8
4724,236200,4.745,3.037,8
4725,236250,4.76,3.024,8
4726,236300,4.778,3.022,8
4727,236350,4.808,3.02,8
4728,236400,4.839,3.02,8
4729,236450,4.865,3.018,8
4730,236500,4.874,3.018,8
4731,236550,4.883,3.018,8
4732,236600,4.897,3.018,8
4733,236650,4.928,3.018,8
4734,236700,4.956,3.018,8
4735,236750,4.98,3.018,8
4736,236800,4.992,3.018,8
4737,236850,4.994,3.018,8
4738,236900,4.998,3.018,8
4739,236950,5.011,3.018,8
4740,237000,5.017,3.018,8
