Unnamed: 0,jstime,valence,arousal,video
29178,1458900,1.948,8.372,8
29179,1458950,1.893,8.549,8
29180,1459000,1.094,9.215,8
29181,1459050,0.558,9.476,8
29182,1459100,0.5,9.5,8
29183,1459150,0.5,9.5,8
29184,1459200,0.5,9.5,8
29185,1459250,0.5,9.5,8
29186,1459300,0.5,9.5,8
29187,1459350,0.5,9.5,8
29188,1459400,0.5,9.5,8
29189,1459450,0.5,9.5,8
29190,1459500,0.5,9.5,8
29191,1459550,0.5,9.5,8
29192,1459600,0.5,9.5,8
29193,1459650,0.5,9.5,8
29194,1459700,0.5,9.5,8
29195,1459750,0.5,9.5,8
29196,1459800,0.5,9.5,8
29197,1459850,0.5,9.5,8
29198,1459900,0.5,9.5,8
29199,1459950,0.5,9.5,8
29200,1460000,0.5,9.5,8
29201,1460050,0.5,9.5,8
29202,1460100,0.5,9.5,8
29203,1460150,0.5,9.5,8
29204,1460200,0.5,9.5,8
29205,1460250,0.5,9.5,8
29206,1460300,0.5,9.5,8
29207,1460350,0.5,9.5,8
29208,1460400,0.5,9.5,8
29209,1460450,0.5,9.5,8
29210,1460500,0.5,9.5,8
29211,1460550,0.5,9.5,8
29212,1460600,0.5,9.5,8
29213,1460650,0.5,9.5,8
29214,1460700,0.5,9.5,8
29215,1460750,0.5,9.5,8
29216,1460800,0.5,9.5,8
29217,1460850,0.5,9.5,8
29218,1460900,0.5,9.5,8
29219,1460950,0.5,9.5,8
29220,1461000,0.5,9.5,8
29221,1461050,0.5,9.5,8
29222,1461100,0.5,9.5,8
29223,1461150,0.5,9.5,8
29224,1461200,0.5,9.5,8
29225,1461250,0.5,9.5,8
29226,1461300,0.5,9.5,8
29227,1461350,0.5,9.5,8
29228,1461400,0.5,9.5,8
29229,1461450,0.5,9.5,8
29230,1461500,0.5,9.5,8
29231,1461550,0.5,9.5,8
29232,1461600,0.5,9.5,8
29233,1461650,0.5,9.5,8
29234,1461700,0.5,9.5,8
29235,1461750,0.5,9.5,8
29236,1461800,0.5,9.5,8
29237,1461850,0.5,9.5,8
29238,1461900,0.5,9.5,8
29239,1461950,0.5,9.5,8
29240,1462000,0.5,9.5,8
29241,1462050,0.5,9.5,8
29242,1462100,0.5,9.5,8
29243,1462150,0.5,9.5,8
29244,1462200,0.5,9.5,8
29245,1462250,0.5,9.5,8
29246,1462300,0.5,9.5,8
29247,1462350,0.5,9.5,8
29248,1462400,0.5,9.5,8
29249,1462450,0.502,9.5,8
29250,1462500,0.502,9.5,8
29251,1462550,0.508,9.5,8
29252,1462600,0.529,9.5,8
29253,1462650,0.545,9.5,8
29254,1462700,0.547,9.5,8
29255,1462750,0.548,9.5,8
29256,1462800,0.559,9.5,8
29257,1462850,0.573,9.5,8
29258,1462900,0.584,9.5,8
29259,1462950,0.609,9.5,8
29260,1463000,0.711,9.5,8
29261,1463050,0.807,9.5,8
29262,1463100,0.875,9.5,8
29263,1463150,0.892,9.5,8
29264,1463200,0.893,9.5,8
29265,1463250,0.893,9.5,8
29266,1463300,0.893,9.5,8
29267,1463350,0.893,9.5,8
29268,1463400,0.893,9.5,8
29269,1463450,0.893,9.5,8
29270,1463500,0.892,9.5,8
29271,1463550,0.892,9.5,8
29272,1463600,0.892,9.5,8
29273,1463650,0.892,9.5,8
29274,1463700,0.892,9.5,8
29275,1463750,0.892,9.5,8
29276,1463800,0.892,9.5,8
29277,1463850,0.923,9.5,8
29278,1463900,0.981,9.5,8
29279,1463950,1.002,9.5,8
29280,1464000,1.036,9.5,8
29281,1464050,1.048,9.5,8
29282,1464100,1.113,9.5,8
29283,1464150,1.127,9.5,8
29284,1464200,1.158,9.5,8
29285,1464250,1.18,9.5,8
29286,1464300,1.19,9.5,8
29287,1464350,1.192,9.5,8
29288,1464400,1.193,9.5,8
29289,1464450,1.193,9.5,8
29290,1464500,1.193,9.5,8
29291,1464550,1.193,9.5,8
29292,1464600,1.193,9.5,8
29293,1464650,1.193,9.5,8
29294,1464700,1.192,9.5,8
29295,1464750,1.192,9.5,8
29296,1464800,1.192,9.5,8
29297,1464850,1.192,9.5,8
29298,1464900,1.191,9.5,8
29299,1464950,1.19,9.5,8
29300,1465000,1.188,9.5,8
29301,1465050,1.188,9.5,8
29302,1465100,1.187,9.5,8
29303,1465150,1.187,9.5,8
29304,1465200,1.179,9.5,8
29305,1465250,1.172,9.5,8
29306,1465300,1.156,9.5,8
29307,1465350,1.143,9.5,8
29308,1465400,1.135,9.5,8
29309,1465450,1.133,9.5,8
29310,1465500,1.12,9.5,8
29311,1465550,1.113,9.5,8
29312,1465600,1.109,9.5,8
29313,1465650,1.106,9.5,8
29314,1465700,1.104,9.5,8
29315,1465750,1.104,9.5,8
29316,1465800,1.104,9.5,8
29317,1465850,1.104,9.5,8
29318,1465900,1.104,9.5,8
29319,1465950,1.103,9.5,8
29320,1466000,1.103,9.5,8
29321,1466050,1.103,9.5,8
29322,1466100,1.103,9.5,8
29323,1466150,1.103,9.5,8
29324,1466200,1.103,9.5,8
29325,1466250,1.103,9.5,8
29326,1466300,1.103,9.5,8
29327,1466350,1.103,9.5,8
29328,1466400,1.103,9.5,8
29329,1466450,1.103,9.5,8
29330,1466500,1.103,9.5,8
29331,1466550,1.103,9.5,8
29332,1466600,1.103,9.5,8
29333,1466650,1.103,9.5,8
29334,1466700,1.103,9.5,8
29335,1466750,1.103,9.5,8
29336,1466800,1.103,9.5,8
29337,1466850,1.103,9.5,8
29338,1466900,1.103,9.5,8
29339,1466950,1.103,9.5,8
29340,1467000,1.103,9.5,8
29341,1467050,1.103,9.5,8
29342,1467100,1.103,9.5,8
29343,1467150,1.103,9.5,8
29344,1467200,1.103,9.5,8
29345,1467250,1.103,9.5,8
29346,1467300,1.103,9.5,8
29347,1467350,1.103,9.5,8
29348,1467400,1.103,9.5,8
29349,1467450,1.103,9.5,8
29350,1467500,1.103,9.5,8
29351,1467550,1.103,9.5,8
29352,1467600,1.103,9.5,8
29353,1467650,1.103,9.5,8
29354,1467700,1.103,9.5,8
29355,1467750,1.103,9.5,8
29356,1467800,1.103,9.5,8
29357,1467850,1.103,9.5,8
29358,1467900,1.103,9.5,8
29359,1467950,1.103,9.5,8
29360,1468000,1.103,9.5,8
29361,1468050,1.103,9.5,8
29362,1468100,1.103,9.5,8
29363,1468150,1.103,9.5,8
29364,1468200,1.103,9.5,8
29365,1468250,1.103,9.5,8
29366,1468300,1.103,9.5,8
29367,1468350,1.103,9.5,8
29368,1468400,1.103,9.5,8
29369,1468450,1.103,9.5,8
29370,1468500,1.103,9.5,8
29371,1468550,1.103,9.5,8
29372,1468600,1.103,9.5,8
29373,1468650,1.103,9.5,8
29374,1468700,1.103,9.5,8
29375,1468750,1.103,9.5,8
29376,1468800,1.103,9.5,8
29377,1468850,1.103,9.5,8
29378,1468900,1.103,9.5,8
29379,1468950,1.103,9.5,8
29380,1469000,1.103,9.5,8
29381,1469050,1.103,9.5,8
29382,1469100,1.103,9.5,8
29383,1469150,1.103,9.5,8
29384,1469200,1.103,9.5,8
29385,1469250,1.103,9.5,8
29386,1469300,1.103,9.5,8
29387,1469350,1.103,9.5,8
29388,1469400,1.103,9.5,8
29389,1469450,1.103,9.5,8
29390,1469500,1.103,9.5,8
29391,1469550,1.103,9.5,8
29392,1469600,1.103,9.5,8
29393,1469650,1.103,9.5,8
29394,1469700,1.103,9.5,8
29395,1469750,1.103,9.5,8
