Unnamed: 0,jstime,valence,arousal,video
38860,1943000,4.195,6.531,8
38861,1943050,4.158,6.54,8
38862,1943100,4.156,6.544,8
38863,1943150,4.156,6.544,8
38864,1943200,4.156,6.544,8
38865,1943250,4.156,6.544,8
38866,1943300,4.156,6.544,8
38867,1943350,4.156,6.544,8
38868,1943400,4.156,6.544,8
38869,1943450,4.156,6.544,8
38870,1943500,4.156,6.544,8
38871,1943550,4.156,6.544,8
38872,1943600,4.156,6.544,8
38873,1943650,4.156,6.544,8
38874,1943700,4.156,6.549,8
38875,1943750,4.156,6.562,8
38876,1943800,4.143,6.577,8
38877,1943850,4.103,6.587,8
38878,1943900,4.06,6.605,8
38879,1943950,4.013,6.621,8
38880,1944000,4.0,6.629,8
38881,1944050,3.999,6.633,8
38882,1944100,3.999,6.637,8
38883,1944150,3.992,6.637,8
38884,1944200,3.992,6.637,8
38885,1944250,3.992,6.637,8
38886,1944300,3.984,6.637,8
38887,1944350,3.973,6.637,8
38888,1944400,3.943,6.637,8
38889,1944450,3.894,6.644,8
38890,1944500,3.847,6.665,8
38891,1944550,3.822,6.666,8
38892,1944600,3.818,6.667,8
38893,1944650,3.818,6.667,8
38894,1944700,3.818,6.667,8
38895,1944750,3.818,6.667,8
38896,1944800,3.818,6.671,8
38897,1944850,3.818,6.687,8
38898,1944900,3.818,6.696,8
38899,1944950,3.818,6.697,8
38900,1945000,3.818,6.697,8
38901,1945050,3.818,6.697,8
38902,1945100,3.818,6.697,8
38903,1945150,3.818,6.697,8
38904,1945200,3.818,6.697,8
38905,1945250,3.818,6.697,8
38906,1945300,3.818,6.697,8
38907,1945350,3.818,6.697,8
38908,1945400,3.818,6.697,8
38909,1945450,3.818,6.697,8
38910,1945500,3.818,6.697,8
38911,1945550,3.818,6.697,8
38912,1945600,3.818,6.697,8
38913,1945650,3.818,6.697,8
38914,1945700,3.818,6.697,8
38915,1945750,3.818,6.697,8
38916,1945800,3.799,6.726,8
38917,1945850,3.763,6.761,8
38918,1945900,3.717,6.832,8
38919,1945950,3.661,6.868,8
38920,1946000,3.659,6.869,8
38921,1946050,3.659,6.869,8
38922,1946100,3.659,6.869,8
38923,1946150,3.659,6.869,8
38924,1946200,3.659,6.869,8
38925,1946250,3.659,6.869,8
38926,1946300,3.659,6.869,8
38927,1946350,3.659,6.869,8
38928,1946400,3.659,6.869,8
38929,1946450,3.659,6.857,8
38930,1946500,3.659,6.834,8
38931,1946550,3.659,6.807,8
38932,1946600,3.687,6.785,8
38933,1946650,3.688,6.772,8
38934,1946700,3.695,6.77,8
38935,1946750,3.695,6.77,8
38936,1946800,3.695,6.77,8
38937,1946850,3.695,6.77,8
38938,1946900,3.695,6.77,8
38939,1946950,3.695,6.77,8
38940,1947000,3.697,6.77,8
38941,1947050,3.699,6.759,8
38942,1947100,3.714,6.734,8
38943,1947150,3.741,6.712,8
38944,1947200,3.79,6.685,8
38945,1947250,3.8,6.683,8
38946,1947300,3.808,6.678,8
38947,1947350,3.821,6.675,8
38948,1947400,3.842,6.672,8
38949,1947450,3.85,6.672,8
38950,1947500,3.863,6.672,8
38951,1947550,3.886,6.672,8
38952,1947600,3.925,6.723,8
38953,1947650,3.966,6.757,8
38954,1947700,3.985,6.794,8
38955,1947750,4.005,6.81,8
38956,1947800,4.041,6.838,8
38957,1947850,4.068,6.862,8
38958,1947900,4.077,6.868,8
38959,1947950,4.077,6.868,8
38960,1948000,4.077,6.868,8
38961,1948050,4.077,6.868,8
38962,1948100,4.077,6.868,8
38963,1948150,4.077,6.868,8
38964,1948200,4.077,6.868,8
38965,1948250,4.077,6.868,8
38966,1948300,4.077,6.868,8
38967,1948350,4.077,6.868,8
38968,1948400,4.077,6.867,8
38969,1948450,4.077,6.863,8
38970,1948500,4.077,6.863,8
38971,1948550,4.077,6.863,8
38972,1948600,4.077,6.863,8
38973,1948650,4.077,6.863,8
38974,1948700,4.077,6.863,8
38975,1948750,4.077,6.863,8
38976,1948800,4.077,6.863,8
38977,1948850,4.077,6.863,8
38978,1948900,4.077,6.863,8
38979,1948950,4.077,6.863,8
38980,1949000,4.077,6.861,8
38981,1949050,4.077,6.86,8
38982,1949100,4.077,6.859,8
38983,1949150,4.077,6.859,8
38984,1949200,4.077,6.859,8
38985,1949250,4.077,6.859,8
38986,1949300,4.077,6.859,8
38987,1949350,4.077,6.859,8
38988,1949400,4.077,6.859,8
38989,1949450,4.077,6.859,8
38990,1949500,4.077,6.859,8
38991,1949550,4.077,6.859,8
38992,1949600,4.077,6.859,8
38993,1949650,4.077,6.859,8
38994,1949700,4.077,6.859,8
38995,1949750,4.077,6.859,8
38996,1949800,4.077,6.859,8
38997,1949850,4.077,6.859,8
38998,1949900,4.077,6.859,8
38999,1949950,4.077,6.859,8
39000,1950000,4.077,6.857,8
39001,1950050,4.077,6.855,8
39002,1950100,4.077,6.855,8
39003,1950150,4.077,6.855,8
39004,1950200,4.077,6.855,8
39005,1950250,4.077,6.855,8
39006,1950300,4.077,6.855,8
39007,1950350,4.077,6.855,8
39008,1950400,4.077,6.855,8
39009,1950450,4.077,6.855,8
39010,1950500,4.077,6.855,8
39011,1950550,4.077,6.855,8
39012,1950600,4.077,6.855,8
39013,1950650,4.077,6.855,8
39014,1950700,4.077,6.855,8
39015,1950750,4.077,6.855,8
39016,1950800,4.077,6.851,8
39017,1950850,4.077,6.851,8
39018,1950900,4.077,6.851,8
39019,1950950,4.077,6.85,8
39020,1951000,4.077,6.85,8
39021,1951050,4.077,6.849,8
39022,1951100,4.077,6.849,8
39023,1951150,4.077,6.849,8
39024,1951200,4.077,6.848,8
39025,1951250,4.077,6.847,8
39026,1951300,4.077,6.845,8
39027,1951350,4.077,6.845,8
39028,1951400,4.077,6.843,8
39029,1951450,4.077,6.837,8
39030,1951500,4.077,6.837,8
39031,1951550,4.077,6.837,8
39032,1951600,4.077,6.836,8
39033,1951650,4.077,6.831,8
39034,1951700,4.077,6.831,8
39035,1951750,4.077,6.829,8
39036,1951800,4.077,6.829,8
39037,1951850,4.077,6.829,8
39038,1951900,4.077,6.829,8
39039,1951950,4.077,6.829,8
39040,1952000,4.077,6.829,8
39041,1952050,4.077,6.829,8
39042,1952100,4.077,6.826,8
39043,1952150,4.077,6.826,8
39044,1952200,4.077,6.826,8
39045,1952250,4.077,6.824,8
39046,1952300,4.077,6.824,8
39047,1952350,4.077,6.824,8
39048,1952400,4.077,6.823,8
39049,1952450,4.077,6.823,8
39050,1952500,4.077,6.823,8
39051,1952550,4.077,6.823,8
39052,1952600,4.077,6.823,8
39053,1952650,4.077,6.823,8
39054,1952700,4.077,6.823,8
39055,1952750,4.077,6.823,8
39056,1952800,4.077,6.823,8
39057,1952850,4.077,6.823,8
39058,1952900,4.077,6.823,8
39059,1952950,4.077,6.823,8
39060,1953000,4.077,6.823,8
39061,1953050,4.077,6.823,8
39062,1953100,4.077,6.823,8
39063,1953150,4.078,6.822,8
39064,1953200,4.079,6.818,8
39065,1953250,4.084,6.818,8
39066,1953300,4.084,6.818,8
39067,1953350,4.084,6.818,8
39068,1953400,4.084,6.818,8
39069,1953450,4.084,6.818,8
39070,1953500,4.084,6.816,8
39071,1953550,4.084,6.813,8
39072,1953600,4.084,6.813,8
39073,1953650,4.084,6.813,8
39074,1953700,4.084,6.812,8
39075,1953750,4.084,6.812,8
39076,1953800,4.084,6.812,8
39077,1953850,4.084,6.812,8
39078,1953900,4.084,6.809,8
39079,1953950,4.084,6.809,8
39080,1954000,4.084,6.809,8
39081,1954050,4.084,6.809,8
39082,1954100,4.084,6.809,8
39083,1954150,4.084,6.809,8
39084,1954200,4.084,6.809,8
39085,1954250,4.084,6.809,8
39086,1954300,4.084,6.809,8
39087,1954350,4.084,6.809,8
39088,1954400,4.085,6.809,8
39089,1954450,4.085,6.809,8
39090,1954500,4.085,6.809,8
39091,1954550,4.085,6.809,8
39092,1954600,4.085,6.809,8
39093,1954650,4.085,6.809,8
39094,1954700,4.085,6.809,8
39095,1954750,4.085,6.809,8
39096,1954800,4.085,6.809,8
39097,1954850,4.085,6.809,8
39098,1954900,4.085,6.809,8
39099,1954950,4.085,6.809,8
39100,1955000,4.085,6.809,8
39101,1955050,4.085,6.809,8
39102,1955100,4.085,6.809,8
39103,1955150,4.085,6.809,8
39104,1955200,4.085,6.809,8
39105,1955250,4.085,6.809,8
39106,1955300,4.085,6.809,8
39107,1955350,4.085,6.809,8
39108,1955400,4.085,6.809,8
39109,1955450,4.085,6.807,8
39110,1955500,4.085,6.807,8
39111,1955550,4.085,6.807,8
39112,1955600,4.085,6.807,8
39113,1955650,4.085,6.807,8
39114,1955700,4.085,6.807,8
39115,1955750,4.085,6.807,8
39116,1955800,4.085,6.807,8
39117,1955850,4.085,6.807,8
39118,1955900,4.085,6.807,8
39119,1955950,4.085,6.807,8
39120,1956000,4.085,6.807,8
39121,1956050,4.085,6.807,8
39122,1956100,4.085,6.807,8
39123,1956150,4.085,6.807,8
39124,1956200,4.088,6.805,8
39125,1956250,4.088,6.804,8
39126,1956300,4.088,6.804,8
39127,1956350,4.088,6.804,8
39128,1956400,4.09,6.804,8
39129,1956450,4.09,6.804,8
39130,1956500,4.094,6.804,8
39131,1956550,4.094,6.804,8
39132,1956600,4.094,6.804,8
39133,1956650,4.094,6.804,8
39134,1956700,4.094,6.804,8
39135,1956750,4.094,6.804,8
39136,1956800,4.094,6.804,8
39137,1956850,4.094,6.804,8
39138,1956900,4.094,6.804,8
39139,1956950,4.094,6.804,8
39140,1957000,4.094,6.804,8
39141,1957050,4.094,6.804,8
39142,1957100,4.094,6.804,8
39143,1957150,4.094,6.804,8
39144,1957200,4.094,6.804,8
39145,1957250,4.094,6.804,8
39146,1957300,4.094,6.792,8
39147,1957350,4.094,6.791,8
39148,1957400,4.094,6.791,8
39149,1957450,4.094,6.791,8
39150,1957500,4.094,6.791,8
39151,1957550,4.094,6.791,8
39152,1957600,4.094,6.791,8
39153,1957650,4.094,6.791,8
39154,1957700,4.094,6.791,8
39155,1957750,4.094,6.791,8
39156,1957800,4.094,6.79,8
39157,1957850,4.094,6.788,8
39158,1957900,4.094,6.788,8
39159,1957950,4.094,6.785,8
39160,1958000,4.094,6.78,8
39161,1958050,4.094,6.78,8
39162,1958100,4.094,6.78,8
39163,1958150,4.098,6.78,8
39164,1958200,4.103,6.78,8
39165,1958250,4.108,6.78,8
39166,1958300,4.108,6.78,8
39167,1958350,4.108,6.775,8
39168,1958400,4.11,6.77,8
39169,1958450,4.11,6.77,8
39170,1958500,4.112,6.769,8
39171,1958550,4.116,6.769,8
39172,1958600,4.117,6.769,8
39173,1958650,4.117,6.769,8
39174,1958700,4.117,6.769,8
39175,1958750,4.117,6.769,8
39176,1958800,4.117,6.769,8
39177,1958850,4.117,6.769,8
39178,1958900,4.117,6.769,8
39179,1958950,4.117,6.769,8
39180,1959000,4.117,6.769,8
39181,1959050,4.117,6.769,8
39182,1959100,4.117,6.769,8
39183,1959150,4.117,6.769,8
39184,1959200,4.117,6.769,8
39185,1959250,4.117,6.769,8
39186,1959300,4.117,6.769,8
39187,1959350,4.117,6.769,8
39188,1959400,4.117,6.769,8
39189,1959450,4.117,6.769,8
39190,1959500,4.117,6.769,8
39191,1959550,4.117,6.769,8
39192,1959600,4.117,6.769,8
39193,1959650,4.117,6.769,8
39194,1959700,4.117,6.769,8
39195,1959750,4.118,6.769,8
39196,1959800,4.118,6.769,8
39197,1959850,4.118,6.769,8
39198,1959900,4.118,6.769,8
39199,1959950,4.118,6.769,8
39200,1960000,4.118,6.769,8
39201,1960050,4.118,6.769,8
39202,1960100,4.118,6.769,8
39203,1960150,4.118,6.769,8
39204,1960200,4.121,6.769,8
39205,1960250,4.134,6.769,8
39206,1960300,4.134,6.769,8
39207,1960350,4.134,6.769,8
39208,1960400,4.135,6.769,8
39209,1960450,4.135,6.769,8
39210,1960500,4.135,6.769,8
39211,1960550,4.137,6.769,8
39212,1960600,4.141,6.769,8
39213,1960650,4.141,6.769,8
39214,1960700,4.141,6.769,8
39215,1960750,4.141,6.769,8
39216,1960800,4.142,6.769,8
39217,1960850,4.142,6.769,8
39218,1960900,4.142,6.769,8
39219,1960950,4.142,6.769,8
39220,1961000,4.142,6.769,8
39221,1961050,4.142,6.769,8
39222,1961100,4.142,6.769,8
39223,1961150,4.142,6.769,8
39224,1961200,4.142,6.769,8
39225,1961250,4.142,6.769,8
39226,1961300,4.142,6.769,8
39227,1961350,4.142,6.769,8
39228,1961400,4.142,6.769,8
39229,1961450,4.142,6.769,8
39230,1961500,4.142,6.769,8
39231,1961550,4.142,6.769,8
39232,1961600,4.142,6.769,8
39233,1961650,4.142,6.769,8
39234,1961700,4.142,6.769,8
39235,1961750,4.142,6.769,8
39236,1961800,4.142,6.769,8
39237,1961850,4.142,6.769,8
39238,1961900,4.142,6.769,8
39239,1961950,4.142,6.769,8
39240,1962000,4.142,6.769,8
39241,1962050,4.142,6.769,8
39242,1962100,4.142,6.769,8
39243,1962150,4.142,6.769,8
39244,1962200,4.142,6.769,8
39245,1962250,4.142,6.769,8
39246,1962300,4.142,6.769,8
39247,1962350,4.142,6.769,8
39248,1962400,4.142,6.769,8
39249,1962450,4.142,6.769,8
39250,1962500,4.142,6.769,8
39251,1962550,4.142,6.769,8
39252,1962600,4.142,6.769,8
39253,1962650,4.142,6.769,8
39254,1962700,4.142,6.769,8
39255,1962750,4.142,6.769,8
39256,1962800,4.142,6.769,8
39257,1962850,4.142,6.769,8
39258,1962900,4.142,6.769,8
39259,1962950,4.142,6.769,8
39260,1963000,4.142,6.769,8
39261,1963050,4.142,6.769,8
39262,1963100,4.142,6.769,8
39263,1963150,4.142,6.769,8
39264,1963200,4.142,6.769,8
39265,1963250,4.142,6.769,8
39266,1963300,4.142,6.769,8
39267,1963350,4.142,6.769,8
39268,1963400,4.142,6.769,8
39269,1963450,4.142,6.769,8
39270,1963500,4.142,6.769,8
39271,1963550,4.142,6.792,8
39272,1963600,4.142,6.823,8
39273,1963650,4.142,6.849,8
39274,1963700,4.145,6.866,8
39275,1963750,4.145,6.884,8
39276,1963800,4.145,6.886,8
39277,1963850,4.145,6.898,8
39278,1963900,4.151,6.91,8
39279,1963950,4.155,6.921,8
39280,1964000,4.161,6.932,8
39281,1964050,4.161,6.933,8
39282,1964100,4.165,6.933,8
39283,1964150,4.165,6.933,8
39284,1964200,4.165,6.933,8
39285,1964250,4.165,6.933,8
