Unnamed: 0,jstime,valence,arousal,video
6746,337300,4.531,7.114,7
6747,337350,4.531,7.193,7
6748,337400,4.531,7.216,7
6749,337450,4.531,7.24,7
6750,337500,4.531,7.259,7
6751,337550,4.531,7.282,7
6752,337600,4.531,7.314,7
6753,337650,4.531,7.343,7
6754,337700,4.534,7.37,7
6755,337750,4.569,7.409,7
6756,337800,4.583,7.454,7
6757,337850,4.59,7.508,7
6758,337900,4.605,7.557,7
6759,337950,4.611,7.608,7
6760,338000,4.615,7.642,7
6761,338050,4.616,7.669,7
6762,338100,4.618,7.694,7
6763,338150,4.618,7.73,7
6764,338200,4.618,7.756,7
6765,338250,4.618,7.78,7
6766,338300,4.618,7.811,7
6767,338350,4.618,7.828,7
6768,338400,4.618,7.85,7
6769,338450,4.618,7.867,7
6770,338500,4.618,7.882,7
6771,338550,4.618,7.9,7
6772,338600,4.618,7.919,7
6773,338650,4.618,7.932,7
6774,338700,4.618,7.945,7
6775,338750,4.618,7.951,7
6776,338800,4.618,7.951,7
6777,338850,4.618,7.956,7
6778,338900,4.618,7.96,7
6779,338950,4.618,7.969,7
6780,339000,4.623,7.969,7
6781,339050,4.625,7.969,7
6782,339100,4.629,7.969,7
6783,339150,4.632,7.969,7
6784,339200,4.633,7.967,7
6785,339250,4.634,7.955,7
6786,339300,4.639,7.93,7
6787,339350,4.654,7.906,7
6788,339400,4.67,7.893,7
6789,339450,4.681,7.87,7
6790,339500,4.698,7.863,7
6791,339550,4.72,7.856,7
6792,339600,4.734,7.841,7
6793,339650,4.735,7.826,7
6794,339700,4.748,7.822,7
6795,339750,4.755,7.807,7
6796,339800,4.755,7.807,7
6797,339850,4.755,7.806,7
6798,339900,4.755,7.8,7
6799,339950,4.755,7.795,7
6800,340000,4.755,7.78,7
6801,340050,4.756,7.774,7
6802,340100,4.756,7.767,7
6803,340150,4.764,7.758,7
6804,340200,4.769,7.749,7
6805,340250,4.769,7.74,7
6806,340300,4.771,7.731,7
6807,340350,4.774,7.72,7
6808,340400,4.778,7.702,7
6809,340450,4.78,7.694,7
6810,340500,4.787,7.681,7
6811,340550,4.795,7.67,7
6812,340600,4.799,7.658,7
6813,340650,4.803,7.651,7
6814,340700,4.803,7.639,7
6815,340750,4.808,7.632,7
6816,340800,4.817,7.632,7
6817,340850,4.817,7.632,7
6818,340900,4.817,7.632,7
6819,340950,4.817,7.632,7
6820,341000,4.817,7.632,7
6821,341050,4.817,7.632,7
6822,341100,4.817,7.632,7
6823,341150,4.817,7.632,7
6824,341200,4.817,7.632,7
6825,341250,4.817,7.632,7
6826,341300,4.817,7.632,7
6827,341350,4.818,7.632,7
6828,341400,4.818,7.632,7
6829,341450,4.819,7.632,7
6830,341500,4.819,7.632,7
6831,341550,4.819,7.632,7
6832,341600,4.819,7.632,7
6833,341650,4.819,7.632,7
6834,341700,4.819,7.632,7
6835,341750,4.819,7.632,7
6836,341800,4.819,7.632,7
6837,341850,4.819,7.632,7
6838,341900,4.819,7.632,7
6839,341950,4.819,7.632,7
6840,342000,4.819,7.632,7
6841,342050,4.819,7.632,7
6842,342100,4.819,7.632,7
6843,342150,4.819,7.632,7
6844,342200,4.819,7.632,7
6845,342250,4.819,7.632,7
6846,342300,4.819,7.632,7
6847,342350,4.819,7.632,7
6848,342400,4.819,7.632,7
6849,342450,4.819,7.632,7
6850,342500,4.819,7.632,7
6851,342550,4.819,7.632,7
6852,342600,4.819,7.632,7
6853,342650,4.819,7.632,7
6854,342700,4.819,7.632,7
6855,342750,4.819,7.632,7
6856,342800,4.819,7.632,7
6857,342850,4.819,7.632,7
6858,342900,4.819,7.632,7
6859,342950,4.819,7.632,7
6860,343000,4.819,7.632,7
6861,343050,4.819,7.632,7
6862,343100,4.819,7.632,7
6863,343150,4.819,7.632,7
6864,343200,4.819,7.632,7
6865,343250,4.819,7.632,7
6866,343300,4.819,7.632,7
6867,343350,4.819,7.632,7
6868,343400,4.819,7.632,7
6869,343450,4.819,7.632,7
6870,343500,4.819,7.632,7
6871,343550,4.819,7.632,7
6872,343600,4.819,7.632,7
6873,343650,4.819,7.632,7
