Unnamed: 0,jstime,valence,arousal,video
45022,2251100,3.181,6.136,8
45023,2251150,3.176,6.136,8
45024,2251200,3.173,6.136,8
45025,2251250,3.173,6.136,8
45026,2251300,3.173,6.136,8
45027,2251350,3.173,6.136,8
45028,2251400,3.173,6.136,8
45029,2251450,3.173,6.136,8
45030,2251500,3.173,6.136,8
45031,2251550,3.173,6.136,8
45032,2251600,3.173,6.136,8
45033,2251650,3.173,6.136,8
45034,2251700,3.173,6.136,8
45035,2251750,3.173,6.136,8
45036,2251800,3.173,6.136,8
45037,2251850,3.17,6.136,8
45038,2251900,3.168,6.136,8
45039,2251950,3.166,6.138,8
45040,2252000,3.162,6.145,8
45041,2252050,3.154,6.152,8
45042,2252100,3.134,6.163,8
45043,2252150,3.125,6.168,8
45044,2252200,3.116,6.169,8
45045,2252250,3.113,6.172,8
45046,2252300,3.106,6.174,8
45047,2252350,3.103,6.175,8
45048,2252400,3.095,6.18,8
45049,2252450,3.092,6.186,8
45050,2252500,3.092,6.189,8
45051,2252550,3.086,6.19,8
45052,2252600,3.08,6.191,8
45053,2252650,3.075,6.2,8
45054,2252700,3.061,6.207,8
45055,2252750,3.042,6.211,8
45056,2252800,3.026,6.221,8
45057,2252850,3.002,6.23,8
45058,2252900,2.969,6.242,8
45059,2252950,2.947,6.259,8
45060,2253000,2.92,6.28,8
45061,2253050,2.905,6.292,8
45062,2253100,2.897,6.304,8
45063,2253150,2.894,6.314,8
45064,2253200,2.893,6.32,8
45065,2253250,2.893,6.328,8
45066,2253300,2.893,6.348,8
45067,2253350,2.893,6.367,8
45068,2253400,2.893,6.383,8
45069,2253450,2.893,6.401,8
45070,2253500,2.893,6.415,8
45071,2253550,2.893,6.428,8
45072,2253600,2.893,6.44,8
45073,2253650,2.893,6.45,8
45074,2253700,2.893,6.455,8
45075,2253750,2.893,6.462,8
45076,2253800,2.893,6.474,8
45077,2253850,2.893,6.481,8
45078,2253900,2.893,6.487,8
45079,2253950,2.893,6.494,8
45080,2254000,2.893,6.497,8
45081,2254050,2.893,6.503,8
45082,2254100,2.893,6.508,8
45083,2254150,2.893,6.511,8
45084,2254200,2.893,6.512,8
45085,2254250,2.893,6.522,8
45086,2254300,2.893,6.524,8
45087,2254350,2.893,6.526,8
45088,2254400,2.893,6.532,8
45089,2254450,2.893,6.534,8
45090,2254500,2.893,6.535,8
45091,2254550,2.893,6.535,8
