Unnamed: 0,jstime,valence,arousal,video
45317,2265850,0.5,8.426,7
45318,2265900,0.5,8.348,7
45319,2265950,0.5,8.291,7
45320,2266000,0.5,8.252,7
45321,2266050,0.5,8.252,7
45322,2266100,0.5,8.252,7
45323,2266150,0.5,8.246,7
45324,2266200,0.5,8.235,7
45325,2266250,0.5,8.23,7
45326,2266300,0.5,8.22,7
45327,2266350,0.5,8.212,7
45328,2266400,0.5,8.201,7
45329,2266450,0.5,8.188,7
45330,2266500,0.5,8.147,7
45331,2266550,0.5,8.102,7
45332,2266600,0.5,8.072,7
45333,2266650,0.5,8.058,7
45334,2266700,0.5,8.049,7
45335,2266750,0.5,8.043,7
45336,2266800,0.5,8.04,7
45337,2266850,0.5,8.034,7
45338,2266900,0.5,8.029,7
45339,2266950,0.5,8.021,7
45340,2267000,0.5,8.001,7
45341,2267050,0.5,7.972,7
45342,2267100,0.5,7.942,7
45343,2267150,0.5,7.928,7
45344,2267200,0.5,7.923,7
45345,2267250,0.5,7.912,7
45346,2267300,0.5,7.906,7
45347,2267350,0.5,7.9,7
45348,2267400,0.5,7.892,7
45349,2267450,0.5,7.884,7
45350,2267500,0.5,7.878,7
45351,2267550,0.5,7.874,7
45352,2267600,0.5,7.868,7
45353,2267650,0.5,7.868,7
45354,2267700,0.5,7.868,7
45355,2267750,0.5,7.868,7
45356,2267800,0.5,7.868,7
45357,2267850,0.5,7.868,7
45358,2267900,0.5,7.868,7
45359,2267950,0.5,7.868,7
45360,2268000,0.5,7.868,7
45361,2268050,0.5,7.868,7
45362,2268100,0.5,7.868,7
45363,2268150,0.5,7.868,7
45364,2268200,0.5,7.868,7
45365,2268250,0.5,7.868,7
45366,2268300,0.5,7.868,7
45367,2268350,0.5,7.868,7
45368,2268400,0.5,7.868,7
45369,2268450,0.5,7.868,7
45370,2268500,0.5,7.868,7
45371,2268550,0.5,7.868,7
45372,2268600,0.5,7.868,7
45373,2268650,0.5,7.868,7
45374,2268700,0.5,7.868,7
45375,2268750,0.5,7.868,7
45376,2268800,0.5,7.868,7
45377,2268850,0.5,7.868,7
45378,2268900,0.5,7.868,7
45379,2268950,0.5,7.868,7
45380,2269000,0.5,7.868,7
45381,2269050,0.5,7.868,7
45382,2269100,0.5,7.866,7
45383,2269150,0.5,7.862,7
45384,2269200,0.5,7.862,7
45385,2269250,0.5,7.862,7
45386,2269300,0.5,7.862,7
45387,2269350,0.5,7.862,7
45388,2269400,0.5,7.862,7
45389,2269450,0.5,7.862,7
45390,2269500,0.5,7.862,7
45391,2269550,0.5,7.862,7
45392,2269600,0.5,7.862,7
45393,2269650,0.5,7.862,7
45394,2269700,0.5,7.862,7
45395,2269750,0.5,7.862,7
45396,2269800,0.5,7.862,7
45397,2269850,0.5,7.862,7
45398,2269900,0.5,7.862,7
45399,2269950,0.5,7.862,7
45400,2270000,0.5,7.862,7
45401,2270050,0.5,7.862,7
45402,2270100,0.5,7.862,7
45403,2270150,0.5,7.862,7
45404,2270200,0.5,7.862,7
45405,2270250,0.5,7.862,7
45406,2270300,0.5,7.862,7
45407,2270350,0.5,7.862,7
45408,2270400,0.5,7.862,7
