timepoint,jstime,valence,arousal,video
47750,549400,3.664,6.298,8
47800,549450,3.664,6.308,8
47850,549500,3.664,6.319,8
47900,549550,3.664,6.325,8
47950,549600,3.662,6.332,8
48000,549650,3.655,6.335,8
48050,549700,3.651,6.337,8
48100,549750,3.646,6.341,8
48150,549800,3.632,6.349,8
48200,549850,3.615,6.357,8
48250,549900,3.605,6.363,8
48300,549950,3.596,6.367,8
48350,550000,3.595,6.367,8
48400,550050,3.594,6.367,8
48450,550100,3.594,6.367,8
48500,550150,3.594,6.367,8
48550,550200,3.594,6.367,8
48600,550250,3.594,6.367,8
48650,550300,3.594,6.367,8
48700,550350,3.594,6.367,8
48750,550400,3.594,6.367,8
48800,550450,3.594,6.367,8
48850,550500,3.594,6.367,8
48900,550550,3.594,6.367,8
48950,550600,3.594,6.367,8
49000,550650,3.594,6.367,8
49050,550700,3.594,6.367,8
49100,550750,3.594,6.367,8
49150,550800,3.594,6.367,8
49200,550850,3.594,6.367,8
49250,550900,3.594,6.367,8
49300,550950,3.594,6.367,8
49350,551000,3.594,6.367,8
49400,551050,3.594,6.367,8
49450,551100,3.594,6.367,8
49500,551150,3.594,6.367,8
49550,551200,3.594,6.367,8
49600,551250,3.594,6.367,8
49650,551300,3.594,6.367,8
49700,551350,3.594,6.367,8
49750,551400,3.594,6.367,8
49800,551450,3.594,6.367,8
49850,551500,3.594,6.367,8
49900,551550,3.594,6.367,8
49950,551600,3.594,6.367,8
50000,551650,3.594,6.367,8
50050,551700,3.594,6.367,8
50100,551750,3.594,6.367,8
50150,551800,3.594,6.367,8
50200,551850,3.594,6.367,8
50250,551900,3.594,6.367,8
50300,551950,3.594,6.367,8
50350,552000,3.594,6.367,8
50400,552050,3.594,6.367,8
50450,552100,3.594,6.367,8
50500,552150,3.594,6.367,8
50550,552200,3.594,6.367,8
50600,552250,3.594,6.367,8
50650,552300,3.594,6.367,8
50700,552350,3.594,6.367,8
50750,552400,3.594,6.367,8
50800,552450,3.594,6.367,8
50850,552500,3.594,6.367,8
50900,552550,3.594,6.367,8
50950,552600,3.594,6.367,8
51000,552650,3.594,6.367,8
51050,552700,3.594,6.367,8
51100,552750,3.594,6.367,8
51150,552800,3.594,6.367,8
51200,552850,3.594,6.367,8
51250,552900,3.594,6.367,8
51300,552950,3.594,6.367,8
51350,553000,3.594,6.367,8
51400,553050,3.594,6.367,8
51450,553100,3.594,6.367,8
51500,553150,3.594,6.367,8
51550,553200,3.594,6.367,8
51600,553250,3.594,6.367,8
51650,553300,3.594,6.367,8
51700,553350,3.594,6.367,8
51750,553400,3.594,6.367,8
51800,553450,3.594,6.367,8
51850,553500,3.594,6.367,8
51900,553550,3.594,6.367,8
51950,553600,3.594,6.367,8
52000,553650,3.594,6.367,8
52050,553700,3.594,6.367,8
52100,553750,3.594,6.367,8
52150,553800,3.594,6.367,8
52200,553850,3.594,6.367,8
52250,553900,3.594,6.367,8
52300,553950,3.594,6.367,8
52350,554000,3.594,6.367,8
52400,554050,3.594,6.367,8
52450,554100,3.594,6.367,8
