,jstime,valence,arousal,video
26958,1347900,5.0,5.0,8
26959,1347950,5.0,5.0,8
26960,1348000,5.0,5.0,8
26961,1348050,5.0,5.0,8
26962,1348100,5.0,5.0,8
26963,1348150,5.0,5.0,8
26964,1348200,5.0,5.0,8
26965,1348250,5.0,5.0,8
26966,1348300,5.0,5.0,8
26967,1348350,5.0,5.0,8
26968,1348400,5.0,5.0,8
26969,1348450,5.0,5.0,8
26970,1348500,5.0,5.0,8
26971,1348550,5.0,5.0,8
26972,1348600,5.0,5.0,8
26973,1348650,5.0,5.0,8
26974,1348700,5.0,5.0,8
26975,1348750,5.0,5.0,8
26976,1348800,5.0,5.0,8
26977,1348850,5.0,5.0,8
26978,1348900,5.0,5.0,8
26979,1348950,5.0,5.0,8
26980,1349000,5.0,5.0,8
26981,1349050,5.0,5.0,8
26982,1349100,5.0,5.0,8
26983,1349150,5.0,5.0,8
26984,1349200,5.0,5.0,8
26985,1349250,5.0,5.0,8
26986,1349300,5.0,5.0,8
26987,1349350,5.0,5.0,8
26988,1349400,5.0,5.0,8
26989,1349450,5.0,5.0,8
26990,1349500,5.0,5.0,8
26991,1349550,5.0,5.0,8
26992,1349600,5.0,5.0,8
26993,1349650,5.0,5.0,8
26994,1349700,5.0,5.0,8
26995,1349750,5.0,5.0,8
26996,1349800,5.0,5.0,8
26997,1349850,5.0,5.0,8
26998,1349900,5.0,5.0,8
26999,1349950,5.0,5.0,8
27000,1350000,5.0,5.0,8
27001,1350050,5.0,5.0,8
27002,1350100,5.0,5.0,8
27003,1350150,5.0,5.0,8
27004,1350200,5.0,5.0,8
27005,1350250,5.0,5.0,8
27006,1350300,5.0,5.0,8
27007,1350350,5.0,5.0,8
27008,1350400,5.0,5.0,8
27009,1350450,5.0,5.0,8
27010,1350500,5.0,5.0,8
27011,1350550,5.0,5.0,8
27012,1350600,5.0,5.0,8
27013,1350650,5.0,5.0,8
27014,1350700,5.0,5.0,8
27015,1350750,5.0,5.0,8
27016,1350800,5.0,5.0,8
27017,1350850,5.0,5.0,8
27018,1350900,5.0,5.0,8
27019,1350950,5.0,5.0,8
27020,1351000,5.0,5.0,8
27021,1351050,5.0,5.0,8
27022,1351100,5.0,5.0,8
27023,1351150,5.0,5.0,8
27024,1351200,5.0,5.0,8
27025,1351250,5.0,5.0,8
27026,1351300,5.0,5.0,8
27027,1351350,5.0,5.0,8
27028,1351400,5.0,5.0,8
27029,1351450,5.0,5.0,8
27030,1351500,5.0,5.0,8
27031,1351550,5.0,5.0,8
27032,1351600,5.0,5.0,8
27033,1351650,5.0,5.0,8
27034,1351700,5.0,5.0,8
27035,1351750,5.0,5.0,8
27036,1351800,5.0,5.0,8
27037,1351850,5.0,5.0,8
27038,1351900,5.0,5.0,8
27039,1351950,5.0,5.0,8
27040,1352000,5.0,5.02,8
27041,1352050,5.0,5.031,8
27042,1352100,5.0,5.032,8
27043,1352150,5.0,5.036,8
27044,1352200,5.0,5.039,8
27045,1352250,5.0,5.039,8
27046,1352300,5.0,5.073,8
27047,1352350,5.0,5.118,8
27048,1352400,5.0,5.129,8
27049,1352450,5.0,5.154,8
27050,1352500,5.0,5.161,8
27051,1352550,5.0,5.161,8
27052,1352600,5.0,5.167,8
27053,1352650,5.0,5.167,8
27054,1352700,5.0,5.167,8
27055,1352750,5.0,5.167,8
27056,1352800,5.0,5.167,8
27057,1352850,5.0,5.167,8
27058,1352900,5.0,5.167,8
27059,1352950,5.0,5.167,8
27060,1353000,5.0,5.167,8
27061,1353050,5.0,5.167,8
27062,1353100,5.0,5.167,8
27063,1353150,5.0,5.167,8
27064,1353200,5.0,5.167,8
27065,1353250,5.0,5.167,8
27066,1353300,5.0,5.167,8
27067,1353350,5.0,5.167,8
27068,1353400,5.0,5.167,8
27069,1353450,5.0,5.167,8
27070,1353500,5.0,5.167,8
27071,1353550,5.0,5.167,8
27072,1353600,5.0,5.167,8
27073,1353650,5.0,5.167,8
27074,1353700,5.0,5.167,8
27075,1353750,5.0,5.167,8
27076,1353800,5.0,5.167,8
27077,1353850,5.0,5.168,8
27078,1353900,5.0,5.173,8
27079,1353950,5.0,5.182,8
27080,1354000,5.0,5.187,8
27081,1354050,5.0,5.196,8
27082,1354100,5.0,5.214,8
27083,1354150,5.0,5.219,8
27084,1354200,5.0,5.23,8
27085,1354250,5.0,5.233,8
27086,1354300,5.0,5.245,8
27087,1354350,5.0,5.246,8
27088,1354400,5.0,5.253,8
27089,1354450,5.0,5.257,8
27090,1354500,5.0,5.263,8
27091,1354550,5.0,5.273,8
27092,1354600,5.0,5.273,8
27093,1354650,5.0,5.275,8
27094,1354700,5.0,5.275,8
27095,1354750,5.0,5.276,8
27096,1354800,5.0,5.276,8
27097,1354850,5.0,5.276,8
27098,1354900,5.0,5.276,8
27099,1354950,5.0,5.276,8
27100,1355000,5.0,5.276,8
27101,1355050,5.0,5.276,8
27102,1355100,5.0,5.276,8
27103,1355150,5.0,5.276,8
27104,1355200,5.0,5.279,8
27105,1355250,5.0,5.285,8
27106,1355300,5.0,5.289,8
27107,1355350,5.0,5.296,8
27108,1355400,5.0,5.298,8
27109,1355450,5.0,5.303,8
27110,1355500,5.0,5.309,8
27111,1355550,5.0,5.321,8
27112,1355600,5.0,5.324,8
27113,1355650,5.0,5.33,8
27114,1355700,5.0,5.332,8
27115,1355750,5.0,5.334,8
27116,1355800,5.0,5.342,8
27117,1355850,5.0,5.347,8
27118,1355900,5.0,5.356,8
27119,1355950,5.0,5.36,8
27120,1356000,5.0,5.371,8
27121,1356050,5.0,5.374,8
27122,1356100,5.0,5.375,8
27123,1356150,5.0,5.379,8
27124,1356200,5.0,5.379,8
27125,1356250,5.0,5.379,8
27126,1356300,5.0,5.379,8
27127,1356350,5.0,5.384,8
27128,1356400,5.0,5.389,8
27129,1356450,5.0,5.392,8
27130,1356500,5.0,5.392,8
27131,1356550,5.0,5.392,8
27132,1356600,5.0,5.392,8
27133,1356650,5.0,5.392,8
27134,1356700,5.0,5.392,8
27135,1356750,5.0,5.392,8
27136,1356800,5.0,5.392,8
27137,1356850,5.0,5.392,8
27138,1356900,5.0,5.392,8
27139,1356950,5.0,5.392,8
27140,1357000,5.0,5.392,8
27141,1357050,5.0,5.392,8
