timepoint,jstime,valence,arousal,video
0,794750,5.0,5.109,8
50,794800,5.0,5.109,8
100,794850,5.0,5.109,8
150,794900,5.0,5.109,8
200,794950,5.0,5.109,8
250,795000,5.0,5.109,8
300,795050,5.0,5.109,8
350,795100,5.0,5.109,8
400,795150,5.0,5.109,8
450,795200,5.0,5.109,8
500,795250,5.0,5.109,8
550,795300,5.0,5.109,8
600,795350,5.0,5.109,8
650,795400,5.0,5.109,8
700,795450,5.0,5.109,8
750,795500,5.0,5.109,8
800,795550,5.0,5.109,8
850,795600,5.0,5.109,8
900,795650,5.0,5.109,8
950,795700,5.0,5.109,8
1000,795750,5.0,5.109,8
1050,795800,5.0,5.109,8
1100,795850,5.0,5.109,8
1150,795900,5.0,5.109,8
1200,795950,5.0,5.109,8
1250,796000,5.0,5.109,8
1300,796050,5.0,5.109,8
1350,796100,5.0,5.109,8
1400,796150,5.0,5.109,8
1450,796200,5.0,5.109,8
1500,796250,5.0,5.109,8
1550,796300,5.0,5.109,8
1600,796350,5.0,5.109,8
1650,796400,5.0,5.109,8
1700,796450,5.0,5.109,8
1750,796500,5.0,5.109,8
1800,796550,5.0,5.109,8
1850,796600,5.0,5.109,8
1900,796650,5.0,5.109,8
1950,796700,5.0,5.109,8
2000,796750,5.0,5.109,8
2050,796800,5.0,5.109,8
2100,796850,5.0,5.109,8
2150,796900,5.0,5.109,8
2200,796950,5.0,5.109,8
2250,797000,5.0,5.109,8
2300,797050,5.0,5.109,8
2350,797100,5.0,5.109,8
2400,797150,5.0,5.109,8
2450,797200,5.0,5.109,8
2500,797250,5.0,5.109,8
2550,797300,5.0,5.109,8
2600,797350,5.0,5.109,8
2650,797400,5.0,5.109,8
2700,797450,5.0,5.109,8
2750,797500,5.0,5.109,8
2800,797550,5.0,5.109,8
2850,797600,5.0,5.109,8
2900,797650,5.0,5.109,8
2950,797700,5.0,5.109,8
3000,797750,5.0,5.109,8
3050,797800,5.0,5.109,8
3100,797850,5.0,5.109,8
3150,797900,5.0,5.109,8
3200,797950,5.0,5.109,8
3250,798000,5.0,5.109,8
3300,798050,5.0,5.109,8
3350,798100,5.0,5.109,8
3400,798150,5.0,5.109,8
3450,798200,5.0,5.109,8
3500,798250,5.0,5.109,8
3550,798300,5.0,5.109,8
3600,798350,5.0,5.109,8
3650,798400,5.0,5.109,8
3700,798450,5.0,5.109,8
3750,798500,5.0,5.109,8
3800,798550,5.0,5.109,8
3850,798600,5.0,5.109,8
3900,798650,5.0,5.109,8
3950,798700,5.0,5.109,8
4000,798750,5.0,5.109,8
4050,798800,5.0,5.109,8
4100,798850,5.0,5.109,8
4150,798900,5.0,5.109,8
4200,798950,5.0,5.109,8
4250,799000,5.0,5.109,8
4300,799050,5.0,5.109,8
4350,799100,5.0,5.109,8
4400,799150,5.0,5.109,8
4450,799200,5.0,5.109,8
4500,799250,5.0,5.109,8
4550,799300,5.0,5.109,8
4600,799350,5.0,5.109,8
4650,799400,5.0,5.109,8
4700,799450,5.0,5.109,8
4750,799500,5.0,5.109,8
4800,799550,5.0,5.109,8
4850,799600,5.0,5.109,8
4900,799650,5.0,5.109,8
4950,799700,5.0,5.109,8
5000,799750,5.0,5.109,8
5050,799800,5.0,5.109,8
5100,799850,5.0,5.109,8
5150,799900,5.0,5.109,8
5200,799950,5.0,5.109,8
5250,800000,5.0,5.109,8
5300,800050,5.0,5.109,8
5350,800100,5.0,5.109,8
5400,800150,5.0,5.109,8
5450,800200,5.0,5.109,8
5500,800250,5.0,5.069,8
5550,800300,5.0,5.03,8
5600,800350,5.0,5.001,8
5650,800400,5.0,5.0,8
5700,800450,5.0,5.0,8
5750,800500,5.0,5.0,8
5800,800550,5.0,5.0,8
5850,800600,5.0,5.0,8
5900,800650,5.0,5.0,8
5950,800700,5.0,5.0,8
6000,800750,5.0,5.0,8
6050,800800,5.0,5.0,8
6100,800850,5.0,5.0,8
6150,800900,5.0,5.0,8
6200,800950,5.0,5.0,8
6250,801000,5.0,5.0,8
6300,801050,5.0,5.0,8
6350,801100,5.0,5.0,8
6400,801150,5.0,5.0,8
6450,801200,5.0,5.0,8
6500,801250,5.0,5.0,8
6550,801300,5.0,5.0,8
6600,801350,5.0,5.0,8
6650,801400,5.0,5.0,8
6700,801450,5.0,5.0,8
6750,801500,5.0,5.0,8
6800,801550,5.0,5.0,8
6850,801600,5.0,5.0,8
6900,801650,5.0,5.0,8
6950,801700,5.0,5.0,8
7000,801750,5.0,5.0,8
7050,801800,5.0,5.0,8
7100,801850,5.0,5.0,8
7150,801900,5.0,5.0,8
7200,801950,5.0,5.0,8
7250,802000,5.0,5.0,8
7300,802050,5.0,5.0,8
7350,802100,5.0,5.0,8
7400,802150,5.0,5.0,8
7450,802200,5.0,5.0,8
7500,802250,5.0,5.0,8
7550,802300,5.0,5.0,8
7600,802350,5.0,5.0,8
7650,802400,5.0,5.0,8
7700,802450,5.0,5.0,8
7750,802500,5.0,5.0,8
7800,802550,5.0,5.0,8
7850,802600,5.0,5.0,8
7900,802650,5.0,5.0,8
7950,802700,5.0,5.0,8
8000,802750,5.0,5.0,8
8050,802800,5.0,5.0,8
8100,802850,5.0,5.0,8
8150,802900,5.0,5.0,8
8200,802950,5.0,5.0,8
8250,803000,5.0,5.0,8
8300,803050,5.0,5.0,8
8350,803100,5.0,5.0,8
8400,803150,5.0,5.0,8
8450,803200,5.0,5.0,8
8500,803250,5.0,5.0,8
8550,803300,5.0,5.0,8
8600,803350,5.0,5.0,8
8650,803400,5.0,5.0,8
8700,803450,5.0,5.0,8
8750,803500,5.0,5.0,8
8800,803550,5.0,5.0,8
8850,803600,5.0,5.0,8
8900,803650,5.0,5.0,8
8950,803700,5.0,5.0,8
9000,803750,5.0,5.0,8
9050,803800,5.0,5.0,8
9100,803850,5.0,5.0,8
9150,803900,5.0,5.0,8
9200,803950,5.0,5.0,8
9250,804000,5.0,5.0,8
9300,804050,5.0,5.0,8
9350,804100,5.0,5.0,8
9400,804150,5.0,5.0,8
9450,804200,5.0,5.0,8
9500,804250,5.0,5.0,8
9550,804300,5.0,5.0,8
9600,804350,5.0,5.0,8
9650,804400,5.0,5.0,8
9700,804450,5.0,5.0,8
9750,804500,5.0,5.0,8
9800,804550,5.0,5.0,8
9850,804600,5.0,5.0,8
9900,804650,5.0,5.0,8
9950,804700,5.0,5.0,8
10000,804750,5.0,5.0,8
10050,804800,5.0,5.0,8
10100,804850,5.0,5.0,8
10150,804900,5.0,5.0,8
10200,804950,5.0,5.0,8
10250,805000,5.0,5.0,8
10300,805050,5.0,5.0,8
10350,805100,5.0,5.0,8
10400,805150,5.0,5.0,8
10450,805200,5.0,5.0,8
10500,805250,5.0,5.0,8
10550,805300,5.0,5.0,8
10600,805350,5.0,5.0,8
10650,805400,5.0,5.0,8
10700,805450,5.0,5.0,8
10750,805500,5.0,5.0,8
10800,805550,5.0,5.0,8
10850,805600,5.0,5.0,8
10900,805650,5.0,5.0,8
10950,805700,5.0,5.0,8
11000,805750,5.0,5.0,8
11050,805800,5.0,5.0,8
11100,805850,5.0,5.0,8
11150,805900,5.0,5.0,8
11200,805950,5.0,5.0,8
11250,806000,5.0,5.0,8
11300,806050,5.0,5.0,8
11350,806100,5.0,5.0,8
11400,806150,5.0,5.0,8
11450,806200,5.0,5.0,8
11500,806250,5.0,5.0,8
11550,806300,5.0,5.0,8
11600,806350,5.0,5.0,8
11650,806400,5.0,5.0,8
11700,806450,5.0,5.0,8
11750,806500,5.0,5.0,8
11800,806550,5.0,5.0,8
11850,806600,5.0,5.0,8
11900,806650,5.0,5.0,8
11950,806700,5.0,5.0,8
12000,806750,5.0,5.0,8
12050,806800,5.0,5.0,8
12100,806850,5.0,5.0,8
12150,806900,5.0,5.0,8
12200,806950,5.0,5.0,8
12250,807000,5.0,5.0,8
12300,807050,5.0,5.0,8
12350,807100,5.0,5.0,8
12400,807150,5.0,5.0,8
12450,807200,5.0,5.0,8
12500,807250,5.0,5.0,8
12550,807300,5.0,5.0,8
12600,807350,5.0,5.0,8
12650,807400,5.0,5.0,8
12700,807450,5.0,5.0,8
12750,807500,5.0,5.0,8
12800,807550,5.0,5.0,8
12850,807600,5.0,5.0,8
12900,807650,5.0,5.0,8
12950,807700,5.0,5.0,8
13000,807750,5.0,5.0,8
13050,807800,5.0,5.0,8
13100,807850,5.0,5.0,8
13150,807900,5.0,5.0,8
13200,807950,5.0,5.0,8
13250,808000,5.0,5.0,8
13300,808050,5.0,5.0,8
13350,808100,5.0,5.0,8
13400,808150,5.0,5.0,8
13450,808200,5.0,5.0,8
13500,808250,5.0,5.0,8
13550,808300,5.0,5.0,8
13600,808350,5.0,5.0,8
13650,808400,5.0,5.0,8
13700,808450,5.0,5.0,8
13750,808500,5.0,5.0,8
13800,808550,5.0,5.0,8
13850,808600,5.0,5.0,8
13900,808650,5.0,5.0,8
13950,808700,5.0,5.0,8
14000,808750,5.0,5.0,8
14050,808800,5.0,5.0,8
14100,808850,5.0,5.0,8
14150,808900,5.0,5.0,8
14200,808950,5.0,5.0,8
14250,809000,5.0,5.0,8
14300,809050,5.0,5.0,8
14350,809100,5.0,5.0,8
14400,809150,5.0,5.0,8
14450,809200,5.0,5.0,8
14500,809250,5.0,5.0,8
14550,809300,5.0,5.0,8
14600,809350,5.0,5.0,8
14650,809400,5.0,5.0,8
14700,809450,5.0,5.0,8
14750,809500,5.0,5.0,8
14800,809550,5.0,5.0,8
14850,809600,5.0,5.0,8
14900,809650,5.0,5.0,8
14950,809700,5.0,5.0,8
15000,809750,5.0,5.0,8
15050,809800,5.0,5.0,8
15100,809850,5.0,5.0,8
15150,809900,5.0,5.0,8
15200,809950,5.0,5.0,8
15250,810000,5.0,5.0,8
