,jstime,valence,arousal,video
9766,488300,5.0,5.031,8
9767,488350,5.0,5.031,8
9768,488400,5.0,5.031,8
9769,488450,5.0,5.031,8
9770,488500,5.0,5.031,8
9771,488550,5.0,5.031,8
9772,488600,5.0,5.031,8
9773,488650,5.0,5.031,8
9774,488700,5.0,5.031,8
9775,488750,5.0,5.031,8
9776,488800,5.0,5.031,8
9777,488850,5.0,5.031,8
9778,488900,5.0,5.031,8
9779,488950,5.0,5.031,8
9780,489000,5.0,5.031,8
9781,489050,5.0,5.031,8
9782,489100,5.0,5.031,8
9783,489150,5.0,5.031,8
9784,489200,5.0,5.031,8
9785,489250,5.0,5.031,8
9786,489300,5.0,5.031,8
9787,489350,5.0,5.031,8
9788,489400,5.0,5.031,8
9789,489450,5.0,5.031,8
9790,489500,5.0,5.031,8
9791,489550,5.0,5.031,8
9792,489600,5.0,5.031,8
9793,489650,5.0,5.031,8
9794,489700,5.0,5.031,8
9795,489750,5.0,5.031,8
9796,489800,5.0,5.031,8
9797,489850,5.0,5.031,8
9798,489900,5.0,5.031,8
9799,489950,5.0,5.031,8
9800,490000,5.0,5.031,8
9801,490050,5.0,5.031,8
9802,490100,5.0,5.031,8
9803,490150,5.0,5.031,8
9804,490200,5.0,5.031,8
9805,490250,5.0,5.031,8
9806,490300,5.0,5.031,8
9807,490350,5.0,5.031,8
9808,490400,5.0,5.031,8
9809,490450,5.0,5.031,8
9810,490500,5.0,5.031,8
9811,490550,5.0,5.031,8
9812,490600,5.0,5.031,8
9813,490650,5.0,5.031,8
9814,490700,5.0,5.031,8
9815,490750,5.0,5.031,8
9816,490800,5.0,5.031,8
9817,490850,5.0,5.031,8
9818,490900,5.0,5.031,8
9819,490950,5.0,5.031,8
9820,491000,5.0,5.031,8
9821,491050,5.0,5.031,8
9822,491100,5.0,5.031,8
9823,491150,5.0,5.031,8
9824,491200,5.0,5.031,8
9825,491250,5.0,5.031,8
9826,491300,5.0,5.031,8
9827,491350,5.0,5.031,8
9828,491400,5.0,5.031,8
9829,491450,5.0,5.031,8
9830,491500,5.0,5.031,8
9831,491550,5.0,5.031,8
9832,491600,5.0,5.031,8
9833,491650,5.0,5.031,8
9834,491700,5.0,5.031,8
9835,491750,5.0,5.031,8
9836,491800,5.0,5.031,8
9837,491850,5.0,5.031,8
9838,491900,5.0,5.031,8
9839,491950,5.0,5.031,8
9840,492000,5.0,5.031,8
9841,492050,5.0,5.031,8
9842,492100,5.0,5.031,8
9843,492150,5.0,5.031,8
9844,492200,5.0,5.031,8
9845,492250,5.0,5.031,8
9846,492300,5.0,5.031,8
9847,492350,5.0,5.031,8
9848,492400,5.0,5.031,8
9849,492450,5.0,5.031,8
9850,492500,5.0,5.031,8
9851,492550,5.0,5.031,8
9852,492600,5.0,5.031,8
9853,492650,5.0,5.031,8
9854,492700,5.0,5.031,8
9855,492750,5.0,5.031,8
