,jstime,valence,arousal,video
4431,221550,5.0,5.0,7
4432,221600,5.0,5.0,7
4433,221650,5.0,5.0,7
4434,221700,5.0,5.0,7
4435,221750,5.0,5.0,7
4436,221800,5.0,5.0,7
4437,221850,5.0,5.0,7
4438,221900,5.0,5.0,7
4439,221950,5.0,5.0,7
4440,222000,5.0,5.0,7
4441,222050,5.0,5.0,7
4442,222100,5.0,5.0,7
4443,222150,5.0,5.0,7
4444,222200,5.0,5.0,7
4445,222250,5.0,5.0,7
4446,222300,5.0,5.0,7
4447,222350,5.0,5.0,7
4448,222400,5.0,5.0,7
4449,222450,5.0,5.0,7
4450,222500,5.0,5.0,7
4451,222550,5.0,5.0,7
4452,222600,5.0,5.0,7
4453,222650,5.0,5.0,7
4454,222700,5.0,5.0,7
4455,222750,5.0,5.0,7
4456,222800,5.0,5.0,7
4457,222850,5.0,5.0,7
4458,222900,5.0,5.0,7
4459,222950,5.0,5.0,7
4460,223000,5.0,5.0,7
4461,223050,5.0,5.0,7
4462,223100,5.0,5.0,7
4463,223150,5.0,5.0,7
4464,223200,5.0,5.0,7
4465,223250,5.0,5.0,7
4466,223300,5.0,5.0,7
4467,223350,5.0,5.0,7
4468,223400,5.0,5.0,7
4469,223450,5.0,5.0,7
4470,223500,5.0,5.0,7
4471,223550,5.0,5.0,7
4472,223600,5.0,5.0,7
4473,223650,5.0,5.0,7
4474,223700,5.0,5.0,7
4475,223750,5.0,5.0,7
4476,223800,5.0,5.0,7
4477,223850,5.0,5.0,7
4478,223900,5.0,5.0,7
4479,223950,5.0,5.0,7
4480,224000,5.0,5.0,7
4481,224050,5.0,5.0,7
4482,224100,5.0,5.0,7
4483,224150,5.0,5.0,7
4484,224200,5.0,5.0,7
4485,224250,5.0,5.0,7
4486,224300,5.0,5.0,7
4487,224350,5.0,5.0,7
4488,224400,5.0,5.0,7
4489,224450,5.0,5.0,7
4490,224500,5.0,5.0,7
4491,224550,5.0,5.0,7
4492,224600,5.0,5.0,7
4493,224650,5.0,5.0,7
4494,224700,5.0,5.0,7
4495,224750,5.0,5.0,7
4496,224800,5.0,5.0,7
4497,224850,5.0,5.0,7
4498,224900,5.0,5.0,7
4499,224950,5.0,5.0,7
4500,225000,5.0,5.0,7
4501,225050,5.0,5.0,7
4502,225100,5.0,5.0,7
4503,225150,5.0,5.0,7
4504,225200,5.0,5.0,7
4505,225250,5.0,5.0,7
4506,225300,5.0,5.0,7
4507,225350,5.0,5.0,7
4508,225400,5.0,5.0,7
4509,225450,5.0,5.0,7
4510,225500,5.0,5.0,7
4511,225550,5.0,5.0,7
4512,225600,5.0,5.0,7
4513,225650,5.0,5.0,7
4514,225700,5.0,5.0,7
4515,225750,5.0,5.0,7
4516,225800,5.0,5.0,7
4517,225850,5.0,5.0,7
4518,225900,5.0,5.0,7
4519,225950,5.0,5.0,7
4520,226000,5.0,5.0,7
4521,226050,5.0,5.0,7
4522,226100,5.0,5.0,7
4523,226150,5.0,5.0,7
4524,226200,5.0,5.0,7
4525,226250,5.0,5.0,7
4526,226300,5.0,5.0,7
4527,226350,5.0,5.0,7
4528,226400,5.0,5.0,7
4529,226450,5.0,5.0,7
4530,226500,5.0,5.0,7
4531,226550,5.0,5.0,7
4532,226600,5.0,5.0,7
4533,226650,5.0,5.0,7
4534,226700,5.0,5.0,7
4535,226750,5.0,5.0,7
4536,226800,5.0,5.0,7
4537,226850,5.0,5.0,7
4538,226900,5.0,5.0,7
4539,226950,5.0,5.0,7
4540,227000,5.0,5.0,7
4541,227050,5.0,5.0,7
4542,227100,5.0,5.0,7
4543,227150,5.0,5.0,7
4544,227200,5.0,5.0,7
4545,227250,5.0,5.0,7
4546,227300,5.0,5.0,7
4547,227350,5.0,5.0,7
4548,227400,5.0,5.0,7
4549,227450,5.0,5.0,7
4550,227500,5.0,5.0,7
4551,227550,5.0,5.0,7
4552,227600,5.0,5.0,7
4553,227650,5.0,5.0,7
4554,227700,5.0,5.0,7
4555,227750,5.0,5.0,7
4556,227800,5.0,5.0,7
4557,227850,5.0,5.0,7
4558,227900,5.0,5.0,7
4559,227950,5.0,5.0,7
4560,228000,5.0,5.0,7
4561,228050,5.0,5.0,7
4562,228100,5.0,5.0,7
4563,228150,5.0,5.0,7
4564,228200,5.0,5.0,7
4565,228250,5.0,5.0,7
4566,228300,5.0,5.0,7
4567,228350,5.0,5.0,7
4568,228400,5.0,5.0,7
4569,228450,5.0,5.0,7
4570,228500,5.0,5.0,7
4571,228550,5.0,5.0,7
4572,228600,5.0,5.0,7
4573,228650,5.0,5.0,7
4574,228700,5.0,5.0,7
4575,228750,5.0,5.0,7
4576,228800,5.0,5.0,7
4577,228850,5.0,5.0,7
4578,228900,5.0,5.0,7
4579,228950,5.0,5.0,7
4580,229000,5.0,5.0,7
