,jstime,valence,arousal,video
10543,527150,5.0,5.0,7
10544,527200,5.0,5.0,7
10545,527250,5.0,5.0,7
10546,527300,5.0,5.0,7
10547,527350,5.0,5.0,7
10548,527400,5.0,5.0,7
10549,527450,5.0,5.0,7
10550,527500,5.0,5.0,7
10551,527550,5.0,5.0,7
10552,527600,5.0,5.0,7
10553,527650,5.0,5.0,7
10554,527700,5.0,5.0,7
10555,527750,5.0,5.0,7
10556,527800,5.0,5.0,7
10557,527850,5.0,5.0,7
10558,527900,5.0,5.0,7
10559,527950,5.0,5.0,7
10560,528000,5.0,5.0,7
10561,528050,5.0,5.0,7
10562,528100,5.0,5.0,7
10563,528150,5.0,5.0,7
10564,528200,5.0,5.0,7
10565,528250,5.0,5.0,7
10566,528300,5.0,5.0,7
10567,528350,5.0,5.0,7
10568,528400,5.0,5.0,7
10569,528450,5.0,5.0,7
10570,528500,5.0,5.0,7
10571,528550,5.0,5.0,7
10572,528600,5.0,5.0,7
10573,528650,5.0,5.0,7
10574,528700,5.0,5.0,7
10575,528750,5.0,5.0,7
10576,528800,5.0,5.0,7
10577,528850,5.0,5.0,7
10578,528900,5.0,5.0,7
10579,528950,5.0,5.0,7
10580,529000,5.0,5.0,7
10581,529050,5.0,5.0,7
10582,529100,5.0,5.0,7
10583,529150,5.0,5.0,7
10584,529200,5.0,5.0,7
10585,529250,5.0,5.0,7
10586,529300,5.0,5.0,7
10587,529350,5.0,5.0,7
10588,529400,5.0,5.0,7
10589,529450,5.0,5.0,7
10590,529500,5.0,5.0,7
10591,529550,5.0,5.0,7
10592,529600,5.0,5.0,7
10593,529650,5.0,5.0,7
10594,529700,5.0,5.0,7
10595,529750,5.0,5.0,7
10596,529800,5.0,5.0,7
10597,529850,5.0,5.0,7
10598,529900,5.0,5.0,7
10599,529950,5.0,5.0,7
10600,530000,5.0,5.0,7
10601,530050,5.0,5.0,7
10602,530100,5.0,5.0,7
10603,530150,5.0,5.0,7
10604,530200,5.0,5.0,7
10605,530250,5.0,5.0,7
10606,530300,5.0,5.0,7
10607,530350,5.0,5.0,7
10608,530400,5.0,5.0,7
10609,530450,5.0,5.0,7
10610,530500,5.0,5.0,7
10611,530550,5.0,5.0,7
10612,530600,5.0,5.0,7
10613,530650,5.0,5.0,7
10614,530700,5.0,5.0,7
10615,530750,5.0,5.0,7
10616,530800,5.0,5.0,7
10617,530850,5.0,5.0,7
10618,530900,5.0,5.0,7
10619,530950,5.0,5.0,7
10620,531000,5.0,5.0,7
10621,531050,5.0,5.0,7
10622,531100,5.0,5.0,7
10623,531150,5.0,5.0,7
10624,531200,5.0,5.0,7
10625,531250,5.0,5.0,7
10626,531300,5.0,5.0,7
10627,531350,5.0,5.0,7
10628,531400,5.0,5.0,7
10629,531450,5.0,5.0,7
10630,531500,5.0,5.0,7
10631,531550,5.0,5.0,7
10632,531600,5.0,5.0,7
10633,531650,5.0,5.0,7
10634,531700,5.0,5.0,7
10635,531750,5.0,5.0,7
10636,531800,5.0,5.0,7
10637,531850,5.0,5.0,7
10638,531900,5.0,5.0,7
10639,531950,5.0,5.0,7
10640,532000,5.0,5.0,7
10641,532050,5.0,5.0,7
10642,532100,5.0,5.0,7
10643,532150,5.0,5.0,7
10644,532200,5.0,5.0,7
10645,532250,5.0,5.0,7
10646,532300,5.0,5.0,7
10647,532350,5.0,5.0,7
10648,532400,5.0,5.0,7
10649,532450,5.0,5.0,7
10650,532500,5.0,5.0,7
10651,532550,5.0,5.0,7
10652,532600,5.0,5.0,7
10653,532650,5.0,5.0,7
10654,532700,5.0,5.0,7
10655,532750,5.0,5.0,7
10656,532800,5.0,5.0,7
10657,532850,5.0,5.0,7
10658,532900,5.0,5.0,7
10659,532950,5.0,5.0,7
10660,533000,5.0,5.0,7
10661,533050,5.0,5.0,7
10662,533100,5.0,5.0,7
10663,533150,5.0,5.0,7
10664,533200,5.0,5.0,7
10665,533250,5.0,5.0,7
10666,533300,5.0,5.0,7
10667,533350,5.0,5.0,7
10668,533400,5.0,5.0,7
10669,533450,5.0,5.0,7
10670,533500,5.0,5.0,7
10671,533550,5.0,5.0,7
10672,533600,5.0,5.0,7
10673,533650,5.0,5.0,7
10674,533700,5.0,5.0,7
10675,533750,5.0,5.0,7
10676,533800,5.0,5.0,7
10677,533850,5.0,5.0,7
10678,533900,5.0,5.0,7
10679,533950,5.0,5.0,7
10680,534000,5.0,5.0,7
10681,534050,5.0,5.0,7
10682,534100,5.0,5.0,7
10683,534150,5.0,5.0,7
10684,534200,5.0,5.0,7
10685,534250,5.0,5.0,7
10686,534300,5.0,5.0,7
10687,534350,5.0,5.0,7
10688,534400,5.0,5.0,7
10689,534450,5.0,5.0,7
10690,534500,5.0,5.0,7
10691,534550,5.0,5.0,7
10692,534600,5.0,5.0,7
10693,534650,5.0,5.0,7
10694,534700,5.0,5.0,7
10695,534750,5.0,5.0,7
10696,534800,5.0,5.0,7
10697,534850,5.0,5.0,7
10698,534900,5.0,5.0,7
10699,534950,5.0,5.0,7
10700,535000,5.0,5.0,7
10701,535050,5.0,5.0,7
10702,535100,5.0,5.0,7
10703,535150,5.0,5.0,7
10704,535200,5.0,5.0,7
10705,535250,5.0,5.0,7
10706,535300,5.0,5.0,7
10707,535350,5.0,5.0,7
10708,535400,5.0,5.0,7
10709,535450,5.0,5.0,7
10710,535500,5.0,5.0,7
10711,535550,5.0,5.0,7
10712,535600,5.0,5.0,7
10713,535650,5.0,5.0,7
10714,535700,5.0,5.0,7
10715,535750,5.0,5.0,7
10716,535800,5.0,5.0,7
10717,535850,5.0,5.0,7
10718,535900,5.0,5.0,7
10719,535950,5.0,5.0,7
10720,536000,5.0,5.0,7
10721,536050,5.0,5.0,7
10722,536100,5.0,5.0,7
10723,536150,5.0,5.0,7
10724,536200,5.0,5.0,7
10725,536250,5.0,5.0,7
10726,536300,5.0,5.0,7
10727,536350,5.0,5.0,7
10728,536400,5.0,5.0,7
10729,536450,5.0,5.0,7
10730,536500,5.0,5.0,7
10731,536550,5.0,5.0,7
10732,536600,5.0,5.0,7
10733,536650,5.0,5.0,7
10734,536700,5.0,5.0,7
10735,536750,5.0,5.0,7
10736,536800,5.0,5.0,7
10737,536850,5.0,5.0,7
10738,536900,5.0,5.0,7
10739,536950,5.0,5.0,7
10740,537000,5.0,5.0,7
10741,537050,5.0,5.0,7
10742,537100,5.0,5.0,7
10743,537150,5.0,5.0,7
10744,537200,5.0,5.0,7
10745,537250,5.0,5.0,7
10746,537300,5.0,5.0,7
10747,537350,5.0,5.0,7
10748,537400,5.0,5.0,7
10749,537450,5.0,5.0,7
10750,537500,5.0,5.0,7
10751,537550,5.0,5.0,7
10752,537600,5.0,5.0,7
10753,537650,5.0,5.009,7
10754,537700,5.0,5.063,7
10755,537750,5.0,5.122,7
10756,537800,5.0,5.122,7
10757,537850,5.0,5.122,7
10758,537900,5.0,5.122,7
10759,537950,5.0,5.122,7
10760,538000,5.0,5.122,7
10761,538050,5.0,5.122,7
10762,538100,5.0,5.122,7
10763,538150,5.0,5.122,7
10764,538200,5.0,5.122,7
10765,538250,5.0,5.122,7
10766,538300,5.0,5.122,7
10767,538350,5.0,5.122,7
10768,538400,5.0,5.122,7
10769,538450,5.0,5.122,7
10770,538500,5.0,5.12,7
10771,538550,5.0,5.113,7
10772,538600,5.0,5.099,7
10773,538650,5.0,5.09,7
10774,538700,5.0,5.086,7
10775,538750,5.0,5.086,7
10776,538800,5.0,5.086,7
10777,538850,5.0,5.086,7
10778,538900,5.0,5.08,7
10779,538950,5.0,5.066,7
10780,539000,5.0,5.059,7
10781,539050,5.0,5.05,7
10782,539100,5.0,5.044,7
10783,539150,5.0,5.042,7
10784,539200,5.0,5.04,7
10785,539250,5.0,5.03,7
10786,539300,5.0,5.019,7
10787,539350,5.0,5.013,7
10788,539400,5.0,5.01,7
10789,539450,5.0,5.007,7
10790,539500,5.0,5.007,7
10791,539550,5.0,5.007,7
10792,539600,5.0,5.007,7
10793,539650,5.0,5.007,7
10794,539700,5.0,5.004,7
10795,539750,5.0,5.0,7
10796,539800,5.0,5.0,7
10797,539850,5.0,5.0,7
10798,539900,5.0,5.0,7
10799,539950,5.0,5.0,7
10800,540000,5.0,5.0,7
10801,540050,5.0,5.0,7
10802,540100,5.0,5.0,7
10803,540150,5.0,5.0,7
10804,540200,5.0,5.0,7
10805,540250,5.0,5.0,7
10806,540300,5.0,5.0,7
10807,540350,5.0,5.0,7
10808,540400,5.0,5.0,7
10809,540450,5.0,5.0,7
10810,540500,5.0,5.0,7
10811,540550,5.0,5.0,7
10812,540600,5.0,5.0,7
10813,540650,5.0,5.0,7
10814,540700,5.0,5.0,7
10815,540750,5.0,5.0,7
10816,540800,5.0,5.0,7
10817,540850,5.0,5.0,7
10818,540900,5.0,5.0,7
10819,540950,5.0,5.0,7
10820,541000,5.0,5.0,7
10821,541050,5.0,5.0,7
10822,541100,5.0,5.0,7
