,jstime,valence,arousal,video
15316,765800,5.0,5.0,7
15317,765850,5.0,5.0,7
15318,765900,5.0,5.0,7
15319,765950,5.0,5.0,7
15320,766000,5.0,5.0,7
15321,766050,5.0,5.0,7
15322,766100,5.0,5.0,7
15323,766150,5.0,5.0,7
15324,766200,5.0,5.0,7
15325,766250,5.0,5.0,7
15326,766300,5.0,5.0,7
15327,766350,5.0,5.0,7
15328,766400,5.0,5.0,7
15329,766450,5.0,5.0,7
15330,766500,5.0,5.0,7
15331,766550,5.0,5.0,7
15332,766600,5.0,5.0,7
15333,766650,5.0,5.0,7
15334,766700,5.0,5.0,7
15335,766750,5.0,5.0,7
15336,766800,5.0,5.0,7
15337,766850,5.0,5.0,7
15338,766900,5.0,5.0,7
15339,766950,5.0,5.0,7
15340,767000,5.0,5.0,7
15341,767050,5.0,5.0,7
15342,767100,5.0,5.0,7
15343,767150,5.0,5.0,7
15344,767200,5.0,5.0,7
15345,767250,5.0,5.0,7
15346,767300,5.0,5.0,7
15347,767350,5.0,5.0,7
15348,767400,5.0,5.0,7
15349,767450,5.0,5.0,7
15350,767500,5.0,5.0,7
15351,767550,5.0,5.0,7
15352,767600,5.0,5.0,7
15353,767650,5.0,5.0,7
15354,767700,5.0,5.0,7
15355,767750,5.0,5.0,7
15356,767800,5.0,5.0,7
15357,767850,5.0,5.0,7
15358,767900,5.0,5.0,7
15359,767950,5.0,5.0,7
15360,768000,5.0,5.0,7
15361,768050,5.0,5.0,7
15362,768100,5.0,5.0,7
15363,768150,5.0,5.0,7
15364,768200,5.0,5.0,7
15365,768250,5.0,5.0,7
15366,768300,5.0,5.0,7
15367,768350,5.0,5.0,7
15368,768400,5.0,5.0,7
15369,768450,5.0,5.0,7
15370,768500,5.0,5.0,7
15371,768550,5.0,5.0,7
15372,768600,5.0,5.0,7
15373,768650,5.0,5.0,7
15374,768700,5.0,5.0,7
15375,768750,5.0,5.0,7
15376,768800,5.0,5.0,7
15377,768850,5.0,5.0,7
15378,768900,5.0,5.0,7
15379,768950,5.0,5.0,7
15380,769000,5.0,5.0,7
15381,769050,5.0,5.0,7
15382,769100,5.0,5.0,7
15383,769150,5.0,5.0,7
15384,769200,5.0,5.0,7
15385,769250,5.0,5.0,7
15386,769300,5.0,5.0,7
15387,769350,5.0,5.0,7
15388,769400,5.0,5.0,7
15389,769450,5.0,5.0,7
15390,769500,5.0,5.0,7
15391,769550,5.0,5.0,7
15392,769600,5.0,5.0,7
15393,769650,5.0,5.0,7
15394,769700,5.0,5.0,7
15395,769750,5.0,5.0,7
15396,769800,5.0,5.0,7
15397,769850,5.0,5.0,7
15398,769900,5.0,5.0,7
15399,769950,5.0,5.0,7
15400,770000,5.0,5.0,7
15401,770050,5.0,5.0,7
15402,770100,5.0,5.0,7
15403,770150,5.0,5.0,7
15404,770200,5.0,5.0,7
15405,770250,5.0,5.0,7
15406,770300,5.0,5.0,7
15407,770350,5.0,5.0,7
15408,770400,5.0,5.0,7
15409,770450,5.0,5.0,7
15410,770500,5.0,5.0,7
15411,770550,5.0,5.0,7
15412,770600,5.0,5.0,7
15413,770650,5.0,5.0,7
15414,770700,5.0,5.0,7
15415,770750,5.0,5.0,7
15416,770800,5.0,5.0,7
15417,770850,5.0,5.0,7
15418,770900,5.0,5.0,7
15419,770950,5.0,5.0,7
15420,771000,5.0,5.0,7
15421,771050,5.0,5.0,7
15422,771100,5.0,5.0,7
15423,771150,5.0,5.0,7
15424,771200,5.0,5.0,7
15425,771250,5.0,5.0,7
15426,771300,5.0,5.0,7
15427,771350,5.0,5.0,7
15428,771400,5.0,5.0,7
15429,771450,5.0,5.0,7
15430,771500,5.0,5.0,7
15431,771550,5.0,5.0,7
15432,771600,5.0,5.0,7
15433,771650,5.0,5.0,7
15434,771700,5.0,5.0,7
15435,771750,5.0,5.0,7
15436,771800,5.0,5.0,7
15437,771850,5.0,5.0,7
15438,771900,5.0,5.0,7
15439,771950,5.0,5.0,7
15440,772000,5.0,5.0,7
15441,772050,5.0,5.0,7
15442,772100,5.0,5.0,7
15443,772150,5.0,5.0,7
15444,772200,5.0,5.0,7
15445,772250,5.0,5.0,7
15446,772300,5.0,5.0,7
15447,772350,5.0,5.0,7
15448,772400,5.0,5.0,7
15449,772450,5.0,5.0,7
15450,772500,5.0,5.0,7
15451,772550,5.0,5.0,7
15452,772600,5.0,5.0,7
15453,772650,5.0,5.0,7
15454,772700,5.0,5.0,7
15455,772750,5.0,5.0,7
15456,772800,5.0,5.0,7
15457,772850,5.0,5.0,7
15458,772900,5.0,5.0,7
15459,772950,5.0,5.0,7
15460,773000,5.0,5.0,7
15461,773050,5.0,5.0,7
15462,773100,5.0,5.0,7
15463,773150,5.0,5.0,7
15464,773200,5.0,5.0,7
15465,773250,5.0,5.0,7
15466,773300,5.0,5.0,7
15467,773350,5.0,5.0,7
15468,773400,5.0,5.0,7
15469,773450,5.0,5.0,7
15470,773500,5.0,5.0,7
15471,773550,5.0,5.0,7
15472,773600,5.0,5.0,7
15473,773650,5.0,5.0,7
15474,773700,5.0,5.0,7
15475,773750,5.0,5.0,7
15476,773800,5.0,5.0,7
15477,773850,5.0,5.0,7
15478,773900,5.0,5.0,7
15479,773950,5.0,5.0,7
15480,774000,5.0,5.0,7
15481,774050,5.0,5.0,7
15482,774100,5.0,5.0,7
15483,774150,5.0,5.0,7
15484,774200,5.0,5.0,7
15485,774250,5.0,5.0,7
15486,774300,5.0,5.0,7
15487,774350,5.0,5.0,7
15488,774400,5.0,5.0,7
15489,774450,5.0,5.0,7
15490,774500,5.0,5.0,7
15491,774550,5.0,5.0,7
15492,774600,5.0,5.0,7
15493,774650,5.0,5.0,7
15494,774700,5.0,5.0,7
15495,774750,5.0,5.0,7
15496,774800,5.0,5.0,7
15497,774850,5.0,5.0,7
15498,774900,5.0,5.0,7
15499,774950,5.0,5.0,7
15500,775000,5.0,5.0,7
15501,775050,5.0,5.0,7
15502,775100,5.0,5.0,7
