,jstime,valence,arousal,video
10293,514650,5.0,5.0,8
10294,514700,5.0,5.0,8
10295,514750,5.0,5.0,8
10296,514800,5.0,5.0,8
10297,514850,5.0,5.0,8
10298,514900,5.0,5.0,8
10299,514950,5.0,5.0,8
10300,515000,5.0,5.0,8
10301,515050,5.0,5.0,8
10302,515100,5.0,5.0,8
10303,515150,5.0,5.0,8
10304,515200,5.0,5.0,8
10305,515250,5.0,5.0,8
10306,515300,5.0,5.0,8
10307,515350,5.0,5.0,8
10308,515400,5.0,5.0,8
10309,515450,5.0,5.0,8
10310,515500,5.0,5.0,8
10311,515550,5.0,5.0,8
10312,515600,5.0,5.0,8
10313,515650,5.0,5.0,8
10314,515700,5.0,5.0,8
10315,515750,5.0,5.0,8
10316,515800,5.0,5.0,8
10317,515850,5.0,5.0,8
10318,515900,5.0,5.0,8
10319,515950,5.0,5.0,8
10320,516000,5.0,5.0,8
10321,516050,5.0,5.0,8
10322,516100,5.0,5.0,8
10323,516150,5.0,5.0,8
10324,516200,5.0,5.0,8
10325,516250,5.0,5.0,8
10326,516300,5.0,5.0,8
10327,516350,5.0,5.0,8
10328,516400,5.0,5.0,8
10329,516450,5.0,5.0,8
10330,516500,5.0,5.0,8
10331,516550,5.0,5.0,8
10332,516600,5.0,5.0,8
10333,516650,5.0,5.0,8
10334,516700,5.0,5.0,8
10335,516750,5.0,5.0,8
10336,516800,5.0,5.0,8
10337,516850,5.0,5.0,8
10338,516900,5.0,5.0,8
10339,516950,5.0,5.0,8
10340,517000,5.0,5.0,8
10341,517050,5.0,5.0,8
10342,517100,5.0,5.0,8
10343,517150,5.0,5.0,8
10344,517200,5.0,5.0,8
10345,517250,5.0,5.0,8
10346,517300,5.0,5.0,8
10347,517350,5.0,5.0,8
10348,517400,5.0,5.0,8
10349,517450,5.0,5.0,8
10350,517500,5.0,5.0,8
10351,517550,5.0,5.0,8
10352,517600,5.0,5.0,8
10353,517650,5.0,5.0,8
10354,517700,5.0,5.0,8
10355,517750,5.0,5.0,8
10356,517800,5.0,5.0,8
10357,517850,5.0,5.0,8
10358,517900,5.0,5.0,8
10359,517950,5.0,5.0,8
10360,518000,5.0,5.0,8
10361,518050,5.0,5.0,8
10362,518100,5.0,5.0,8
10363,518150,5.0,5.0,8
10364,518200,5.0,5.0,8
10365,518250,5.0,5.0,8
10366,518300,5.0,5.0,8
10367,518350,5.0,5.0,8
10368,518400,5.0,5.0,8
10369,518450,5.0,5.0,8
10370,518500,5.0,5.0,8
10371,518550,5.0,5.0,8
10372,518600,5.0,5.0,8
10373,518650,5.0,5.0,8
10374,518700,5.0,5.0,8
10375,518750,5.0,5.0,8
10376,518800,5.0,5.0,8
10377,518850,5.0,5.0,8
10378,518900,5.0,5.0,8
10379,518950,5.0,5.0,8
10380,519000,5.0,5.0,8
10381,519050,5.0,5.0,8
10382,519100,5.0,5.0,8
10383,519150,5.0,5.0,8
10384,519200,5.0,5.0,8
10385,519250,5.0,5.0,8
10386,519300,5.0,5.0,8
10387,519350,5.0,5.0,8
10388,519400,5.0,5.0,8
10389,519450,5.0,5.0,8
10390,519500,5.0,5.0,8
10391,519550,5.0,5.0,8
10392,519600,5.0,5.0,8
10393,519650,5.0,5.0,8
10394,519700,5.0,5.0,8
10395,519750,5.0,5.0,8
10396,519800,5.0,5.0,8
10397,519850,5.0,5.0,8
10398,519900,5.0,5.0,8
10399,519950,5.0,5.0,8
10400,520000,5.0,5.0,8
10401,520050,5.0,5.0,8
10402,520100,5.0,5.0,8
10403,520150,5.0,5.0,8
10404,520200,5.0,5.0,8
10405,520250,5.0,5.0,8
10406,520300,5.0,5.0,8
10407,520350,5.0,5.0,8
10408,520400,5.0,5.0,8
10409,520450,5.0,5.0,8
10410,520500,5.0,5.0,8
10411,520550,5.0,5.0,8
10412,520600,5.0,5.0,8
10413,520650,5.0,5.0,8
10414,520700,5.0,5.0,8
10415,520750,5.0,5.0,8
10416,520800,5.0,5.0,8
10417,520850,5.0,5.0,8
10418,520900,5.0,5.0,8
10419,520950,5.0,5.0,8
10420,521000,5.0,5.0,8
10421,521050,5.0,5.0,8
10422,521100,5.0,5.0,8
10423,521150,5.0,5.0,8
10424,521200,5.0,5.0,8
10425,521250,5.0,5.0,8
10426,521300,5.0,5.0,8
10427,521350,5.0,5.0,8
10428,521400,5.0,5.0,8
10429,521450,5.0,5.0,8
10430,521500,5.0,5.0,8
10431,521550,5.0,5.0,8
10432,521600,5.0,5.0,8
10433,521650,5.0,5.0,8
10434,521700,5.0,5.0,8
10435,521750,5.0,5.0,8
10436,521800,5.0,5.0,8
10437,521850,5.0,5.0,8
10438,521900,5.0,5.0,8
10439,521950,5.0,5.0,8
10440,522000,5.0,5.0,8
10441,522050,5.0,5.0,8
10442,522100,5.0,5.0,8
10443,522150,5.0,5.0,8
10444,522200,5.0,5.0,8
10445,522250,5.0,5.0,8
10446,522300,5.0,5.0,8
10447,522350,5.0,5.0,8
10448,522400,5.0,5.0,8
10449,522450,5.0,5.0,8
10450,522500,5.0,5.0,8
10451,522550,5.0,5.0,8
10452,522600,5.0,5.0,8
10453,522650,5.0,5.0,8
10454,522700,5.0,5.0,8
10455,522750,5.0,5.0,8
10456,522800,5.0,5.0,8
10457,522850,5.0,5.0,8
10458,522900,5.0,5.0,8
10459,522950,5.0,5.0,8
10460,523000,5.0,5.0,8
10461,523050,5.0,5.0,8
10462,523100,5.0,5.0,8
10463,523150,5.0,5.0,8
10464,523200,5.0,5.0,8
10465,523250,5.0,5.0,8
10466,523300,5.0,5.0,8
10467,523350,5.0,5.0,8
10468,523400,5.0,5.0,8
10469,523450,5.0,5.0,8
10470,523500,5.0,5.0,8
10471,523550,5.0,5.0,8
10472,523600,5.0,5.0,8
10473,523650,5.0,5.0,8
10474,523700,5.0,5.0,8
10475,523750,5.0,5.0,8
10476,523800,5.0,5.0,8
10477,523850,5.0,5.0,8
10478,523900,5.0,5.0,8
10479,523950,5.0,5.0,8
10480,524000,5.0,5.0,8
10481,524050,5.0,5.0,8
10482,524100,5.0,5.0,8
10483,524150,5.0,5.0,8
10484,524200,5.0,5.0,8
10485,524250,5.0,5.0,8
10486,524300,5.0,5.0,8
10487,524350,5.0,5.0,8
10488,524400,5.0,5.0,8
10489,524450,5.0,5.0,8
10490,524500,5.0,5.0,8
10491,524550,5.0,5.0,8
10492,524600,5.0,5.0,8
10493,524650,5.0,5.0,8
10494,524700,5.0,5.0,8
10495,524750,5.0,5.0,8
10496,524800,5.0,5.0,8
10497,524850,5.0,5.0,8
10498,524900,5.0,5.0,8
10499,524950,5.0,5.0,8
10500,525000,5.0,5.0,8
10501,525050,5.0,5.0,8
10502,525100,5.0,5.0,8
10503,525150,5.0,5.0,8
10504,525200,5.0,5.0,8
10505,525250,5.0,5.0,8
10506,525300,5.0,5.0,8
10507,525350,5.0,5.0,8
10508,525400,5.0,5.0,8
10509,525450,5.0,5.0,8
10510,525500,5.0,5.0,8
10511,525550,5.0,5.0,8
10512,525600,5.0,5.0,8
10513,525650,5.0,5.0,8
10514,525700,5.0,5.0,8
10515,525750,5.0,5.0,8
10516,525800,5.0,5.0,8
10517,525850,5.0,5.0,8
10518,525900,5.0,5.0,8
10519,525950,5.0,5.0,8
10520,526000,5.0,5.0,8
10521,526050,5.0,5.0,8
10522,526100,5.0,5.0,8
10523,526150,5.0,5.0,8
10524,526200,5.0,5.0,8
10525,526250,5.0,5.0,8
10526,526300,5.0,5.0,8
10527,526350,5.0,5.0,8
10528,526400,5.0,5.0,8
10529,526450,5.0,5.0,8
10530,526500,5.0,5.0,8
10531,526550,5.0,5.0,8
10532,526600,5.0,5.0,8
10533,526650,5.0,5.0,8
10534,526700,5.0,5.0,8
10535,526750,5.0,5.0,8
10536,526800,5.0,5.0,8
10537,526850,5.0,5.0,8
10538,526900,5.0,5.0,8
10539,526950,5.0,5.0,8
10540,527000,5.0,5.0,8
10541,527050,5.0,5.0,8
10542,527100,5.0,5.0,8
10543,527150,5.0,5.0,8
10544,527200,5.0,5.0,8
10545,527250,5.0,5.0,8
10546,527300,5.0,5.0,8
10547,527350,5.0,5.0,8
10548,527400,5.0,5.0,8
10549,527450,5.0,5.0,8
10550,527500,5.0,5.0,8
10551,527550,5.0,5.0,8
10552,527600,5.0,5.0,8
10553,527650,5.0,5.0,8
10554,527700,5.0,5.0,8
10555,527750,5.0,5.0,8
10556,527800,5.0,5.0,8
10557,527850,5.0,5.0,8
10558,527900,5.0,5.0,8
10559,527950,5.0,5.0,8
10560,528000,5.0,5.0,8
10561,528050,5.0,5.0,8
10562,528100,5.0,5.0,8
10563,528150,5.0,5.0,8
10564,528200,5.0,5.0,8
10565,528250,5.0,5.0,8
10566,528300,5.0,5.0,8
10567,528350,5.0,5.0,8
10568,528400,5.0,5.0,8
10569,528450,5.0,5.0,8
10570,528500,5.0,5.0,8
10571,528550,5.0,5.0,8
10572,528600,5.0,5.0,8
10573,528650,5.0,5.0,8
10574,528700,5.0,5.0,8
10575,528750,5.0,5.0,8
10576,528800,5.0,5.0,8
10577,528850,5.0,5.0,8
10578,528900,5.0,5.0,8
10579,528950,5.0,5.0,8
10580,529000,5.0,5.0,8
10581,529050,5.0,5.0,8
10582,529100,5.0,5.0,8
10583,529150,5.0,5.0,8
10584,529200,5.0,5.0,8
10585,529250,5.0,5.0,8
10586,529300,5.0,5.0,8
10587,529350,5.0,5.0,8
10588,529400,5.0,5.0,8
10589,529450,5.0,5.0,8
10590,529500,5.0,5.0,8
10591,529550,5.0,5.0,8
10592,529600,5.0,5.0,8
10593,529650,5.0,5.0,8
10594,529700,5.0,5.0,8
10595,529750,5.0,5.0,8
10596,529800,5.0,5.0,8
