,jstime,valence,arousal,video
21230,1061500,5.0,5.0,8
21231,1061550,5.0,5.0,8
21232,1061600,5.0,5.0,8
21233,1061650,5.0,5.0,8
21234,1061700,5.0,5.0,8
21235,1061750,5.0,5.0,8
21236,1061800,5.0,5.0,8
21237,1061850,5.0,5.0,8
21238,1061900,5.0,5.0,8
21239,1061950,5.0,5.0,8
21240,1062000,5.0,5.0,8
21241,1062050,5.0,5.0,8
21242,1062100,5.0,5.0,8
21243,1062150,5.0,5.0,8
21244,1062200,5.0,5.0,8
21245,1062250,5.0,5.0,8
21246,1062300,5.0,5.0,8
21247,1062350,5.0,5.0,8
21248,1062400,5.0,5.0,8
21249,1062450,5.0,5.0,8
21250,1062500,5.0,5.0,8
21251,1062550,5.0,5.0,8
21252,1062600,5.0,5.0,8
21253,1062650,5.0,5.0,8
21254,1062700,5.0,5.0,8
21255,1062750,5.0,5.0,8
21256,1062800,5.0,5.0,8
21257,1062850,5.0,5.0,8
21258,1062900,5.0,5.0,8
21259,1062950,5.0,5.0,8
21260,1063000,5.0,5.0,8
21261,1063050,5.0,5.0,8
21262,1063100,5.0,5.0,8
21263,1063150,5.0,5.0,8
21264,1063200,5.0,5.0,8
21265,1063250,5.0,5.0,8
21266,1063300,5.0,5.0,8
21267,1063350,5.0,5.0,8
21268,1063400,5.0,5.0,8
21269,1063450,5.0,5.0,8
21270,1063500,5.0,5.0,8
21271,1063550,5.0,5.0,8
21272,1063600,5.0,5.0,8
21273,1063650,5.0,5.0,8
21274,1063700,5.0,5.0,8
21275,1063750,5.0,5.0,8
21276,1063800,5.0,5.0,8
21277,1063850,5.0,5.0,8
21278,1063900,5.0,5.0,8
21279,1063950,5.0,5.0,8
21280,1064000,5.0,5.0,8
21281,1064050,5.0,5.0,8
21282,1064100,5.0,5.0,8
21283,1064150,5.0,5.0,8
21284,1064200,5.0,5.0,8
21285,1064250,5.0,5.0,8
21286,1064300,5.0,5.0,8
21287,1064350,5.0,5.0,8
21288,1064400,5.0,5.0,8
21289,1064450,5.0,5.0,8
21290,1064500,5.0,5.0,8
21291,1064550,5.0,5.0,8
21292,1064600,5.0,5.0,8
