,jstime,valence,arousal,video
20618,1030900,5.0,5.0,7
20619,1030950,5.0,5.0,7
20620,1031000,5.0,5.0,7
20621,1031050,5.0,5.0,7
20622,1031100,5.0,5.0,7
20623,1031150,5.0,5.0,7
20624,1031200,5.0,5.0,7
20625,1031250,5.0,5.0,7
20626,1031300,5.0,5.0,7
20627,1031350,5.0,5.0,7
20628,1031400,5.0,5.0,7
20629,1031450,5.0,5.0,7
20630,1031500,5.0,5.0,7
20631,1031550,5.0,5.0,7
20632,1031600,5.0,5.0,7
20633,1031650,5.0,5.0,7
20634,1031700,5.0,5.0,7
20635,1031750,5.0,5.0,7
20636,1031800,5.0,5.0,7
20637,1031850,5.0,5.0,7
20638,1031900,5.0,5.0,7
20639,1031950,5.0,5.0,7
20640,1032000,5.0,5.0,7
20641,1032050,5.0,5.0,7
20642,1032100,5.0,5.0,7
20643,1032150,5.0,5.0,7
20644,1032200,5.0,5.0,7
20645,1032250,5.0,5.0,7
20646,1032300,5.0,5.0,7
20647,1032350,5.0,5.0,7
20648,1032400,5.0,5.0,7
20649,1032450,5.0,5.0,7
20650,1032500,5.0,5.0,7
20651,1032550,5.0,5.0,7
20652,1032600,5.0,5.0,7
20653,1032650,5.0,5.0,7
20654,1032700,5.0,5.0,7
20655,1032750,5.0,5.0,7
20656,1032800,5.0,5.0,7
20657,1032850,5.0,5.0,7
20658,1032900,5.0,5.0,7
20659,1032950,5.0,5.03,7
20660,1033000,5.0,5.067,7
20661,1033050,5.0,5.083,7
20662,1033100,5.0,5.09,7
20663,1033150,5.0,5.091,7
20664,1033200,5.0,5.092,7
20665,1033250,5.0,5.096,7
20666,1033300,5.0,5.099,7
20667,1033350,5.0,5.1,7
20668,1033400,5.0,5.1,7
20669,1033450,5.0,5.1,7
20670,1033500,5.0,5.1,7
20671,1033550,5.0,5.1,7
20672,1033600,5.0,5.104,7
20673,1033650,5.0,5.105,7
20674,1033700,5.0,5.111,7
20675,1033750,5.0,5.119,7
20676,1033800,5.0,5.126,7
20677,1033850,5.0,5.133,7
20678,1033900,5.0,5.137,7
20679,1033950,5.0,5.147,7
20680,1034000,5.0,5.155,7
20681,1034050,5.0,5.161,7
20682,1034100,5.0,5.166,7
20683,1034150,5.0,5.168,7
20684,1034200,5.0,5.177,7
20685,1034250,5.0,5.182,7
20686,1034300,5.0,5.183,7
20687,1034350,5.0,5.183,7
20688,1034400,5.0,5.184,7
20689,1034450,5.0,5.194,7
20690,1034500,5.0,5.202,7
20691,1034550,5.0,5.215,7
20692,1034600,5.0,5.221,7
20693,1034650,5.0,5.223,7
20694,1034700,5.0,5.236,7
20695,1034750,5.0,5.247,7
20696,1034800,5.0,5.252,7
20697,1034850,5.0,5.258,7
20698,1034900,5.0,5.26,7
20699,1034950,5.0,5.263,7
20700,1035000,4.943,5.269,7
20701,1035050,4.924,5.27,7
20702,1035100,4.924,5.27,7
20703,1035150,4.924,5.27,7
20704,1035200,4.924,5.27,7
20705,1035250,4.924,5.271,7
20706,1035300,4.924,5.275,7
20707,1035350,4.924,5.276,7
20708,1035400,4.924,5.276,7
20709,1035450,4.924,5.276,7
20710,1035500,4.924,5.276,7
20711,1035550,4.924,5.276,7
20712,1035600,4.924,5.276,7
20713,1035650,4.924,5.276,7
20714,1035700,4.924,5.276,7
20715,1035750,4.924,5.276,7
20716,1035800,4.924,5.276,7
20717,1035850,4.924,5.276,7
20718,1035900,4.924,5.276,7
20719,1035950,4.924,5.276,7
20720,1036000,4.924,5.276,7
20721,1036050,4.924,5.276,7
20722,1036100,4.924,5.276,7
20723,1036150,4.924,5.276,7
20724,1036200,4.924,5.276,7
20725,1036250,4.924,5.276,7
20726,1036300,4.924,5.276,7
20727,1036350,4.924,5.276,7
20728,1036400,4.924,5.276,7
20729,1036450,4.924,5.276,7
20730,1036500,4.924,5.276,7
20731,1036550,4.924,5.276,7
20732,1036600,4.924,5.276,7
20733,1036650,4.924,5.276,7
20734,1036700,4.924,5.276,7
20735,1036750,4.924,5.276,7
20736,1036800,4.924,5.276,7
20737,1036850,4.924,5.276,7
20738,1036900,4.924,5.276,7
20739,1036950,4.924,5.276,7
20740,1037000,4.924,5.277,7
20741,1037050,4.924,5.279,7
20742,1037100,4.924,5.28,7
20743,1037150,4.924,5.28,7
20744,1037200,4.924,5.281,7
20745,1037250,4.924,5.281,7
20746,1037300,4.924,5.281,7
20747,1037350,4.924,5.282,7
20748,1037400,4.924,5.285,7
20749,1037450,4.924,5.287,7
20750,1037500,4.924,5.289,7
20751,1037550,4.924,5.291,7
20752,1037600,4.924,5.292,7
20753,1037650,4.924,5.292,7
20754,1037700,4.924,5.296,7
20755,1037750,4.924,5.297,7
20756,1037800,4.924,5.297,7
20757,1037850,4.924,5.297,7
20758,1037900,4.924,5.297,7
20759,1037950,4.924,5.297,7
20760,1038000,4.924,5.297,7
20761,1038050,4.924,5.297,7
20762,1038100,4.924,5.297,7
20763,1038150,4.924,5.301,7
20764,1038200,4.924,5.302,7
20765,1038250,4.924,5.302,7
20766,1038300,4.924,5.302,7
20767,1038350,4.924,5.302,7
20768,1038400,4.924,5.302,7
20769,1038450,4.924,5.305,7
20770,1038500,4.924,5.306,7
20771,1038550,4.924,5.306,7
20772,1038600,4.924,5.309,7
20773,1038650,4.924,5.314,7
20774,1038700,4.924,5.315,7
20775,1038750,4.924,5.315,7
20776,1038800,4.924,5.315,7
20777,1038850,4.923,5.316,7
20778,1038900,4.923,5.318,7
20779,1038950,4.923,5.319,7
20780,1039000,4.923,5.319,7
20781,1039050,4.922,5.319,7
20782,1039100,4.922,5.319,7
20783,1039150,4.922,5.322,7
20784,1039200,4.922,5.323,7
20785,1039250,4.922,5.325,7
20786,1039300,4.918,5.326,7
20787,1039350,4.917,5.326,7
20788,1039400,4.917,5.328,7
20789,1039450,4.917,5.332,7
20790,1039500,4.917,5.334,7
20791,1039550,4.915,5.335,7
20792,1039600,4.914,5.336,7
20793,1039650,4.914,5.336,7
20794,1039700,4.914,5.336,7
20795,1039750,4.914,5.339,7
20796,1039800,4.913,5.342,7
20797,1039850,4.911,5.344,7
20798,1039900,4.909,5.348,7
20799,1039950,4.905,5.35,7
20800,1040000,4.904,5.355,7
20801,1040050,4.902,5.359,7
20802,1040100,4.901,5.36,7
20803,1040150,4.9,5.363,7
20804,1040200,4.899,5.367,7
20805,1040250,4.897,5.37,7
20806,1040300,4.894,5.375,7
20807,1040350,4.892,5.378,7
20808,1040400,4.891,5.379,7
20809,1040450,4.89,5.382,7
20810,1040500,4.889,5.391,7
20811,1040550,4.888,5.394,7
20812,1040600,4.888,5.394,7
20813,1040650,4.885,5.398,7
20814,1040700,4.884,5.4,7
20815,1040750,4.884,5.403,7
20816,1040800,4.884,5.407,7
20817,1040850,4.884,5.411,7
20818,1040900,4.884,5.414,7
20819,1040950,4.884,5.423,7
20820,1041000,4.884,5.432,7
20821,1041050,4.883,5.435,7
20822,1041100,4.883,5.439,7
20823,1041150,4.883,5.44,7
20824,1041200,4.883,5.44,7
20825,1041250,4.883,5.44,7
20826,1041300,4.88,5.446,7
20827,1041350,4.879,5.45,7
20828,1041400,4.879,5.455,7
20829,1041450,4.879,5.458,7
20830,1041500,4.879,5.461,7
20831,1041550,4.879,5.463,7
20832,1041600,4.879,5.464,7
20833,1041650,4.879,5.465,7
20834,1041700,4.879,5.465,7
20835,1041750,4.879,5.467,7
20836,1041800,4.877,5.47,7
20837,1041850,4.877,5.473,7
20838,1041900,4.877,5.474,7
20839,1041950,4.875,5.475,7
20840,1042000,4.874,5.478,7
20841,1042050,4.874,5.478,7
20842,1042100,4.874,5.48,7
20843,1042150,4.874,5.48,7
20844,1042200,4.874,5.482,7
20845,1042250,4.874,5.483,7
20846,1042300,4.874,5.483,7
20847,1042350,4.874,5.483,7
20848,1042400,4.873,5.487,7
20849,1042450,4.873,5.488,7
20850,1042500,4.873,5.488,7
20851,1042550,4.873,5.488,7
20852,1042600,4.873,5.488,7
20853,1042650,4.873,5.489,7
20854,1042700,4.873,5.491,7
20855,1042750,4.873,5.491,7
20856,1042800,4.873,5.492,7
20857,1042850,4.873,5.496,7
20858,1042900,4.873,5.498,7
20859,1042950,4.871,5.498,7
20860,1043000,4.871,5.5,7
20861,1043050,4.871,5.501,7
20862,1043100,4.871,5.501,7
20863,1043150,4.871,5.501,7
20864,1043200,4.871,5.501,7
20865,1043250,4.871,5.501,7
20866,1043300,4.871,5.502,7
20867,1043350,4.871,5.502,7
20868,1043400,4.871,5.506,7
20869,1043450,4.871,5.507,7
20870,1043500,4.871,5.511,7
20871,1043550,4.869,5.513,7
20872,1043600,4.865,5.515,7
20873,1043650,4.863,5.518,7
20874,1043700,4.861,5.524,7
20875,1043750,4.861,5.53,7
20876,1043800,4.859,5.531,7
20877,1043850,4.858,5.539,7
20878,1043900,4.858,5.541,7
20879,1043950,4.857,5.545,7
20880,1044000,4.857,5.547,7
20881,1044050,4.857,5.549,7
20882,1044100,4.857,5.553,7
20883,1044150,4.857,5.554,7
20884,1044200,4.857,5.555,7
20885,1044250,4.857,5.558,7
20886,1044300,4.857,5.563,7
20887,1044350,4.854,5.567,7
20888,1044400,4.853,5.568,7
20889,1044450,4.853,5.569,7
20890,1044500,4.853,5.571,7
20891,1044550,4.853,5.572,7
20892,1044600,4.853,5.573,7
20893,1044650,4.852,5.577,7
20894,1044700,4.852,5.578,7
20895,1044750,4.852,5.58,7
20896,1044800,4.852,5.581,7
20897,1044850,4.852,5.584,7
20898,1044900,4.852,5.585,7
20899,1044950,4.852,5.585,7
20900,1045000,4.851,5.587,7
20901,1045050,4.851,5.588,7
20902,1045100,4.851,5.591,7
20903,1045150,4.851,5.592,7
20904,1045200,4.851,5.595,7
20905,1045250,4.851,5.596,7
20906,1045300,4.851,5.596,7
20907,1045350,4.851,5.601,7
20908,1045400,4.851,5.602,7
20909,1045450,4.851,5.606,7
