timepoint,jstime,valence,arousal,video
0,725300,5.0,5.0,7
50,725350,5.0,5.0,7
100,725400,5.0,5.0,7
150,725450,5.0,5.0,7
200,725500,5.0,5.0,7
250,725550,5.0,5.0,7
300,725600,5.0,5.0,7
350,725650,5.0,5.0,7
400,725700,5.0,5.0,7
450,725750,5.0,5.0,7
500,725800,5.0,5.0,7
550,725850,5.0,5.0,7
600,725900,5.0,5.0,7
650,725950,5.0,5.0,7
700,726000,5.0,5.0,7
750,726050,5.0,5.0,7
800,726100,5.0,5.0,7
850,726150,5.0,5.0,7
900,726200,5.0,5.0,7
950,726250,5.0,5.0,7
1000,726300,5.0,5.0,7
1050,726350,5.0,5.0,7
1100,726400,5.0,5.0,7
1150,726450,5.0,5.0,7
1200,726500,5.0,5.0,7
1250,726550,5.0,5.0,7
1300,726600,5.0,5.0,7
1350,726650,5.0,5.0,7
1400,726700,5.0,5.0,7
1450,726750,5.0,5.0,7
1500,726800,5.0,5.0,7
1550,726850,5.0,5.0,7
1600,726900,5.0,5.0,7
1650,726950,5.0,5.0,7
1700,727000,5.0,5.0,7
1750,727050,4.992,5.0,7
1800,727100,4.939,5.0,7
1850,727150,4.835,5.0,7
1900,727200,4.731,4.951,7
1950,727250,4.663,4.871,7
2000,727300,4.642,4.861,7
2050,727350,4.611,4.843,7
2100,727400,4.557,4.824,7
2150,727450,4.479,4.803,7
2200,727500,4.407,4.79,7
2250,727550,4.348,4.783,7
2300,727600,4.318,4.779,7
2350,727650,4.29,4.773,7
2400,727700,4.266,4.771,7
2450,727750,4.247,4.771,7
2500,727800,4.232,4.771,7
2550,727850,4.218,4.771,7
2600,727900,4.209,4.791,7
2650,727950,4.2,4.849,7
2700,728000,4.193,4.919,7
2750,728050,4.185,4.978,7
2800,728100,4.182,5.005,7
2850,728150,4.178,5.022,7
2900,728200,4.177,5.04,7
2950,728250,4.176,5.063,7
3000,728300,4.176,5.094,7
3050,728350,4.176,5.12,7
3100,728400,4.176,5.144,7
3150,728450,4.176,5.165,7
3200,728500,4.176,5.175,7
3250,728550,4.176,5.19,7
3300,728600,4.176,5.201,7
3350,728650,4.176,5.213,7
3400,728700,4.176,5.226,7
3450,728750,4.176,5.237,7
3500,728800,4.176,5.249,7
3550,728850,4.176,5.252,7
3600,728900,4.176,5.255,7
3650,728950,4.176,5.258,7
3700,729000,4.176,5.26,7
3750,729050,4.176,5.264,7
3800,729100,4.175,5.267,7
3850,729150,4.173,5.27,7
3900,729200,4.173,5.271,7
3950,729250,4.173,5.274,7
4000,729300,4.173,5.276,7
4050,729350,4.172,5.279,7
4100,729400,4.172,5.282,7
4150,729450,4.172,5.286,7
4200,729500,4.172,5.291,7
4250,729550,4.172,5.297,7
4300,729600,4.172,5.306,7
4350,729650,4.172,5.313,7
4400,729700,4.172,5.323,7
4450,729750,4.172,5.329,7
4500,729800,4.172,5.332,7
4550,729850,4.172,5.337,7
4600,729900,4.172,5.339,7
4650,729950,4.172,5.343,7
4700,730000,4.172,5.347,7
4750,730050,4.172,5.353,7
4800,730100,4.172,5.359,7
4850,730150,4.172,5.364,7
4900,730200,4.172,5.367,7
4950,730250,4.172,5.373,7
5000,730300,4.172,5.377,7
5050,730350,4.172,5.382,7
5100,730400,4.172,5.389,7
5150,730450,4.172,5.394,7
5200,730500,4.172,5.397,7
5250,730550,4.172,5.403,7
5300,730600,4.172,5.408,7
5350,730650,4.172,5.413,7
5400,730700,4.172,5.416,7
5450,730750,4.172,5.42,7
5500,730800,4.172,5.426,7
5550,730850,4.172,5.43,7
5600,730900,4.172,5.433,7
5650,730950,4.172,5.436,7
5700,731000,4.172,5.441,7
5750,731050,4.172,5.445,7
5800,731100,4.172,5.446,7
5850,731150,4.172,5.448,7
5900,731200,4.172,5.451,7
5950,731250,4.172,5.452,7
6000,731300,4.172,5.452,7
6050,731350,4.172,5.453,7
6100,731400,4.172,5.454,7
6150,731450,4.172,5.456,7
6200,731500,4.172,5.456,7
6250,731550,4.172,5.456,7
6300,731600,4.172,5.457,7
6350,731650,4.172,5.459,7
6400,731700,4.172,5.459,7
6450,731750,4.172,5.459,7
6500,731800,4.172,5.46,7
6550,731850,4.172,5.461,7
6600,731900,4.172,5.461,7
6650,731950,4.172,5.461,7
6700,732000,4.172,5.461,7
6750,732050,4.172,5.463,7
6800,732100,4.172,5.465,7
6850,732150,4.172,5.467,7
6900,732200,4.172,5.467,7
6950,732250,4.172,5.467,7
7000,732300,4.172,5.467,7
7050,732350,4.172,5.467,7
7100,732400,4.172,5.467,7
7150,732450,4.172,5.467,7
7200,732500,4.172,5.467,7
7250,732550,4.172,5.468,7
7300,732600,4.172,5.469,7
7350,732650,4.172,5.469,7
7400,732700,4.172,5.469,7
7450,732750,4.172,5.469,7
7500,732800,4.172,5.469,7
7550,732850,4.172,5.469,7
7600,732900,4.172,5.47,7
7650,732950,4.172,5.471,7
7700,733000,4.172,5.474,7
7750,733050,4.172,5.477,7
7800,733100,4.172,5.48,7
7850,733150,4.172,5.48,7
7900,733200,4.172,5.48,7
7950,733250,4.172,5.48,7
8000,733300,4.172,5.48,7
8050,733350,4.172,5.481,7
8100,733400,4.172,5.481,7
8150,733450,4.172,5.481,7
8200,733500,4.172,5.481,7
8250,733550,4.172,5.481,7
8300,733600,4.172,5.481,7
8350,733650,4.172,5.481,7
8400,733700,4.172,5.481,7
8450,733750,4.172,5.482,7
8500,733800,4.172,5.483,7
8550,733850,4.172,5.483,7
8600,733900,4.172,5.483,7
8650,733950,4.172,5.484,7
8700,734000,4.172,5.487,7
8750,734050,4.172,5.493,7
8800,734100,4.172,5.493,7
8850,734150,4.172,5.493,7
8900,734200,4.172,5.496,7
8950,734250,4.172,5.5,7
9000,734300,4.172,5.503,7
